Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,812.6765,813.68378,11.62,0.105,6,69410093.75,100,F1
FALSE,[M+H]+1,1,720.49834,721.50562,9.887,0.167,5,67887585.74,100,F1
FALSE,[M+H]+1,1,901.80718,902.81445,18.139,0.094,3,66461624.54,100,F9
FALSE,[M+H]+1,1,892.81053,893.81781,18.036,0.123,2,65004538.24,100,F9
FALSE,[M+H]+1,1,707.50267,708.50995,9.569,0.219,3,64799220.91,100,F3
FALSE,[M+H]+1,1,812.67613,813.68341,11.621,0.104,6,64436648.09,100,F8
FALSE,[M+H]+1,1,805.61125,806.61853,10.072,0.096,3,64252860.68,100,F7
FALSE,[M+H]+1,1,898.78172,899.789,17.353,0.119,2,63957702.29,100,F1
FALSE,[M+H]+1,1,819.73058,820.73785,16.511,0.146,3,63693429.63,100,F7
FALSE,[M+H]+1,1,805.56053,806.56781,8.547,0.079,4,62430206.72,100,F1
FALSE,[M+H]+1,1,805.56059,806.56787,8.525,0.078,6,62024321.97,100,F7
FALSE,[M+H]+1,1,805.56053,806.56781,8.562,0.078,6,61490388.05,100,F9
FALSE,[M+H]+1,1,812.67632,813.68359,11.631,0.1,6,61370472.41,100,F9
FALSE,[M+H]+1,1,819.73046,820.73773,16.566,0.134,5,61126306.42,100,F8
FALSE,[M+H]+1,1,812.67589,813.68317,11.589,0.103,6,60604373.77,100,F7
FALSE,[M+H]+1,1,805.56029,806.56757,8.555,0.08,5,60387660.58,100,F8
FALSE,[M+H]+1,1,819.73046,820.73773,16.564,0.147,5,60141642.99,100,F9
FALSE,[M+H]+1,1,902.81023,903.8175,18.035,0.122,2,58738782.77,100,F9
FALSE,[M+H]+1,1,683.19512,684.20239,10.412,0.088,8,57369348.9,100,F1
FALSE,[M+H]+1,1,876.71581,877.72308,16.675,0.19,4,56700057.83,100,F1
FALSE,[M+H]+1,1,720.49785,721.50513,9.483,0.044,3,56161246.75,100,F3
FALSE,[M+H]+1,1,900.79466,901.80194,17.355,0.126,2,56095677.29,100,F1
FALSE,[M-H]-1,-1,819.59797,818.5907,9.71,0.113,6,55937182.65,100,F5
FALSE,[M+H]+1,1,880.74706,881.75433,17.977,0.191,3,55892640.17,100,F7
FALSE,[M-H]-1,-1,819.59749,818.59021,9.73,0.113,6,55846051.02,100,F6
FALSE,[M-H]-1,-1,819.59773,818.59045,9.674,0.114,6,55718133.55,100,F4
FALSE,[M+H]+1,1,786.66033,787.6676,11.728,0.113,5,54964797.42,100,F1
FALSE,[M-H]-1,-1,819.59743,818.59015,9.712,0.11,5,54651753.34,100,F1
FALSE,[M+H]+1,1,876.71544,877.72272,16.659,0.152,2,54102367.28,100,F8
FALSE,[M+H]+1,1,786.66063,787.66791,11.678,0.11,6,54023802.71,100,F7
FALSE,[M+H]+1,1,458.29393,459.30121,6.822,0.061,5,52559401.6,100,F3
FALSE,[M+H]+1,1,876.71544,877.72272,16.667,0.161,3,52320949.3,100,F9
FALSE,[M+H]+1,1,786.66039,787.66766,11.725,0.104,5,50639562.98,100,F8
FALSE,[M+H]+1,1,869.74565,870.75293,16.007,0.183,4,50092930.84,100,F1
FALSE,[M+H]+1,1,880.74687,881.75415,18.015,0.158,2,49984707.78,100,F8
FALSE,[M+H]+1,1,786.66026,787.66754,11.739,0.116,6,49955560.46,100,F9
FALSE,[M+H]+1,1,807.57561,808.58289,8.841,0.106,5,49217046.29,100,F1
FALSE,[M+H]+1,1,807.57549,808.58276,8.82,0.099,5,49030275.33,100,F7
FALSE,[M+H]+1,1,807.57536,808.58264,8.851,0.097,5,48834021.56,100,F8
FALSE,[M+H]+1,1,807.57573,808.58301,8.858,0.1,5,48432748.21,100,F9
FALSE,[M+H]+1,1,895.76073,896.76801,15.965,0.176,4,47941292.12,100,F1
FALSE,[M+H]+1,1,901.80736,902.81464,18.007,0.076,2,46816149.1,100,F1
FALSE,[M+H]+1,1,903.81645,904.82373,18.041,0.23,2,45290230.39,100,F8
FALSE,[M+H]+1,1,720.49828,721.50555,9.94,0.139,5,45098197.89,100,F9
FALSE,[M+H]+1,1,609.1762,610.18347,9.642,0.086,7,44487996.17,100,F1
FALSE,[M+H]+1,1,876.71599,877.72327,16.611,0.17,2,44191790.22,100,F7
FALSE,[M+H]+1,1,814.69164,815.69891,12.796,0.104,5,43635517.72,100,F1
FALSE,[M+H]+1,1,873.77641,874.78369,17.252,0.118,5,42829160.66,100,F3
FALSE,[M+H]+1,1,757.21398,758.22125,11.324,0.091,9,42282867.31,100,F1
FALSE,[M+H]+1,1,901.8073,902.81458,17.947,0.06,2,41512413.83,100,F7
FALSE,[M+H]+1,1,704.50408,705.51135,9.284,0.082,5,41363208.99,100,F3
FALSE,[M+H]+1,1,895.76091,896.76819,15.962,0.191,3,40986020.6,100,F8
FALSE,[M+H]+1,1,763.56499,764.57227,9.599,0.172,3,40648296.37,100,F3
