Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Plasma_PS.raw (F1),PDH_Blank_Neg.raw (F2),PDH_Blank_Pos_171003103943.raw (F3),Plasma_Neg_1.raw (F4)+Plasma_Pos_1.raw (F7),Plasma_Neg_2.raw (F5)+Plasma_Pos_2.raw (F8),Plasma_Neg_3.raw (F6)+Plasma_Pos_3.raw (F9),
4.835,628.49902,+,170371.5566,,,7,170371.5566,0.0,56124.3162,149823.6078,141460.3329,150143.169,
4.905,610.4079,-,16556.00596,PAF O-18:0,PAF,3,15800.11648,816.7472508,0.0,15858.02464,16556.00596,15912.00607,
4.908,751.23376,+,16606.53502,,,3,16606.53502,0.0,214.9944473,12769.78285,8402.203823,11626.60115,
4.926,583.42505,+,15454.58459,,,2,14477.77002,0.0,314.0223705,15454.58459,13316.16411,14281.06331,
4.957,465.30289,-,954034.9007,,,5,696769.6959,33721.6964,0.0,941789.7704,938214.7202,954034.9007,
4.957,850.20343,+,92727.25036,,,2,402.7521705,0.0,4069.772551,40736.10655,71573.47238,92727.25036,
4.959,547.30603,-,20214.41493,,,4,16120.12333,855.2350277,0.0,20214.41493,17887.47518,17471.85674,
4.96,467.29758,-,24236.84647,,,3,13056.5035,916.5755372,0.0,21365.37446,24236.84647,21156.54943,
4.966,775.12549,+,67966.86902,,,2,273.930199,0.0,811.7293163,67966.86902,39204.66017,41999.91567,
4.968,816.1377,+,55553.60457,,,2,230.4585499,0.0,1685.975603,55553.60457,28462.71544,29729.0102,
4.969,517.85034,+,40451.33349,,,3,280.1975593,0.0,844.2039405,40451.33349,18557.73401,19427.4068,
4.97,790.15576,+,300641.0326,,,3,289.5553774,0.0,693.5852553,300641.0326,182006.4649,200032.6492,
4.97,988.36951,+,68992.89506,,,3,540.5158738,0.0,450.8957264,68992.89506,37604.85417,41164.46798,
4.97,732.13153,+,56278.23789,,,3,277.7852582,0.0,757.1290029,56278.23789,36931.86907,38377.87745,
4.97,619.88287,+,49636.40441,,,3,307.6847609,0.0,1302.799359,49636.40441,36569.87198,32073.69556,
4.972,734.09827,+,83968.96342,,,3,247.2144062,0.0,280.2087869,83968.96342,42128.80858,46989.89822,
4.992,731.40582,+,19674.118,,,3,19674.118,0.0,257.9504488,10461.07305,11554.50811,12285.94003,
5.012,305.24759,-,34719.41277,,,4,34719.41277,1843.681876,0.0,31574.91767,29958.34612,33687.80431,
5.024,431.19315,-,70102.85998,,,5,23303.56596,20979.4474,0.0,32927.95609,45149.33924,70102.85998,
5.024,627.41223,-,53582.64255,,,3,19021.86746,11475.46401,0.0,26823.65582,37030.74603,53582.64255,
5.028,688.45496,+,41891.73504,,,4,41891.73504,0.0,637.1761545,28016.81341,30335.23034,29081.90338,
5.057,605.40387,-,20969.81861,,,4,20301.30746,2063.51279,0.0,20712.23691,18701.35202,20969.81861,
5.064,373.23056,-,119503.4687,,,4,119503.4687,17122.09836,1804.442014,90315.44727,96307.06417,101044.984,
5.065,559.46918,-,30828.11383,,,3,28379.01539,1514.18018,0.0,29869.49247,30828.11383,26352.02295,
5.083,427.28378,-,16443.16801,,,2,10170.78343,4974.526018,0.0,16443.16801,14873.65862,11615.9032,
5.089,505.33447,-,27894.1484,,,3,20206.14627,1918.823487,0.0,24885.12681,25211.65468,27894.1484,
5.148,585.48492,-,37154.22945,,,4,36987.39472,1795.755898,0.0,37154.22945,36257.667,33217.91612,
5.15,281.24765,-,1.306893287E7,,,5,1.306893287E7,379547.6531,0.0,1.295781573E7,1.278596723E7,9598240.142,
5.321,331.26614,-,109701.0285,,,2,109701.0285,10809.73803,0.0,74114.96009,75471.99023,87706.48865,
5.357,1098.45459,+,38614.25849,,,2,304.2226705,0.0,343.3679008,38614.25849,20074.13855,27487.74844,
5.364,818.16699,+,80419.49475,,,2,264.3692815,0.0,254.4730249,80419.49475,51408.91546,69510.46096,
5.382,487.32935,+,46474.67875,,,4,46474.67875,0.0,8087.851307,38836.45454,31452.09017,27748.82903,
5.39,786.50256,+,48299.11147,,,3,48299.11147,0.0,3335.251358,42928.55174,29372.06913,38030.87379,
5.391,561.20221,+,51859.13697,,,4,51859.13697,0.0,1741.000254,28966.57026,28817.15225,27767.77121,
5.391,403.21268,+,24932.57382,,,4,24932.57382,0.0,247.3747118,12983.97995,14937.78479,13295.42078,
5.393,485.216,+,44639.31986,,,4,44639.31986,0.0,957.8974312,22109.44672,22316.50869,24500.04663,
5.4,675.33832,-,26532.26308,,,4,24835.14053,8402.579103,0.0,24424.80074,26532.26308,26256.23954,
5.432,461.11526,-,482471.8698,,,3,482471.8698,9308.139925,0.0,8119.827501,50222.41102,326345.6124,
5.432,366.22455,-,27586.75945,,,3,27586.75945,1439.481498,0.0,17742.76475,26037.37379,19781.55937,
5.434,603.24225,-,58272.22005,,,3,58272.22005,2282.677409,0.0,48538.29941,56411.08213,48329.41583,
5.436,439.23636,-,129095.4386,,,3,121812.1755,5209.93487,0.0,119655.197,129095.4386,124358.5839,
5.437,527.25665,-,17649.1315,,,4,17649.1315,407.4458053,0.0,15029.69177,16056.8496,15313.34793,
5.439,685.24561,-,38201.26255,,,4,35397.9007,1764.389667,0.0,30187.67782,38201.26255,32449.9146,
5.44,825.47754,-,26178.23644,,,4,25761.67286,213.1486061,0.0,25836.44252,26178.23644,25543.47414,
5.441,613.52167,-,91016.75986,,,4,55447.70353,1008.747602,0.0,91016.75986,80684.84317,79200.85782,
5.441,521.23938,-,69290.45584,,,4,68720.11678,2241.234819,0.0,67300.66532,69290.45584,66667.18486,
5.441,445.25323,-,31755.7787,,,4,31755.7787,640.2025496,0.0,28472.72815,30570.94548,27043.85081,
5.442,363.25055,-,467648.5139,,,5,450861.6288,16071.31715,0.0,459917.682,465513.5041,467648.5139,
5.442,585.48468,-,86453.18256,,,4,86453.18256,180.0161591,0.0,77319.21829,78967.21493,78802.90215,
5.442,743.47437,-,28863.99472,,,4,25843.52989,198.5588605,0.0,22458.14265,28863.99472,25835.47212,
5.443,281.24762,-,1.278945629E7,,,5,1.22269313E7,453142.7837,0.0,1.203607594E7,1.247516501E7,1.278945629E7,
5.443,907.48059,-,21126.17257,,,4,20958.73729,188.2975066,0.0,17047.50821,21126.17257,19997.52171,
5.444,803.21967,-,27030.67988,,,2,26126.30368,1640.42448,0.0,24222.69236,25301.92205,27030.67988,
5.444,661.47119,-,19458.81131,,,3,16737.44764,185.2090942,0.0,18636.51576,19458.81131,17618.87277,
5.444,1025.4519,-,15144.75976,,,3,12395.39172,225.9970731,0.0,13185.46651,14634.58464,15144.75976,
5.445,457.20898,-,21023.55605,,,3,9606.205649,252.1868514,0.0,16548.76407,20494.53034,21023.55605,
5.446,901.46295,-,14642.70469,,,3,11647.64619,203.3151272,0.0,13161.31547,14642.70469,13515.99288,
5.447,535.39917,-,33908.12319,,,4,22911.8305,10807.81387,0.0,30128.13968,33908.12319,33348.57014,
5.465,331.22058,-,145728.507,,,3,145728.507,42194.24683,934.4825327,95989.70894,83882.61484,70867.60172,
5.511,479.31885,-,42895.11658,,,4,36233.0848,430.8238276,0.0,31233.45185,36808.73917,42895.11658,
5.529,774.5943,+,64068.82641,,,3,64068.82641,0.0,19702.74511,31739.86898,19839.87455,27781.10001,
5.577,297.04599,-,46328.44848,,,2,46328.44848,1476.083351,697.0918231,770.3073547,3087.469452,22932.94063,
5.583,730.56787,+,47501.44043,,,4,47501.44043,0.0,14863.43874,35332.59258,30949.05145,31437.89133,
5.607,862.64624,+,45562.83412,,,4,45562.83412,0.0,10171.14189,23897.20509,22753.16637,21698.73084,
5.612,428.37311,+,58542.07432,,,4,58542.07432,0.0,7526.016067,31074.68004,31929.52401,31566.73044,
5.614,686.54102,+,63289.36297,,,3,42418.18331,0.0,13569.3167,42502.50781,45489.17265,63289.36297,
5.656,461.11526,-,292804.3667,,,3,292804.3667,7232.316213,0.0,3716.205141,34718.70859,221122.267,
5.656,538.42297,+,21458.69342,,,2,21458.69342,0.0,1890.955499,15432.80753,12596.56774,15048.09337,
5.668,774.59399,+,64068.82641,,,5,64068.82641,0.0,19702.74511,41267.7824,37047.29689,43168.12001,
5.698,730.56787,+,76603.2539,,,4,76603.2539,0.0,22095.3647,47807.80899,46181.31978,48775.40667,
5.727,331.22049,-,40502.41975,,,5,40502.41975,11925.69806,673.1961148,26245.16102,20947.65091,25691.65984,
5.732,686.54156,+,91720.72179,,,4,91720.72179,0.0,27180.90412,55797.10943,52955.59544,63289.36297,
5.762,848.56427,+,89776.68915,,,4,89776.68915,0.0,2671.042679,80986.64854,82531.83098,69018.47926,
5.817,554.46259,+,129579.3041,,,6,129579.3041,0.0,29577.7489,59454.48274,74272.60745,49970.27238,
5.851,564.43866,+,27336.72338,,,4,27336.72338,0.0,921.6300256,20928.62023,18052.7338,21821.13313,
5.854,307.26343,-,134786.657,,,4,129492.9338,3602.426372,0.0,134111.9315,133921.7008,134786.657,
5.861,495.31406,-,23797.89236,,,3,19185.83622,503.1342154,0.0,22934.99471,23030.93418,23797.89236,
5.863,377.26166,+,170462.4046,,,4,170462.4046,32107.09142,1598.656137,40270.23394,42171.17302,47280.86421,
5.925,517.31891,+,36554.49572,,,4,36554.49572,0.0,12013.54475,12748.74578,11537.3099,11340.08827,
5.94,589.37653,+,41682.56469,,,4,41682.56469,0.0,3394.108523,28855.33165,26303.09725,24837.90304,
5.971,387.24701,-,130070.639,,,5,130070.639,42113.05494,1768.872138,125585.7261,115114.855,115750.6119,
6.01,830.55292,+,626616.1223,,,4,626616.1223,0.0,9185.01567,378494.3374,351421.1583,356276.5558,
6.148,493.33472,-,50619.77155,,,4,29291.01318,761.7726725,0.0,49661.10093,48927.64656,50619.77155,
6.197,495.31406,-,25209.8084,,,3,6734.997756,479.6896141,0.0,24389.24878,23960.47339,25209.8084,
6.257,590.45422,+,28473.52725,,,4,28473.52725,0.0,1615.96745,22398.38056,21485.49425,27139.04148,
6.28,295.26343,-,54060.76607,,,4,54060.76607,3467.810235,0.0,42130.71584,53282.53715,52485.15665,
6.293,544.39124,+,54477.9064,,,4,54477.9064,0.0,17307.89212,12420.45974,11289.89906,13523.28642,
6.33,916.53027,+,54456.53902,,,4,46896.58477,0.0,16201.33438,54456.53902,51832.04986,49402.17666,
6.348,547.36621,+,78220.21105,,,5,78220.21105,0.0,18976.56062,21495.57058,19196.56136,20736.41257,
6.433,507.35056,-,25474.16216,,,4,20799.71628,383.4420714,0.0,23734.05124,22918.8085,25474.16216,
6.434,820.1828,+,104373.2603,,,2,294.5105849,0.0,6003.77117,91215.98144,104373.2603,86091.10101,
6.448,1102.48596,+,35410.93852,,,2,508.3380507,0.0,1112.584522,35410.93852,17294.48249,33893.4113,
6.452,509.32932,-,43085.47637,,,4,37396.01403,838.7783628,0.0,41160.52403,42977.12499,43085.47637,
6.466,441.39389,-,15684.58967,,,4,14969.24643,735.8002838,0.0,15684.58967,14838.97053,15230.88806,
6.468,628.19446,+,2728274.628,,,3,2728274.628,0.0,3530.327923,17440.60223,41804.27214,231051.8162,
6.475,830.55292,+,559768.7576,,,4,559768.7576,0.0,31131.58154,322554.6711,294741.3755,311220.1288,
6.49,428.36377,+,13161.80856,,,3,250.4187305,0.0,485.7073011,13161.80856,12133.69044,12180.92971,
6.497,900.53326,+,367130.4357,,,5,367130.4357,0.0,71952.26296,344016.5111,318232.6377,305494.5434,
6.511,721.50684,+,384059.856,,,3,17757.52921,0.0,119705.7234,384059.856,371720.9077,381540.9809,
6.517,736.54279,+,81026.16189,,,3,1429.138771,0.0,7677.262554,81026.16189,54434.01052,52058.89126,
6.527,463.29791,+,56441.74904,,,3,27416.05129,0.0,17317.08702,55460.47559,24235.02944,56441.74904,
6.533,708.51166,+,54976.086,,,3,1142.719398,0.0,18119.29926,54976.086,34905.48103,40820.03872,
6.546,593.47687,-,206246.0385,,,4,206246.0385,14371.59082,0.0,163497.0155,136148.6531,129634.9345,
6.553,803.15729,+,20506.8661,,,3,503.7289171,0.0,667.1445434,20506.8661,11411.60604,10425.7991,
6.554,762.16614,+,13610.57896,,,2,554.0909528,0.0,819.8135907,13610.57896,7499.560811,9505.397313,
6.555,818.18713,+,147377.8874,,,3,595.0204951,0.0,6305.493126,147377.8874,108128.5936,114688.0969,
6.555,844.16882,+,47647.21476,,,3,444.2717678,0.0,588.3987907,47647.21476,33120.84441,32165.20734,
6.555,762.12982,+,31140.06158,,,3,521.3680787,0.0,1211.772937,31140.06158,20492.4612,21360.85639,
6.556,1044.43201,+,30194.59859,,,3,473.5088118,0.0,627.1206781,30194.59859,16996.79462,20735.15545,
6.556,844.20648,+,9816.974182,,,2,431.4146785,0.0,571.3707094,9816.974182,8128.736693,7127.195279,
6.557,656.22571,+,323593.2077,,,3,20555.08731,0.0,447.6408112,16425.11904,53862.71861,323593.2077,
6.559,617.92242,+,61100.32883,,,3,580.6004877,0.0,7207.683346,15374.52757,61100.32883,14171.52654,
6.565,459.22552,-,34816.40977,,,2,13996.29782,6974.410872,0.0,26223.73853,22986.69032,34816.40977,
6.585,297.04599,-,222524.1384,,,3,222524.1384,23673.45751,0.0,10128.77698,45265.97372,180648.4123,
6.595,628.19391,+,2728274.628,,,3,2728274.628,0.0,3507.998719,317.1016335,55676.72119,269734.4874,
6.599,573.38062,+,1200849.723,,,5,1200849.723,0.0,339358.8078,458306.5326,447479.4809,439363.4221,
6.604,915.80939,+,123524.6299,,,3,123524.6299,0.0,7114.966347,5280.464861,66430.90415,68235.63414,
6.608,405.22787,+,21119.21591,,,4,21119.21591,0.0,4997.502464,11952.82408,13549.88846,12998.55859,
6.611,711.48004,+,23599.82025,,,4,23599.82025,0.0,2063.993807,12284.04757,14969.55093,12703.65477,
6.612,793.48322,+,18519.49907,,,4,18519.49907,0.0,5150.617375,9962.493856,11499.92087,9051.133207,
6.613,522.24078,+,39533.83652,,,4,39533.83652,0.0,6500.926236,19360.40653,22370.31971,18124.14056,
6.624,573.45148,-,41410.95674,,,2,41410.95674,8509.937275,0.0,41184.40093,28649.06417,32249.28822,
6.651,705.46326,+,13301.44452,,,2,13301.44452,0.0,1435.377918,6219.361906,6944.017399,6365.279869,
6.658,541.27057,+,16442.11821,,,2,16442.11821,0.0,2093.578229,7367.038308,7694.040295,7255.881175,
6.665,580.43347,+,35011.02603,,,4,35011.02603,0.0,2761.665,21976.50948,23076.41442,24918.56316,
6.677,563.21692,+,75186.3179,,,2,75186.3179,0.0,20738.4974,3147.988859,1346.058045,1754.400023,
6.683,721.50684,+,615469.5425,,,4,529919.403,0.0,135199.0369,615469.5425,303575.3488,263811.1643,
6.688,297.04599,-,457127.4178,,,2,457127.4178,13500.23822,0.0,4311.067132,44824.41959,250455.2155,
6.694,568.42725,+,380485.2683,,,4,71075.88468,0.0,6093.270481,380485.2683,319558.2186,363696.9901,
6.695,569.23419,+,50385.33473,,,2,50385.33473,0.0,11540.33052,884.9234836,1457.597126,1030.821294,
6.696,893.42413,-,54235.1087,,,2,54235.1087,2735.190014,0.0,2640.338757,2870.188031,44545.47673,
6.696,683.47534,-,32277.94218,,,2,16793.72737,6454.126323,0.0,18622.77608,32277.94218,31907.36541,
6.697,487.23068,+,86144.43698,,,2,86144.43698,0.0,24833.99417,1139.713222,1484.98787,823.2852345,
6.697,736.54279,+,28823.73748,,,3,1062.080698,0.0,8476.035513,28823.73748,21128.66635,23410.59682,
6.699,309.27911,-,216969.1172,,,3,115336.0124,12856.6113,0.0,211976.4228,216969.1172,208848.7374,
6.72,397.33102,-,27465.22752,,,2,19027.82338,5987.210798,0.0,24523.68046,27465.22752,21000.75053,
6.729,840.12683,+,27344.83315,,,3,27344.83315,0.0,5965.307795,23098.03771,20097.14673,21826.65526,
6.738,750.55878,+,20579.85714,,,4,14805.85605,0.0,5767.362919,20579.85714,12237.86363,12063.617,
6.765,413.26544,+,293345.253,,,4,293345.253,0.0,56676.19284,158520.0568,155546.1748,165836.9509,
6.766,757.42749,+,383067.1164,,,5,383067.1164,0.0,95343.98573,314159.4011,312679.8105,290698.3862,
6.767,493.34528,+,74814.19247,,,7,74814.19247,11486.96838,18169.04012,50201.40351,48472.2362,49202.51696,
6.794,445.0835,-,253554.8266,,,4,222921.3719,4301.995201,0.0,833.9555223,17266.83956,253554.8266,
6.801,397.3674,-,38213.49163,,,4,38213.49163,1267.345038,0.0,36718.46209,36835.55999,38001.52795,
6.803,309.27899,-,480544.4941,,,6,353399.3419,13515.13241,0.0,261219.5797,278566.3886,480544.4941,
6.81,858.5849,+,493641.583,,,4,445108.0795,1464.221813,15548.40131,493641.583,477593.8475,483350.7331,
6.83,776.54242,+,59117.36914,,,2,59117.36914,0.0,17629.50397,37287.86134,44865.99435,17108.34235,
6.849,705.51825,-,65529.05612,,,4,61826.77344,1052.849379,0.0,55514.89903,53984.14539,65529.05612,
6.853,449.31903,+,111647.0705,,,8,111647.0705,17418.3507,22895.63395,66221.09217,63971.80666,64939.26606,
6.858,504.36765,+,28552.15684,,,4,28552.15684,0.0,7368.107195,27318.41475,28426.75506,24849.3938,
6.867,790.55798,+,3016157.618,,,2,5235.000168,0.0,94572.93779,279615.8679,3016157.618,261362.5793,
6.887,540.4248,+,538903.354,,,3,482.9144809,0.0,124773.5741,528644.4825,484636.168,538903.354,
6.887,435.34677,-,11207.89304,,,3,11207.89304,226.1112761,0.0,7232.157316,8994.573923,7714.9067,
6.889,405.29266,+,90547.61946,,,8,90547.61946,17438.79475,19219.8902,53964.4604,48516.95142,50394.53838,
6.899,673.52716,+,602313.7962,SM d32:2,SM,4,602313.7962,0.0,5009.68342,498974.2183,456040.1847,436174.6996,
6.923,521.08105,-,251521.8032,,,2,251521.8032,4119.552858,0.0,1691.610773,33554.68052,161192.9263,
6.926,948.71838,+,52117.60025,,,4,41416.92792,0.0,15523.58859,52117.60025,51177.28202,46766.10319,
6.931,595.49329,-,287690.8142,,,4,287690.8142,25444.39664,0.0,222132.077,248464.7743,237208.0434,
6.932,854.55371,-,100602.7068,,,4,100602.7068,2938.795235,0.0,97783.9792,95385.00287,90535.21788,
6.932,792.49213,-,29515.61807,,,4,19167.73366,595.1885312,0.0,23710.43382,26370.10736,29515.61807,
6.938,804.55316,+,213901.5451,PC 38:7,PC,4,213901.5451,0.0,10535.59791,176906.8197,181506.3824,185467.2039,
6.947,756.55267,+,1266240.564,PC 34:3,PC,4,671160.0908,0.0,13078.29163,1266240.564,1070896.304,1170520.488,
6.952,912.46497,+,20537.07872,,,3,864.4413715,0.0,5142.032244,20537.07872,18450.04154,20391.61225,
6.962,772.54816,+,1012853.054,PC[OH] OH-34:3,PC[OH],3,30659.72009,0.0,6421.180781,1012853.054,953785.1484,969997.5482,
6.962,649.5282,+,18084.61736,,,3,18084.61736,0.0,4792.344705,14937.31467,14230.74551,15619.72655,
6.964,593.40509,-,14538.38318,,,2,12295.67601,379.6023554,0.0,14538.38318,14471.62702,13176.62713,
6.97,820.54541,+,208082.8144,PC[OH] OH-38:7,PC[OH],3,21319.41163,0.0,8520.130779,167566.691,208082.8144,196397.9506,
6.97,607.42072,-,114656.6818,,,4,94912.17232,2157.552273,0.0,114656.6818,112061.9878,113486.9941,
6.977,633.43579,-,16355.44005,,,3,14943.9188,501.2941254,0.0,13578.00458,15347.60902,16355.44005,
6.981,875.21246,+,39121.0522,,,3,828.1754918,0.0,4337.595663,39121.0522,20009.67377,15264.12262,
6.986,671.09827,-,44690.04967,,,2,44690.04967,399.9586629,0.0,599.4972045,3845.205425,23094.13171,
6.991,798.56409,+,881567.8928,PC[OH] OH-36:4,PC[OH],3,497491.2829,0.0,8177.377706,881567.8928,851733.6642,768805.4914,
6.993,762.50769,+,57501.74886,,,2,57501.74886,0.0,17596.58904,41686.016,37073.19202,41267.40546,
6.996,858.58459,+,669890.1536,,,4,669890.1536,0.0,11547.00218,280563.7752,285846.5201,269957.3054,
7.004,788.55066,+,6242692.545,,,4,6242692.545,0.0,617746.6193,4282050.109,4830169.462,4096162.297,
7.004,888.5249,+,84997.59872,,,4,84997.59872,0.0,6835.470665,57523.44536,54268.43389,58880.44234,
7.01,657.4967,-,13519.01408,,,3,12991.52455,572.8745077,0.0,13032.57831,13519.01408,11923.8816,
7.011,774.56293,+,5044095.902,PC[OH] OH-34:2,PC[OH],5,5044095.902,0.0,114436.5043,4163456.949,3847951.203,3950105.302,
7.011,731.53387,-,174289.4728,,,4,162141.1257,3045.96506,0.0,174289.4728,164804.5864,170530.6996,
7.012,782.56744,+,736755.4588,PC 36:4,PC,3,252800.9024,0.0,22536.64613,604790.4555,736755.4588,631578.9045,
7.014,848.61133,+,83295.56803,,,4,83295.56803,0.0,2817.372932,34613.59815,40309.08772,39660.76299,
7.017,566.45331,+,51418.11605,,,4,51418.11605,0.0,2821.664695,37389.70618,37144.42129,35905.82485,
7.019,796.54462,+,1058180.484,PC[OH] OH-36:5,PC[OH],4,1058180.484,0.0,8380.995484,694666.355,669715.46,659196.4468,
7.022,816.57318,+,1228518.781,,,2,131684.2564,0.0,41038.66628,1228518.781,1174455.916,1197024.526,
7.023,730.2439,+,273867.3252,,,2,18412.46601,0.0,72625.98559,5670.606515,43132.90578,273867.3252,
7.023,464.40881,+,42584.90681,,,3,42584.90681,0.0,2532.632851,36113.24116,31229.65458,33092.34812,
7.024,311.29459,-,92102.01702,,,2,92102.01702,28056.34336,0.0,45346.16346,75053.83683,83533.79696,
7.039,822.56195,+,1790860.168,PC[OH] OH-38:6,PC[OH],12,1790860.168,0.0,14373.72061,1555126.0,1483220.418,1523333.408,
7.045,592.46881,+,101995.8214,,,4,101995.8214,0.0,4727.43702,81379.78828,77755.69236,76840.93826,
7.05,776.49786,-,16456.57835,,,2,12502.14077,431.4160666,0.0,10114.01449,16456.57835,15379.66472,
7.084,423.38339,-,62280.44482,,,4,54984.2031,2435.713997,0.0,60898.03939,62280.44482,57311.08053,
7.096,297.27869,-,158314.1372,,,5,155862.2514,52489.87185,0.0,99341.47721,158314.1372,145274.749,
7.104,917.53778,-,94127.53916,,,2,78141.06182,1160.147134,0.0,81934.05231,78736.02885,94127.53916,
7.106,473.28107,-,30273.37337,,,4,15753.31439,3138.668312,0.0,26518.35815,30273.37337,29351.71644,
7.108,832.56946,-,1727660.173,PC[OH] OH-18:2_16:0,PC[OH],8,1727660.173,37560.59423,10787.52407,1501672.401,1443315.655,1529078.013,
7.111,1094.57275,-,19487.60056,,,4,19487.60056,901.9166968,0.0,17580.61345,16486.63119,18132.43435,
7.112,901.54279,-,372525.033,PI[OH] OH-20:4_18:0,PI[OH],4,372525.033,3786.519232,0.0,307765.2117,296589.8324,280783.1094,
7.113,930.5672,-,217883.6926,,,4,189325.3982,1280.507721,0.0,217883.6926,205636.4759,207557.3316,
7.114,848.5639,-,1922086.219,,,4,1909578.925,13054.11314,0.0,1882264.559,1874470.995,1922086.219,
7.114,1012.5697,-,65081.6113,,,4,46954.88207,957.9620807,0.0,50231.17427,60707.48386,65081.6113,
7.12,818.55426,-,48799.31265,,,4,34600.53665,1378.887344,0.0,48799.31265,43385.54927,38989.34199,
7.122,824.57806,+,1543132.612,PC[OH] OH-38:5,PC[OH],7,1543132.612,0.0,20825.82033,912838.4878,915899.1199,896379.0444,
7.123,429.08795,+,234553.2147,,,4,234553.2147,0.0,27047.57832,2115.227018,13812.46115,115376.9043,
7.125,1072.56384,-,32722.20982,,,4,31581.96749,1327.162068,0.0,30049.77728,29042.76758,32722.20982,
7.126,990.55896,-,55730.66255,,,4,46944.89408,1873.643894,0.0,53136.18311,55730.66255,50015.97798,
7.131,411.38303,-,92799.61878,,,4,86133.24561,1389.617605,0.0,88234.17511,92799.61878,90025.57202,
7.132,772.54773,+,1199544.367,PC[OH] OH-18:3_16:0,PC[OH],9,1199544.367,0.0,32462.0177,303754.7221,291793.5624,302597.0576,
7.133,820.54565,+,268221.532,PC[OH] OH-38:7,PC[OH],4,256094.2492,0.0,10889.68957,268221.532,157613.6633,166885.0235,
7.142,778.50104,-,50222.96134,,,2,42723.22758,2077.34143,0.0,39154.20366,50222.96134,45053.05476,
7.144,798.56409,+,2147930.645,PC[OH] OH-36:4,PC[OH],3,522238.5648,0.0,56570.73573,2147930.645,1984763.561,2146310.572,
7.146,651.14349,+,86882.09591,,,2,86882.09591,0.0,9239.156678,966.3969477,1148.656123,28787.61319,
7.153,661.52753,+,133808.6871,SM d31:1,SM,4,133808.6871,0.0,5430.826758,110135.0325,106311.4757,107739.2949,
7.157,650.4751,-,25552.07172,,,3,22547.49346,717.2121229,0.0,25552.07172,21235.3351,23645.47761,
7.161,702.21252,+,1.055349709E7,,,5,1.055349709E7,0.0,450313.4162,37857.13888,226190.0398,1431412.844,
7.167,445.11929,+,253151.1412,,,2,253151.1412,0.0,4162.920155,840.0357453,997.2255338,43273.8447,
7.169,743.23877,+,3714729.536,,,3,3714729.536,0.0,100948.8723,11943.57173,76175.46953,360414.6341,
7.171,545.38611,+,230762.9281,,,5,230762.9281,0.0,38379.25765,75529.04366,78552.9381,72556.43853,
7.178,519.10181,-,74305.18777,,,2,74305.18777,1399.595911,0.0,2939.851433,7023.58357,59522.85007,
7.186,297.04599,-,273516.4343,,,3,273516.4343,6595.185024,0.0,9285.320813,44345.07543,244003.4131,
7.187,765.09631,-,42146.59383,,,2,42146.59383,834.245904,0.0,1856.539562,2151.930673,31344.43502,
7.189,729.17603,-,206329.6777,,,3,173167.8207,4296.311468,0.0,2934.4257,29017.68532,206329.6777,
7.191,313.07739,-,44861.31748,,,2,44861.31748,815.6238664,0.0,1439.426992,7290.221876,40623.48624,
