MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
20,0.091,1,PC 12:0_22:2 [M+H]+;,758.569,758.57,-1.3183,951,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
22,0.098,1,PC 10:0_24:1 [M+H]+;,760.584,760.5856,-2.1036,626,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
23,0.102,1,PC 10:0_26:2 [M+H]+;,786.601,786.6013,-0.3814,936,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
55,0.234,1,PC 12:0_22:2 [M+H]+;,758.569,758.57,-1.3183,958,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
68,0.294,1,PC 10:0_26:2 [M+H]+;,786.601,786.6013,-0.3814,918,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
77,0.33,1,PC 10:0_24:1 [M+H]+;,760.584,760.5856,-2.1036,821,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
79,0.336,1,PC 12:0_24:4 [M+H]+;,782.569,782.57,-1.2778,924,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
94,0.396,1,PC 12:0_22:2 [M+H]+;,758.57,758.57,0.0,826,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
105,0.443,1,PC 10:0_26:2 [M+H]+;,786.6,786.6013,-1.6527,907,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
118,0.492,1,PC 10:0_24:1 [M+H]+;,760.584,760.5856,-2.1036,958,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
119,0.496,1,PC 12:0_24:4 [M+H]+;,782.57,782.57,0.0,871,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,86.0964 | 184.0733 | 
137,0.567,1,TG 16:0_18:2_18:1 [M+NH4]+;,874.784,874.7864,-2.7435,976,979,86,TG 16:0_18:2_18:1 [M+NH4]+(86) / TG 16:1_18:1_18:1 [M+NH4]+(14),true,true,Coon_Lab_HCD_Acetate_20171009.msp,239.2369 | 263.2369 | 265.2526 | 575.5034 | 577.519 | 601.519 | 237.2213 | 603.5347 | 
