row ID,row m/z,row retention time,row comment,row number of detected peaks,Hap1_Blank.raw Peak status,Hap1_Blank.raw Peak m/z,Hap1_Blank.raw Peak RT,Hap1_Blank.raw Peak height,Hap1_Blank.raw Peak area,Hap1_Blank.raw Peak charge,Hap1_Blank.raw Peak FWHM,Hap1_Neg_3.raw Peak status,Hap1_Neg_3.raw Peak m/z,Hap1_Neg_3.raw Peak RT,Hap1_Neg_3.raw Peak height,Hap1_Neg_3.raw Peak area,Hap1_Neg_3.raw Peak charge,Hap1_Neg_3.raw Peak FWHM,Hap1_Neg_1.raw Peak status,Hap1_Neg_1.raw Peak m/z,Hap1_Neg_1.raw Peak RT,Hap1_Neg_1.raw Peak height,Hap1_Neg_1.raw Peak area,Hap1_Neg_1.raw Peak charge,Hap1_Neg_1.raw Peak FWHM,Hap1_Neg_2.raw Peak status,Hap1_Neg_2.raw Peak m/z,Hap1_Neg_2.raw Peak RT,Hap1_Neg_2.raw Peak height,Hap1_Neg_2.raw Peak area,Hap1_Neg_2.raw Peak charge,Hap1_Neg_2.raw Peak FWHM,
185,881.5121866861979,7.6495583,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,881.5117492675781,7.6477909,5.127858E7,1.527901541423529E8,1,0.04086484729717288,DETECTED,881.5125122070312,7.6571989,4.8970352E7,1.5491270102959123E8,1,0.04359906303122951,DETECTED,881.5122985839844,7.6436851,5.2349268E7,1.6034164999109933E8,1,0.04342199347932052,
186,773.5266520182291,9.326088333333333,,1,UNKNOWN,0,0,0,0,0,0,DETECTED,773.5264282226562,9.3246995,5.1221648E7,2.794381166523422E8,1,0.08478822550625509,ESTIMATED,773.526611328125,9.3410824,5.2869476E7,2.834048840493038E8,0,0.08267626214892587,ESTIMATED,773.5269165039062,9.3124831,6.154146E7,3.1350564235439247E8,0,0.08044790640136945,
187,752.5178756803132,9.6714135,,3,ESTIMATED,752.5155334829713,9.7722608,2870.916015625,1808.3228820961183,0,0.2940170000000002,DETECTED,752.51904296875,9.6400165,5.1135844E7,2.2275307604967618E8,1,0.06775245521845363,DETECTED,752.5187377929688,9.6455745,4.5148408E7,2.1590532365339592E8,1,0.07438240945504582,DETECTED,752.5181884765625,9.6278022,5.210082E7,2.277822360858343E8,1,0.06635414701805509,
188,695.3091125488281,4.834384875,,1,ESTIMATED,695.312255859375,4.51911,4712048.5,1.2786903981697673E7,1,0.08332435851983,DETECTED,695.3079833984375,4.9377751,5.0908716E7,4.4176674353109145E8,1,0.07294143951743681,ESTIMATED,695.3081665039062,4.9538143,5.2836188E7,4.4434893761535215E8,1,0.07382230114694188,ESTIMATED,695.3080444335938,4.9268401,5.3885316E7,4.643677500384122E8,1,0.07019044941006403,
189,780.5128021240234,8.364166625,,3,ESTIMATED,780.5120849609375,8.3080073,3399.419677734375,1668.3949621830768,0,0.38909830000000056,DETECTED,780.5111083984375,8.3802191,5.0742416E7,1.7074882606730106E8,1,0.04901376004102076,DETECTED,780.5139770507812,8.3880853,4.4644524E7,1.683418758075909E8,1,0.05529268616577987,DETECTED,780.5140380859375,8.3803548,4.967228E7,1.7975398371081808E8,1,0.05250564403191227,
190,1460.0562744140625,10.173556666666665,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,1460.0517578125,10.186134,4.9886056E7,2.1205501505701646E8,1,0.05832576102470277,DETECTED,1460.0582275390625,10.171244,4.3809708E7,2.1440679091055042E8,1,0.067605768806553,DETECTED,1460.058837890625,10.163292,4.9261172E7,2.0025444234261894E8,1,0.06015018961473828,
191,773.5219319661459,8.1910924,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,773.5195617675781,8.1885605,4.9785272E7,3.261817214115169E8,1,0.08270409913457577,DETECTED,773.5193786621094,8.2079789,4.1326808E7,3.07448708487639E8,1,0.09679673004956335,DETECTED,773.52685546875,8.1767378,5.3948652E7,3.504385001332375E8,1,0.08587980741993562,
192,756.5481414872742,10.601661499999999,,3,ESTIMATED,756.5477905584717,10.597339,42399.82421875,388209.54856487946,0,0.4096813704341251,DETECTED,756.5497436523438,10.600459,4.9432524E7,3.7009645036032134E8,1,0.09598977600902892,DETECTED,756.5496826171875,10.619588,4.3956724E7,3.9845190886705995E8,1,0.11929430671772323,DETECTED,756.5453491210938,10.58926,4.9424992E7,3.7997347079023004E8,1,0.10379346184857141,
193,806.5882670084635,10.072847666666666,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,806.5870971679688,10.074107,4.9289924E7,3.2396111678699094E8,1,0.11001367811248208,DETECTED,806.5874328613281,10.081487,4.709646E7,3.182290400989463E8,1,0.11005749249425456,DETECTED,806.5902709960938,10.062949,4.8883564E7,3.352186145632266E8,1,0.11542183916049353,
194,826.5529988606771,11.129260666666667,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,826.552978515625,11.138066,4.9096444E7,3.871532940270121E8,1,0.12408330894197306,DETECTED,826.5527954101562,11.145585,4.8225608E7,4.0701371795172226E8,1,0.1299479930637535,DETECTED,826.55322265625,11.104131,4.8446092E7,4.0433354270059663E8,1,0.12645116338311269,
195,644.5945027669271,12.085372999999999,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,644.5944213867188,12.099034,4.8739764E7,2.7197649624152786E8,1,0.0867228114584293,DETECTED,644.5946655273438,12.091571,4.7814704E7,2.707120258458488E8,1,0.0887532286366568,DETECTED,644.5944213867188,12.065514,5.154782E7,2.806907609027389E8,1,0.07859128792695458,
196,687.5425516764323,8.795410566666666,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,687.5435791015625,8.7970321,4.8389128E7,2.248729924773129E8,1,0.07570733907330052,DETECTED,687.5387268066406,8.8036339,4.814348E7,2.2403137423476574E8,1,0.07845919459617257,DETECTED,687.5453491210938,8.7855657,4.892528E7,2.3055242524008882E8,0,0.07444578738993002,
197,1371.921610514323,14.506664333333333,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,1371.9161376953125,14.5225,4.824168E7,3.7170931780838406E8,1,0.1183289837285546,DETECTED,1371.9287109375,14.50251,4.7934384E7,3.770232169491671E8,1,0.11849828582120381,DETECTED,1371.9199829101562,14.494983,4.7745772E7,3.6816559551439935E8,1,0.11520232954755727,
198,830.6236979166666,10.483480666666667,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,830.6237182617188,10.488284,4.8052396E7,3.654502982423035E8,1,0.09050917630924715,DETECTED,830.6236877441406,10.485103,4.3823324E7,3.531318810627003E8,1,0.09655710863376932,DETECTED,830.6236877441406,10.477055,4.75243E7,3.14327864920903E8,1,0.09507502142643887,
199,838.5544967761994,8.2633337,,3,ESTIMATED,838.5513611282348,8.3338094,7688.62646484375,3199.0344973535307,0,0.5502670999999992,DETECTED,838.5554809570312,8.2443293,4.7602064E7,5.40818791313409E8,1,0.09043820249212509,DETECTED,838.5555419921875,8.2413081,4.297712E7,5.1038648920497197E8,1,0.10402621993448768,DETECTED,838.5556030273438,8.233888,4.6808904E7,5.545301447057604E8,1,0.08243105782661964,
200,911.5575459798177,8.539503933333334,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,911.5569763183594,8.5371276,4.7288728E7,2.7008492186607635E8,1,0.07567097778838949,DETECTED,911.5578002929688,8.5443584,4.2742852E7,2.668469709617472E8,1,0.08395567639807489,DETECTED,911.557861328125,8.5370258,4.9949372E7,2.969448978819872E8,1,0.07307958628085665,
201,901.5723673502604,9.288674333333333,,2,UNKNOWN,0,0,0,0,0,0,DETECTED,901.5717163085938,9.2796472,4.6719032E7,1.8133096371775982E8,1,0.05602849355304684,ESTIMATED,901.5738525390625,9.3074989,5.0979708E7,2.208033754615616E8,1,0.06181420550814387,DETECTED,901.571533203125,9.2788769,5.2649892E7,2.1595618181089205E8,1,0.05789323406030533,
202,778.567860921224,11.218527666666668,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,778.5661315917969,11.227581,4.6667248E7,2.3531514881609595E8,1,0.07624373171901411,DETECTED,778.5696411132812,11.223539,4.402454E7,2.5084347732252115E8,1,0.08829576738417799,DETECTED,778.5678100585938,11.204463,4.5472992E7,2.4620764349416384E8,1,0.07982486365078856,
203,738.5028788248698,8.993155933333334,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,738.5032653808594,8.9657343,4.6395308E7,3.805039057197846E8,1,0.13982718156673535,DETECTED,738.501953125,9.0162403,4.5713676E7,3.722093144617633E8,1,0.1408001604389728,DETECTED,738.50341796875,8.9974932,4.9306928E7,4.129019642458063E8,1,0.13932685942648426,
204,907.5271199544271,7.7065099,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,907.5277404785156,7.7049328,4.5835756E7,1.9381813194005185E8,1,0.057601553462850674,DETECTED,907.5277404785156,7.7138491,4.5777048E7,1.93004449462326E8,1,0.057445151644964554,DETECTED,907.52587890625,7.7007478,4.8727988E7,2.0534228687937382E8,1,0.05700818474848113,
205,852.6068318684896,9.506485,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,852.6068725585938,9.5166934,4.5305292E7,2.141249133420091E8,1,0.07100911829879486,DETECTED,852.6068115234375,9.510095,3.9382108E7,2.0652633923907837E8,1,0.0784796564386312,DETECTED,852.6068115234375,9.4926666,4.5786556E7,2.25142571202828E8,1,0.07349672715175437,
206,367.35601806640625,9.57136865,,3,ESTIMATED,367.3580627441406,9.2044145,1186024.875,7078186.731636534,0,0.17391504962517956,DETECTED,367.3553161621094,9.6957416,4.5288648E7,1.9350025853740057E8,1,0.0666965328980087,DETECTED,367.3553161621094,9.7013204,4.310034E7,2.158668594323228E8,1,0.06955996298762024,DETECTED,367.3553771972656,9.6839981,4.4962896E7,1.9516567309906828E8,1,0.06529906642414574,
207,622.5370890299479,10.072847666666666,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,622.5371704101562,10.074107,4.487742E7,1.8435355136224046E8,1,0.06388673236788023,DETECTED,622.5367431640625,10.081487,3.984264E7,1.767171427954681E8,1,0.06648202964319339,DETECTED,622.537353515625,10.062949,4.5703292E7,1.8401433508141398E8,1,0.060534918831798734,
208,726.5384826660156,10.629346666666668,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,726.5394897460938,10.634209,4.461688E7,3.305228875408486E8,1,0.10679565817507708,DETECTED,726.5381469726562,10.630861,4.51735E7,3.3576911814210325E8,1,0.11346650930114599,DETECTED,726.5378112792969,10.62297,4.233132E7,3.268450117649151E8,1,0.11195194629783956,
209,873.7003326416016,12.956697749999998,,3,ESTIMATED,873.7042236328125,13.06666,116167.3203125,1478203.0349545311,0,0.3637375271976371,DETECTED,873.698974609375,12.939314,4.4551848E7,2.8397359070740277E8,1,0.09486124849028776,DETECTED,873.698974609375,12.917006,1.11743336E8,6.886771610229262E8,1,0.095157184784604,DETECTED,873.6991577148438,12.903811,3.9535288E7,2.3512709181009924E8,1,0.09075934846855027,
210,678.60009765625,12.163654333333332,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,678.6000366210938,12.165734,4.323568E7,2.1466421629773107E8,1,0.07824606283380398,DETECTED,678.6001586914062,12.170528,4.36388E7,2.4431277512751034E8,1,0.08478302879162314,DETECTED,678.60009765625,12.154701,4.3621036E7,2.1569228140251052E8,1,0.07738315793445061,
211,552.3053792317709,1.6822514666666664,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,552.305419921875,1.6790938,4.2998504E7,2.814043627779027E8,1,0.12300612043071935,DETECTED,552.305419921875,1.6907227,4.6999244E7,3.085632641439474E8,1,0.12484849392867514,DETECTED,552.3052978515625,1.6769379,4.49949E7,2.930046902537696E8,1,0.12346586966421125,
212,619.2842203776041,0.8927519233333333,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,619.2842407226562,0.89066789,4.2939104E7,1.2495863225171134E8,1,0.028284437306015153,DETECTED,619.2843627929688,0.89651134,3.8850724E7,1.2854549412920475E8,1,0.05065803572718475,DETECTED,619.2840576171875,0.89107654,4.03507E7,1.2621365975552772E8,1,0.032716940684500484,
213,842.5851847330729,8.960209333333333,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,842.5855102539062,8.9766927,4.2898052E7,2.4805493615118682E8,1,0.07294263906194409,DETECTED,842.5848388671875,8.9609381,3.9577016E7,2.2979786399343872E8,1,0.07265223617590522,DETECTED,842.585205078125,8.9429972,4.1527668E7,2.5022164002831435E8,1,0.0778278514899089,
214,866.588134765625,9.2358764,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,866.5919799804688,9.2341702,4.1998952E7,3.3777855878798974E8,1,0.12398518129876379,DETECTED,866.5870971679688,9.2512532,3.897684E7,3.2659892782671577E8,1,0.12651239998517028,DETECTED,866.5853271484375,9.2222058,4.4570324E7,3.6015466558771557E8,1,0.12073374729891384,
215,871.5298156738281,8.153175666666668,,2,UNKNOWN,0,0,0,0,0,0,DETECTED,871.52734375,8.1538459,4.1879916E7,1.2515980765248562E8,1,0.04778542603165192,ESTIMATED,871.5276794433594,8.1622141,3.8637036E7,1.1976300205524506E8,1,0.05201366585080436,DETECTED,871.534423828125,8.143467,4.6872976E7,1.362885603238314E8,1,0.045087180361347734,
216,1456.013448079427,16.472172666666665,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,1456.0140380859375,16.480083,4.1655784E7,3.256142365959319E8,1,0.11625842113591744,DETECTED,1456.0111694335938,16.470337,4.2739816E7,3.394955110852315E8,1,0.1199407237769492,DETECTED,1456.01513671875,16.466098,4.3775596E7,3.208889143071239E8,1,0.11272254579643004,
217,777.5854873657227,9.66879895,,1,ESTIMATED,777.5933837890625,9.6836586,214125.28125,1571615.0111009146,1,0.1745929025349966,DETECTED,777.5875854492188,9.6732749,4.1374096E7,3.215497124351445E8,1,0.19992217561680903,ESTIMATED,777.5805969238281,9.6567203,3.7738628E7,3.112713607123382E8,0,0.2027146279431804,ESTIMATED,777.5803833007812,9.661542,4.213226E7,3.042278026995642E8,0,0.16638321330875705,
218,305.24684143066406,5.337878725,,3,ESTIMATED,305.2485656738281,5.5341965,5659.9404296875,55291.17790082673,0,0.2733995666641347,DETECTED,305.2462463378906,5.2626422,4.1373304E7,2.666753083472593E8,1,0.11077693567444591,DETECTED,305.24627685546875,5.3118982,4.1596416E7,2.6236742154080623E8,1,0.100003600906863,DETECTED,305.24627685546875,5.242778,4.1943172E7,2.808944558802451E8,1,0.1093781158888616,
219,678.60009765625,11.998743666666668,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,678.6000366210938,12.008532,4.1345216E7,2.0241594621263254E8,1,0.07905943737996601,DETECTED,678.6001586914062,12.001394,4.039988E7,2.052333581732202E8,1,0.08326513101656552,DETECTED,678.60009765625,11.986305,4.1535556E7,1.9972290535865164E8,1,0.07662652553006666,
220,791.5531412760416,9.303671566666667,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,791.55810546875,9.3133702,4.12179E7,1.5942946413117123E8,0,0.06522065210352856,DETECTED,791.5503540039062,9.3074989,3.8567764E7,1.5772120924319753E8,1,0.07097413917618489,DETECTED,791.5509643554688,9.2901456,4.2542484E7,1.5564117374501246E8,0,0.06492273914690294,
221,812.5386759440104,8.164260433333334,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,812.53857421875,8.1649688,4.0997656E7,2.3983700428315946E8,1,0.06270741946399383,DETECTED,812.538330078125,8.1732871,3.7209196E7,2.2950500384041098E8,1,0.06640832272771036,DETECTED,812.5391235351562,8.1545254,4.3414096E7,2.523388726499036E8,1,0.06526051180559556,
222,900.6625773111979,11.792647333333333,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,900.6630859375,11.80595,4.0783072E7,4.0899235834088033E8,1,0.12998609062197275,DETECTED,900.6640625,11.799458,4.0866448E7,4.130492315550129E8,1,0.13441076361059778,DETECTED,900.6605834960938,11.772534,4.4797728E7,4.21748373287758E8,1,0.11769338782827887,
223,810.5227661132812,8.659665266666666,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,810.5226440429688,8.6610695,4.0659416E7,3.719354984932319E8,1,0.14632160108859438,DETECTED,810.5226440429688,8.6681732,3.5067716E7,3.597256855084273E8,1,0.13947651240747128,DETECTED,810.5230102539062,8.6497531,4.0272704E7,3.4902990566514724E8,1,0.15223668214199115,
224,736.4845962524414,8.350750975,,3,ESTIMATED,736.483642578125,8.1987696,6331.62939453125,4914.097358403801,0,0.32881489999999935,DETECTED,736.4824829101562,8.4025212,4.0217196E7,1.8523166205386856E8,1,0.0723584625495608,DETECTED,736.4847106933594,8.4102645,3.3016104E7,1.759538532580591E8,1,0.08253941620215244,DETECTED,736.487548828125,8.3914486,4.1537624E7,1.9592103762600195E8,1,0.07130864231588241,
225,845.6707560221354,11.871196333333335,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,845.6707153320312,11.884236,4.0044864E7,2.130821514173247E8,1,0.08304013582648473,DETECTED,845.6709594726562,11.877471,6.8607896E7,4.010244868540163E8,1,0.09074464605958177,DETECTED,845.6705932617188,11.851882,3.5958608E7,1.9716993458505204E8,1,0.08552439965956538,
226,353.04651896158856,0.5428224033333333,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,353.0464172363281,0.54525921,4.0018052E7,1.299198909744274E8,1,0.051794359368587894,DETECTED,353.0466003417969,0.54873808,4.1999252E7,1.4043213115777E8,1,0.05237187538618171,DETECTED,353.0465393066406,0.53446992,3.9347708E7,1.3745564078434047E8,1,0.060805661171572045,
227,841.4932047526041,7.068043800000001,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,841.4916381835938,7.0699174,3.9801412E7,2.315016850816799E8,1,0.0465591725442005,DETECTED,841.4954833984375,7.0741275,4.3326808E7,2.1818260718481869E8,1,0.08059355642458321,DETECTED,841.4924926757812,7.0600865,4.634378E7,2.458140225966841E8,1,0.03739471598423716,
228,709.6074015299479,13.218728666666669,,3,UNKNOWN,0,0,0,0,0,0,DETECTED,709.6084594726562,13.242571,3.9081344E7,2.442152430678682E8,1,0.09545644329213587,DETECTED,709.6062622070312,13.217927,3.0126928E7,2.054825998377408E8,1,0.13329325952048166,DETECTED,709.6074829101562,13.195688,3.8351024E7,2.5533654196752855E8,1,0.09703092093732657,
