Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,Hap1_Blank.raw,Hap1_Neg_3.raw,Hap1_Neg_1.raw,Hap1_Neg_2.raw,
11.492564333333334,794.6441040039062,+,1.88425719452897E7,,,4,Adduct of existing peak,0.0,1.7039532318941355E7,1.839779559101943E7,1.88425719452897E7,
11.492564333333334,808.6152954101562,+,2.885720618336258E7,,,4,In-source fragment,0.0,2.789686011829132E7,2.885720618336258E7,2.5347649529450156E7,
11.492564333333334,594.61572265625,+,1.09836991336408E7,,,4,,0.0,1.09836991336408E7,1.0375324651757367E7,9292853.865079688,
11.492564333333334,594.6243896484375,+,1.0016882955219382E7,,,4,,0.0,9596702.896389548,9170439.826627534,1.0016882955219382E7,
11.492704000000002,828.5816040039062,+,1.8820897499339066E7,,,4,Adduct of existing peak,0.0,1.3166454753140202E7,1.5885270390212819E7,1.8820897499339066E7,
11.499560666666667,944.702880859375,+,6.145910430204964E7,PC 48:7,PC,4,,0.0,6.145910430204964E7,5.9961048711760186E7,5.744917676515909E7,
11.499864333333335,774.6305541992188,+,1.8406543878662527E9,Plasmanyl-PC O-36:1,Plasmanyl-PC,8,,0.0,1.8406543878662527E9,1.7887363699117105E9,1.8260042608689826E9,
11.499864333333335,776.6458129882812,+,2.291491740994282E8,,,4,,0.0,2.291491740994282E8,2.2027012997150293E8,2.124423490675799E8,
11.499864333333335,813.5882568359375,+,6.332062343928764E7,,,4,,0.0,6.332062343928764E7,5.9532578418782294E7,5.306459479389658E7,
11.499864333333335,777.6474609375,+,4.460848329165561E7,,,4,Adduct of existing peak,0.0,4.387303899460137E7,4.442720927146224E7,4.460848329165561E7,
11.499864333333335,888.6791076660156,+,4488947.511098697,,,4,Adduct of existing peak,0.0,4488947.511098697,4380926.024669063,3911934.170076104,
11.5094,924.6637878417969,-,2.6006595339662123E7,PC 42:4,PC,4,Redundant Identification,0.0,2.5153137217013676E7,2.51221194729928E7,2.6006595339662123E7,
11.513174999999999,1570.204833984375,-,2809380.1319733914,,,4,,0.0,2796396.780799927,2173280.714005784,2809380.1319733914,
11.513697,833.694091796875,+,4.432534059817479E7,,,4,Adduct of existing peak,0.0,4.432534059817479E7,4.066455426549964E7,4.373823043865365E7,
11.516891000000001,778.5661315917969,-,1.2804550871837395E8,Plasmenyl-PE P-20:0_20:4,Plasmenyl-PE,4,Redundant Identification,0.0,1.2804550871837395E8,1.2598141939010645E8,1.2306961447495873E8,
11.519344499999999,662.5673217773438,+,7.716818832024369E8,,,4,,15998.787157199646,7.716818832024369E8,7.147930791212701E8,5.818806392601625E8,
11.520018666666667,866.6566162109375,+,8.599415539540924E7,PC 42:4,PC,8,,0.0,8.367357433385603E7,8.599415539540924E7,8.550635389561886E7,
11.520634000000001,860.573486328125,-,1.4834692564416433E7,,,4,Adduct of existing peak,0.0,1.4834692564416433E7,1.3948665493699724E7,1.3929039235100407E7,
11.520634000000001,860.5842895507812,-,1.3588412093495628E7,,,4,Adduct of existing peak,0.0,1.3548147959951315E7,1.3309532130189402E7,1.3588412093495628E7,
11.524379000000001,766.5708312988281,-,1.6516009508742834E7,,,4,,0.0,1.5066528554936321E7,1.6516009508742834E7,1.4840082409894463E7,
11.528059666666666,1166.7628173828125,-,7.169578809544607E7,,,4,,0.0,1.5771100617821304E7,7.169578809544607E7,8375904.603568259,
11.528059666666666,881.5541687011719,-,2823486.7905876786,,,4,,0.0,2667921.9680400095,2274456.3445684006,2823486.7905876786,
11.528059666666666,881.54931640625,-,3168080.286224657,,,4,,0.0,2726527.4943703213,2348445.0085940696,3168080.286224657,
11.528467666666666,1106.748779296875,-,3.2218647372555092E7,,,4,Adduct of existing peak,0.0,7996612.352072012,3.2218647372555092E7,4799083.501299275,
11.528531000000001,1116.768798828125,+,2.249850032537832E7,,,4,,0.0,3990920.8439465654,2.249850032537832E7,1.741015157784782E7,
11.528532,638.5682067871094,-,1.8379717248244975E7,,,4,Adduct of existing peak,0.0,1.7861443523112036E7,1.8379717248244975E7,1.7171032277891275E7,
11.528532,578.5480346679688,-,7839610.962131445,Cer[NS] d37:1,Cer[NS],4,,0.0,7554671.319057696,7839610.962131445,7661377.817801269,
11.532073750000002,780.5844116210938,+,1.6237920386091316E8,Plasmenyl-PE P-20:0_20:4,Plasmenyl-PE,8,,2446.5522245213906,1.577991574562129E8,1.6237920386091316E8,1.4097637319829553E8,
11.532212666666666,1248.7723388671875,-,9952431.066655217,,,4,,0.0,1961157.2612386113,9952431.066655217,983230.567561645,
11.532237,960.5878601074219,-,1.1726179503984556E7,,,4,,0.0,1.1328733334467886E7,1.1379039162865562E7,1.1726179503984556E7,
11.532237,894.5604248046875,-,1.1477607969866188E7,,,4,,0.0,1.1163055028252382E7,1.0780072949313657E7,1.1477607969866188E7,
11.532240999999999,1036.5711669921875,-,4378619.564124568,,,4,,0.0,4378619.564124568,3469608.663907042,4348762.6620581485,
11.533988666666668,904.6197204589844,+,7280813.104960278,,,4,Adduct of existing peak,0.0,7280813.104960278,6015616.464004185,6358819.314707569,
11.535917666666668,976.569580078125,-,4186180.8190447325,,,4,Adduct of existing peak,0.0,4186180.8190447325,4112845.4455688787,4168058.740712767,
11.535917666666668,1142.7254638671875,-,5439733.3508611005,,,4,Adduct of existing peak,0.0,1107028.2145637127,5439733.3508611005,551161.8449073103,
11.5370975,796.6148681640625,+,2.5612260184777507E8,,,4,Adduct of existing peak,1135042.8038510175,2.5329128494846568E8,2.3316139469400385E8,2.5612260184777507E8,
11.539637666666666,784.5810546875,-,5.04773602636102E7,PE-NMe 18:1_20:1,PE-NMe,4,,0.0,4.946104350204536E7,5.04773602636102E7,3.2824021994430084E7,
11.539637666666666,954.5692138671875,-,9244301.541827492,,,4,Adduct of existing peak,0.0,8350387.806729165,7434608.584558139,9244301.541827492,
11.541959666666665,802.5662231445312,+,1.7557799092476852E7,,,4,Adduct of existing peak,0.0,1.7083315263145205E7,1.7557799092476852E7,1.5885496935595775E7,
11.541959666666665,1108.7632446289062,+,4.60336973830551E7,,,4,Adduct of existing peak,0.0,1.4670219543890059E7,4.60336973830551E7,5766930.6108271815,
11.545173250000001,814.5883178710938,+,2.1792095236026574E7,,,4,Adduct of existing peak,128529.1072111088,1.660270573541633E7,1.7561118414154712E7,2.1792095236026574E7,
11.547479,667.522705078125,+,5.002485949776747E8,,,4,Adduct of existing peak,82439.02500241713,5.002485949776747E8,4.244078213194788E8,4.634998067510679E8,
11.548952,821.5801391601562,+,3.1085514875017878E7,,,4,Adduct of existing peak,0.0,3.030038359748221E7,3.1085514875017878E7,2.3523729229668915E7,
11.548952,856.6468505859375,+,2.075232153321634E7,,,4,Adduct of existing peak,0.0,2.075232153321634E7,1.977169173849717E7,8473705.65074816,
11.548952,657.5768127441406,+,2.3406583637805924E7,,,4,In-source fragment,0.0,2.204760680800879E7,2.298967674734856E7,2.3406583637805924E7,
11.548952,836.5384521484375,+,2.7938683470327016E7,,,4,Adduct of existing peak,0.0,2.7938683470327016E7,1.954732158732071E7,2.6803090301997665E7,
11.548952,1130.7457885742188,+,2.4580403449290514E7,,,4,Adduct of existing peak,0.0,5668809.296663401,2.4580403449290514E7,2534429.3234259333,
11.548952,1090.7529296875,+,6947889.829381914,,,4,Adduct of existing peak,0.0,856049.9366657406,6947889.829381914,515012.365148438,
11.549213666666667,1146.7178344726562,+,7700024.889022746,,,4,Adduct of existing peak,0.0,2148578.772244654,7700024.889022746,522487.24686914124,
11.55244575,626.56982421875,-,6465918.361903588,,,4,,1872.1195337550157,5849704.77308012,6465918.361903588,5605836.70167896,
11.555580500000001,703.547607421875,-,4.511020547219835E8,,,4,Adduct of existing peak,380513.18223030743,4.223555143754796E8,4.127683069397769E8,4.511020547219835E8,
11.556206000000001,820.5753479003906,+,6.656810028276229E7,PC 39:6,PC,4,,0.0,6.378635992730141E7,6.276631722277334E7,6.656810028276229E7,
11.556556,730.5645141601562,+,3.1235945818506825E8,Plasmenyl-PE P-36:1,Plasmenyl-PE,8,,106794.35269786498,2.9937660484748155E8,3.1235945818506825E8,2.551212713067998E8,
11.556871999999998,856.6558227539062,+,1.812261485391003E7,,,4,,0.0,5311687.534730579,1.2399359211805915E7,1.812261485391003E7,
11.5576165,679.5035400390625,-,3.370009173000452E7,,,4,Adduct of existing peak,8721.328562805476,3.2180581578649927E7,3.2291985382088464E7,3.370009173000452E7,
11.558253333333333,812.6106567382812,-,1.4681908111480415E7,,,4,Adduct of existing peak,0.0,1.4681908111480415E7,1.372552314246987E7,1.3297155111559303E7,
11.56185225,879.6005859375,-,3.415681844588959E7,,,4,Adduct of existing peak,613470.7284971473,3.0711436142530765E7,3.415681844588959E7,3.1038496538420472E7,
11.561967333333333,920.671875,-,3571049.8771171602,,,4,Adduct of existing peak,0.0,3370441.7437474173,3261919.9449004787,3571049.8771171602,
11.561985333333332,630.5791625976562,-,7643780.961865974,,,4,Adduct of existing peak,0.0,7054524.257722536,7340105.996485026,7643780.961865974,
11.563883666666667,842.562255859375,+,8667821.219054095,,,4,Adduct of existing peak,0.0,7376515.498998655,7934050.563232362,8667821.219054095,
11.563883666666667,604.598388671875,+,5831748.931965869,,,4,Adduct of existing peak,0.0,995862.5208815269,5831748.931965869,429737.0841496828,
11.564052333333334,892.7383728027344,+,1.255592477576661E8,,,4,,0.0,4639094.40953197,4475359.125850731,1.255592477576661E8,
11.564126,1026.18505859375,+,3826509.2311495366,,,4,,0.0,1607990.8299749896,2687387.667390425,3826509.2311495366,
11.56437675,796.5930786132812,-,4.605498485582154E8,,,4,,325811.9237835941,4.4119187065594655E8,4.605498485582154E8,4.323588673633642E8,
11.565718000000002,898.6470336914062,-,2.0206061799965408E7,PC 20:3_20:0,PC,4,Redundant Identification,0.0,1.9418272329171393E7,2.0206061799965408E7,2.016921167208427E7,
11.565718000000002,693.57568359375,-,6369966.363300544,,,4,,0.0,6217294.779524273,5064557.207552704,6369966.363300544,
11.569425,690.6002197265625,-,2.67224430874457E7,,,4,Adduct of existing peak,0.0,2.67224430874457E7,2.663235830723331E7,2.569801323601924E7,
11.569425,854.6663818359375,-,1.4585393080208648E7,,,4,Adduct of existing peak,0.0,1.264260781612726E7,1.4585393080208648E7,1.2834577445383716E7,
11.569814,798.5902709960938,-,6.5105803281049356E7,,,4,Adduct of existing peak,580387.3340567442,6.253622581776352E7,6.5105803281049356E7,6.0842336639666185E7,
11.5699285,791.6294555664062,+,5.39498189916587E7,,,4,Adduct of existing peak,75196.78468130779,5.39498189916587E7,5.038354015506288E7,5.192830482971675E7,
11.5700705,796.5821838378906,-,4.6156689014083844E8,,,4,Adduct of existing peak,415036.604818944,4.4262169144774663E8,4.6156689014083844E8,4.359811131275883E8,
11.571803666666668,803.6648559570312,+,2.6105859664323978E7,,,4,Adduct of existing peak,0.0,1.6569769761991784E7,2.6105859664323978E7,1.2532647943787286E7,
11.571803666666668,1020.7340087890625,+,1.0992527786587479E7,,,4,Adduct of existing peak,0.0,1.0705375739166034E7,1.0496574755597752E7,1.0992527786587479E7,
11.57429125,494.5624237060547,+,2.455752720401318E8,,,4,,229515.55524281404,2.455752720401318E8,2.2291180634723023E8,2.3406161758655322E8,
11.578704333333334,840.6371459960938,+,6.821399067272572E7,PC 20:3_20:0,PC,8,,0.0,6.821399067272572E7,5.833551790662508E7,6.675256651924685E7,
11.578704333333334,862.6630249023438,+,1.3539778388039391E7,,,4,Adduct of existing peak,0.0,1.3539778388039391E7,1.2473975484812211E7,1.1822884158754405E7,
11.585129000000002,798.5896301269531,+,5.702406168843197E8,PE 40:3,PE,4,,579472.5437711738,5.587207769925679E8,5.702406168843197E8,5.579898433424827E8,
11.586018333333334,704.5525207519531,+,7826754.609584441,,,4,Adduct of existing peak,0.0,1954991.670608427,7826754.609584441,1535035.597022334,
11.588067666666666,858.6541748046875,-,1.2126201417017655E8,Plasmanyl-PC O-38:2,Plasmanyl-PC,4,Redundant Identification,0.0,1.1694485227923878E8,1.1631779258952367E8,1.2126201417017655E8,
11.588453333333334,758.5657348632812,-,1.3659111166940513E8,PE-NMe2 35:1,PE-NMe2,4,,0.0,1.2743100828354502E8,1.3659111166940513E8,1.284821301782234E8,
11.591791,683.4962768554688,+,4.577018534072708E8,,,4,Adduct of existing peak,783647.2262644311,4.577018534072708E8,4.046470222591395E8,4.074572192005594E8,
11.592187333333333,940.656005859375,-,1.664934113852818E7,,,4,,0.0,1.5739568691673044E7,1.5683272478105148E7,1.664934113852818E7,
11.599698333333334,892.5601806640625,-,5400466.552149381,,,4,,0.0,5369212.270106111,5400466.552149381,5391917.268150477,
11.599736666666667,728.5550537109375,-,2.339263883054874E8,Plasmenyl-PE P-36:1,Plasmenyl-PE,4,Redundant Identification,0.0,2.150513852984434E8,2.339263883054874E8,2.1056987346402612E8,
11.600271333333334,452.5154724121094,+,5.385377204798903E7,,,4,,0.0,5.385377204798903E7,4.598094839185314E7,5.045364095429126E7,
11.607231666666669,1192.78564453125,-,2.786188654946257E7,,,4,Adduct of existing peak,0.0,2.0868867303018704E7,2.786188654946257E7,1.9306410853597563E7,
11.607959,735.5305480957031,+,7775547.792265535,,,4,Adduct of existing peak,0.0,7775547.792265535,6588439.45551231,6344445.526143597,
11.610866333333334,1132.764404296875,-,1.1240522518775612E7,,,4,Adduct of existing peak,0.0,9334522.289769355,1.1240522518775612E7,9657124.227013607,
11.615063333333334,608.5585327148438,-,9793141.698399225,,,4,Adduct of existing peak,0.0,7843140.118899876,9793141.698399225,8286099.024480788,
11.615260999999999,619.5599365234375,+,9256577.157269154,,,4,,0.0,9256577.157269154,5233990.127724807,8597769.2803516,
11.615267666666666,822.6299743652344,+,7.073708083780292E7,,,4,Adduct of existing peak,0.0,5.857065617688175E7,5.7184762405973226E7,7.073708083780292E7,
11.617330249999998,577.5147705078125,+,9.964267495450695E7,,,4,,51904.3071673459,9.964267495450695E7,9.141023077548222E7,8.60937837410606E7,
11.6208845,688.5825500488281,+,6.58275564438469E7,DG 18:0_22:5,DG,4,,156067.21334484345,6.58275564438469E7,6.060657559491531E7,6.010024443772082E7,
11.622238000000001,752.5538940429688,+,3.922798749660403E7,,,4,Adduct of existing peak,0.0,3.892756743794537E7,3.922798749660403E7,3.529284517574835E7,
11.62627,720.6099853515625,-,1.6731773986303272E7,,,4,Adduct of existing peak,0.0,1.4376884479529642E7,1.6731773986303272E7,1.4657364102181671E7,
11.629544999999998,568.5986633300781,+,1.2613040629829714E7,,,4,,0.0,1.2613040629829714E7,1.1350939845331792E7,1.0503761142208533E7,
11.629959666666666,887.686767578125,-,3.50943596726241E7,,,4,Adduct of existing peak,0.0,3.0364500805378124E7,3.50943596726241E7,3.2581181101543054E7,
11.63039525,681.503173828125,-,1.844095147799205E7,,,4,,1361843.909586854,1.3390536468383318E7,1.844095147799205E7,1.4102868573904237E7,
11.6313045,810.5594177246094,-,2.819789683058444E7,,,4,Adduct of existing peak,111665.61539762613,2.7249222632273126E7,2.819789683058444E7,2.7092855637228537E7,
11.633681000000001,660.5897827148438,-,3.530947129421718E7,,,4,Adduct of existing peak,0.0,3.2325414335840527E7,3.530947129421718E7,3.3449863051755656E7,
11.636848999999998,874.6283569335938,+,2.172649744147594E7,PE 46:7,PE,4,,0.0,2.172649744147594E7,2.0687989902669284E7,2.129543352926044E7,
11.636850333333333,709.5118408203125,+,3.903802642390495E7,,,4,Adduct of existing peak,0.0,3.903802642390495E7,3.413509890519545E7,3.430426619564267E7,
11.63689725,627.530517578125,+,3.085023028971564E7,Alkenyl-DG P-18:0_20:5,Alkenyl-DG,4,RT out of class range,3797.230876171841,3.085023028971564E7,2.6006819909037035E7,2.649542565919099E7,
11.637386999999999,723.5848999023438,-,1.2388904530748177E7,,,4,Adduct of existing peak,0.0,1.1378522982902108E7,8978279.485202355,1.2388904530748177E7,
11.644157333333332,1134.778564453125,+,3.2992420601249877E7,,,4,,0.0,2.717006538130687E7,3.2992420601249877E7,2.5082779245578684E7,
11.644157333333332,671.5563659902954,+,9951223.456362158,,,4,Adduct of existing peak,0.0,9951223.456362158,8378531.142655238,9402079.911357587,
11.644416333333334,1156.760986328125,+,1.0478196218941784E7,,,4,Adduct of existing peak,0.0,2388124.393593774,6865614.404647809,1.0478196218941784E7,
11.6449595,822.62939453125,+,7.452528952034989E7,,,4,Adduct of existing peak,91839.97161492513,7.228386133106986E7,6.55415291694908E7,7.452528952034989E7,
11.6464205,697.570068359375,-,1.993450069304825E7,,,4,,2431.812690608128,1.7003669400972642E7,1.4779818093106873E7,1.993450069304825E7,
