MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
212,0.835,1,LysoPI 20:4 [M-H]-;,619.288,619.2883,-0.4844,912,913,100,LysoPI 20:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
214,0.842,1,LysoPI 22:6 [M-H]-;,643.288,643.2883,-0.4664,505,533,100,LysoPI 22:6 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 315.0487 | 327.233 | 333.0619 | 
219,0.863,1,LysoPI 18:2 [M-H]-;,595.288,595.2883,-0.504,858,892,100,LysoPI 18:2 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
242,0.948,1,LysoPG 22:6 [M-H]-;,555.272,555.2723,-0.5403,762,999,100,LysoPG 22:6 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,152.9958 | 327.233 | 
247,0.964,1,LysoPI 20:3 [M-H]-;,621.303,621.304,-1.6095,886,919,100,LysoPI 20:3 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 305.2486 | 315.0487 | 333.0619 | 
250,0.975,1,LysoPI 20:4 [M-H]-;,619.288,619.2883,-0.4844,866,959,100,LysoPI 20:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
251,0.978,1,LysoPC 20:5 [M+Ac-H]-;,600.33,600.3301,-0.1666,961,1000,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
252,0.982,1,LysoPE 20:5 [M-H]-;,498.261,498.2621,-2.2077,983,983,100,LysoPE 20:5 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 257.2275 | 301.2173 | 
259,1.006,1,LysoPI 16:0 [M-H]-;,571.288,571.2883,-0.5251,888,958,100,LysoPI 16:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 255.233 | 315.0487 | 333.0619 | 
263,1.024,1,LysoPC 18:3 [M+Ac-H]-;,576.33,576.3301,-0.1735,990,991,100,LysoPC 18:3 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 277.2173 | 502.2939 | 
