Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Liver_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Liver_Neg_1.raw (F4),Liver_Neg_2.raw (F5),Liver_Neg_3.raw (F6),
7.98,1149.68518,-,16390.47572,,,2,8562.879527,287.7838389,0.0,10220.72144,12677.68349,16390.47572,
7.981,743.13837,-,1294594.517,,,6,724661.9631,60074.66125,0.0,1263971.161,764821.199,1294594.517,
7.985,771.51746,-,282785.5716,,,4,155586.6273,384.0713816,0.0,160080.9721,176723.3326,282785.5716,
7.985,1221.74146,-,237579.0767,,,3,179945.3491,676.6447833,0.0,234837.2782,232014.6977,237579.0767,
7.991,768.5531,+,148926.8983,PC 35:4,PC,4,142927.75,0.0,716.2652785,130241.3227,148926.8983,141525.3623,
7.995,1293.83777,-,20470.57903,,,3,11323.66469,242.7231871,0.0,13564.24794,12725.25673,20470.57903,
8.006,489.40433,+,713102.8251,,,4,713102.8251,0.0,196.8459783,98940.67146,76119.41188,77928.48462,
8.011,897.54883,-,59279.03893,,,3,59279.03893,379.727555,0.0,51679.57581,52107.72997,55693.47255,
8.012,608.35583,-,32367.39116,,,3,17859.35511,228.2374311,0.0,32367.39116,18415.13136,17555.3536,
8.025,803.10474,-,833378.2336,,,5,772838.8671,136727.1322,0.0,830904.3845,833378.2336,826062.5379,
8.025,713.0542,-,24148.21599,,,4,17854.46183,4713.285606,0.0,21705.7866,24148.21599,21013.4623,
8.035,1173.75854,-,563085.0992,,,4,412991.7432,227.1803576,0.0,483026.4223,563085.0992,471480.9858,
8.042,804.55334,+,4674311.993,PC 38:7,PC,3,4674311.993,0.0,1373.134135,1342164.871,1439414.316,1279352.916,
8.042,862.60529,+,87798.84364,,,2,87798.84364,0.0,409.4592756,73388.89909,68813.22513,43860.38071,
8.045,953.12146,-,871897.8159,,,4,502557.6056,167577.0322,0.0,871897.8159,154124.571,314003.3038,
8.05,774.56348,+,311275.9818,,,4,56356.59906,0.0,17535.27555,61982.42058,57098.69395,311275.9818,
8.058,820.58527,+,126802.3893,PC 39:6,PC,3,126802.3893,0.0,827.9686217,110377.2245,116024.6209,107571.7605,
8.064,1015.61316,-,98786.78685,,,4,80998.93059,313.120803,0.0,98786.78685,98256.22071,96607.37024,
8.071,812.50214,+,134945.855,,,3,123848.7342,0.0,299.798352,105395.8462,119625.8796,134945.855,
8.077,536.2981,-,34601.75542,,,4,33034.19052,595.0366561,0.0,34433.72568,33156.92424,34601.75542,
8.078,847.53326,-,84884.1474,PI 17:0_18:2,PI,4,69540.11719,361.1844398,0.0,83628.31427,81666.32015,84884.1474,
8.086,367.35703,-,32536.22888,,,2,30968.41394,1033.512961,0.0,32146.68066,32536.22888,26148.16346,
8.089,826.46851,+,99971.99844,,,4,99971.99844,0.0,210.5096323,88036.6392,81792.6249,80580.48337,
8.089,1026.49744,-,45107.66129,,,3,42277.34325,364.2011028,0.0,44052.95472,41338.77569,45107.66129,
8.09,788.52155,+,5407195.746,PE 20:4_20:4,PE,6,5407195.746,1507.133672,220.3673469,3121799.709,3138742.966,2845527.06,
8.092,846.5741,+,180390.5652,PC[OH] OH-40:8,PC[OH],3,180390.5652,0.0,196.3356187,138994.924,169279.1875,173735.8508,
8.093,944.49445,-,54987.99786,,,2,54522.84988,359.6036297,0.0,51253.96157,54987.99786,54604.19682,
8.093,950.51184,-,47268.81151,,,3,43025.76789,366.4994038,0.0,47268.81151,42372.97741,45000.09975,
8.094,868.50983,-,190636.7661,,,4,162554.3956,381.9332306,0.0,180134.4083,172377.153,190636.7661,
8.096,647.5033,+,162011.4066,,,4,158696.0277,0.0,256.4972647,122710.546,162011.4066,133065.9769,
8.096,1270.75818,-,63658.30741,,,4,56528.19361,307.115611,0.0,53059.74382,58104.1614,63658.30741,
8.097,655.42029,-,206053.2757,,,4,143890.8463,399.1050769,0.0,187701.5072,206053.2757,198359.5002,
8.097,712.49103,+,37517.35767,,,3,37517.35767,0.0,220.2198251,35183.72405,29339.81592,28873.5436,
8.099,589.51666,+,40394.18963,,,2,33831.16058,0.0,181.8053437,38259.84801,40394.18963,36033.07394,
8.102,730.53729,+,2170083.848,PC 32:2,PC,4,2170083.848,0.0,7551.096646,1916781.707,1921123.162,1916272.068,
8.102,1207.76282,-,946574.3275,,,4,714988.0407,568.6767789,0.0,946574.3275,898213.8418,903309.1053,
8.103,1067.53577,-,49093.58046,,,2,44080.77323,344.8785612,0.0,40902.87405,49093.58046,45143.67367,
8.104,991.55084,-,156042.6679,,,4,130444.9409,336.2986274,0.0,156042.6679,148411.7689,146012.5655,
8.104,956.61951,+,46120.4856,,,2,1233.964766,0.0,187.9965798,8777.20744,34698.03345,46120.4856,
8.106,909.54846,-,3238456.806,,,7,3238456.806,355.0893681,800.7541686,2823077.953,2700184.55,2748172.196,
8.108,651.53394,+,1442682.69,,,4,1442682.69,0.0,4041.126454,1045720.444,1098330.343,1084306.319,
8.109,856.58392,+,783267.2636,PC 42:9,PC,4,712077.7926,0.0,2308.80683,783267.2636,651727.6415,667584.8752,
8.111,689.55865,+,290141.9915,SM d33:1,SM,4,240752.1106,0.0,1573.79909,264188.7781,290141.9915,279022.5598,
8.116,792.55267,+,1457223.388,PE-NMe2 18:2_20:4,PE-NMe2,8,1457223.388,346.5183829,6812.564528,1365679.006,1190916.788,1361567.258,
8.12,914.63696,+,51385.48553,,,3,51385.48553,0.0,258.9840022,28009.71349,27909.83951,29489.14575,
8.124,739.41821,-,18578.14355,,,2,17376.21735,252.9102582,0.0,14500.79252,10731.55797,18578.14355,
8.13,850.55988,-,549912.283,PC 15:0_22:6,PC,4,466199.5265,620.6741783,0.0,549912.283,484337.9357,490332.0012,
8.132,589.46002,+,743756.2041,,,4,743756.2041,0.0,35742.88391,368789.3664,410744.8367,370933.3835,
8.135,1187.73584,-,113339.1872,,,2,84182.13655,584.3254623,0.0,113339.1872,67193.70897,81415.17739,
8.138,743.13812,-,526344.3824,,,3,452296.851,60074.66125,0.0,526344.3824,507637.6975,509731.2001,
8.16,790.57446,+,89048.0128,,,3,53703.76233,0.0,1545.717372,68088.31825,89048.0128,72840.36507,
8.161,1028.58044,-,100123.6677,,,4,91460.9501,1540.115165,0.0,100123.6677,88540.38177,82827.32088,
8.162,928.47375,+,87084.1822,,,2,4908.743078,0.0,707.4846826,24464.97481,74344.99174,87084.1822,
8.163,904.5354,+,199799.0626,,,3,199799.0626,0.0,3522.646264,172401.8098,145249.7777,144357.4109,
8.163,1104.56506,-,77426.2347,,,4,62515.92198,428.2710365,0.0,77426.2347,64914.36616,68285.62526,
8.165,946.57684,-,456494.5245,,,4,365623.3215,442.3681816,0.0,456494.5245,428074.7088,399580.9244,
8.167,1022.56281,-,165672.4157,,,4,134069.0141,2279.133654,0.0,143711.8593,158999.6867,165672.4157,
8.171,806.5683,+,2.962119844E7,PC 18:2_20:4,PC,8,2.962119844E7,0.0,430429.713,2.894556639E7,2.832180809E7,2.852512101E7,
8.172,864.62054,+,2830696.502,PC[OH] OH-41:6,PC[OH],4,2830696.502,0.0,599.6018839,2120975.102,1928150.408,2115575.563,
8.173,762.50598,+,795492.335,PE 16:1_22:6,PE,5,795492.335,401.1833582,666.8088709,532391.0798,498183.6721,425064.8394,
8.173,894.47693,-,61404.92972,,,3,61404.92972,436.606146,0.0,31734.0695,29834.74255,31106.62762,
8.175,878.45746,+,47410.25982,,,2,5964.841777,0.0,1035.794346,10439.29769,38329.69394,47410.25982,
8.179,854.51929,+,133587.9602,,,4,133587.9602,0.0,988.1738058,106687.4616,91502.46112,97240.09723,
8.181,818.56671,+,1162613.069,PC 39:7,PC,4,1162613.069,0.0,3637.456609,1071443.422,1061017.612,1003705.088,
8.183,896.56146,-,284768.1579,,,4,261537.1818,784.2476277,0.0,276334.2821,278035.8714,284768.1579,
8.183,876.61896,+,128196.121,,,4,128196.121,0.0,911.3987863,62543.85461,55727.06808,53935.6808,
8.192,756.55249,+,1.970070424E7,PC 16:1_18:2,PC,8,1.970070424E7,0.0,43588.30227,1.960202235E7,1.598177754E7,1.812765651E7,
8.198,780.55231,+,2.029949688E7,PC 16:0_20:5,PC,8,2.011782352E7,0.0,4090.197751,1.812509916E7,1.899382188E7,2.029949688E7,
8.198,838.6051,+,2507382.506,PC[OH] OH-39:5,PC[OH],4,2507382.506,0.0,811.1445893,1718487.04,1447557.648,1358732.068,
8.198,878.28058,+,637140.095,,,4,3795.322088,0.0,187364.2035,176769.4665,474236.5058,637140.095,
8.2,412.45013,+,185978.2697,,,4,179625.4606,0.0,1864.950302,174738.2487,185978.2697,163273.6075,
8.207,1078.54907,-,45534.41831,,,4,44035.8142,554.8495643,0.0,45534.41831,44502.68271,44486.11658,
8.208,996.54785,-,152448.7262,,,3,88821.75725,551.9443523,0.0,109003.1065,152448.7262,91636.64752,
8.214,752.55817,+,46304.97634,,,2,40247.25202,0.0,1005.108106,44328.88955,35574.4482,46304.97634,
8.223,969.60742,-,1562074.304,,,4,1349066.391,495.4220614,0.0,1562074.304,1505682.303,1538460.56,
8.223,920.45251,+,31984.03922,,,2,24947.41708,0.0,733.8265689,31984.03922,22097.05624,21384.00785,
8.224,915.59735,-,3745340.936,,,4,3255416.358,516.2735722,0.0,3702329.889,3617914.788,3745340.936,
8.224,721.47955,-,116860.5413,,,3,77961.54198,1187.111953,0.0,116860.5413,80276.13231,76499.37633,
8.225,814.60492,+,3866302.532,PC[OH] OH-37:3,PC[OH],5,3866302.532,0.0,6456.083458,1441354.582,1972253.905,793350.0537,
8.228,836.54218,+,1.736563816E7,,,7,1.736563816E7,3718.610678,3361.249549,6431815.381,7633796.969,7814892.19,
8.233,1191.76758,-,5072769.971,,,4,4307945.225,482.8826162,0.0,4547385.606,5072769.971,4113386.061,
8.233,856.50909,-,419232.9918,,,4,401715.7535,650.8705061,0.0,419222.1766,419232.9918,377691.8551,
8.235,938.51208,-,106891.5599,,,4,70144.95507,511.9436589,0.0,106891.5599,100195.3473,91669.92324,
8.235,1014.49835,-,100561.052,,,3,69500.686,525.5866891,0.0,100561.052,70834.43541,66454.32448,
8.242,1275.79919,-,78904.81923,,,2,67182.28618,458.7184379,0.0,72891.25625,75301.27795,78904.81923,
8.244,814.53674,+,217556.7443,PE 20:3_22:6,PE,6,217556.7443,551.5798913,816.4878768,178891.335,68777.6459,141636.9056,
8.249,750.50702,+,332738.8529,PE 15:0_22:6,PE,5,313283.2652,452.3986823,558.3635874,332738.8529,302479.9832,285942.3668,
8.252,882.58344,+,956924.8094,,,4,956924.8094,0.0,3752.314118,895188.2228,853829.9724,674801.7192,
8.254,1254.76221,-,591647.2993,,,4,591647.2993,483.1888221,0.0,464426.1818,451386.5057,519555.6366,
8.254,818.49445,-,183190.7292,,,7,177656.3144,490.5822849,0.0,101771.5399,183190.7292,173668.8145,
8.26,1351.7489,-,440861.9976,,,3,440861.9976,482.7147024,0.0,58466.57282,88508.35349,79366.62181,
8.267,808.57092,+,5979713.073,,,3,5979713.073,15834.45782,637309.9904,4618527.812,4805361.907,4993333.329,
8.274,738.50555,+,7276993.594,PE 16:1_20:4,PE,15,7276993.594,386.8479898,1500.515863,4012803.426,4184582.929,4057135.817,
8.276,1131.55566,-,77002.43508,,,2,40502.71458,385.7519162,0.0,77002.43508,33456.6581,60023.63195,
8.28,597.48657,+,282013.2296,,,8,191170.3334,0.0,501.9528181,268237.5685,271243.4755,282013.2296,
8.282,844.58087,+,39625.83735,,,2,39602.81013,0.0,356.7777873,34362.25537,32136.63033,39625.83735,
8.285,1055.04016,-,50856.96008,,,2,50856.96008,15786.51316,0.0,24643.29586,46239.62204,42578.37704,
8.297,810.57239,+,363697.6658,,,2,363697.6658,0.0,48571.31055,321195.7038,143996.0133,159994.8546,
8.302,665.62939,+,173543.9625,,,4,173543.9625,0.0,222.4135701,126909.393,118914.3895,121716.7737,
8.302,547.51801,+,32354.58425,,,2,17913.55247,0.0,166.4518893,24650.80253,32321.60124,32354.58425,
8.304,1125.53894,-,239384.9556,,,3,203945.7546,777.3295696,0.0,205677.0046,208304.5582,239384.9556,
8.306,1043.53613,-,703445.0476,,,4,703445.0476,453.018672,0.0,674090.5075,692355.9042,652687.8232,
8.307,967.55054,-,2193040.442,,,4,2141876.873,463.6907528,0.0,2193040.442,2130511.291,2035501.076,
8.307,932.61969,+,1086878.773,,,3,58117.22928,0.0,257.0147922,334068.7337,785083.687,1086878.773,
8.308,645.54443,+,114068.7263,,,4,114068.7263,0.0,243.8638455,98972.57816,92934.79835,89035.51504,
8.308,940.63483,+,85796.72643,,,4,85796.72643,0.0,320.2932245,58883.92962,37882.75622,66635.63181,
8.31,945.6153,+,649326.4862,,,4,516125.073,0.0,168.8431199,649326.4862,647835.7766,644156.6204,
8.311,583.32318,+,95518.20448,,,4,95518.20448,0.0,223.3485516,85601.12568,85179.572,91409.47718,
8.313,940.54565,+,169770.5879,,,2,5438.690461,0.0,175.6446272,21126.36002,169770.5879,166585.2733,
8.314,885.54865,-,7.910806957E7,PI 18:0_20:4,PI,7,7.910806957E7,5214.281179,1986.399035,7.456125032E7,7.322260223E7,6.856711436E7,
8.314,627.53357,+,2.695829981E7,Plasmenyl-DG P-18:0_20:5,Plasmenyl-DG,4,2.228029779E7,0.0,2938.49744,2.695829981E7,2.58816741E7,2.590716391E7,
8.315,782.56873,+,5.799510151E7,PC 18:2_18:2,PC,8,5.373951898E7,0.0,1699.574437,5.799510151E7,5.699997156E7,3.975926971E7,
8.315,1049.55237,-,365501.9103,,,4,365501.9103,526.681648,0.0,244641.0944,279832.9779,359002.7996,
8.318,840.62054,+,1.157358762E7,PC[OH] OH-39:4,PC[OH],4,1.157358762E7,0.0,3814.348867,8512104.032,7318647.455,6885826.545,
8.318,834.5885,+,3105242.255,,,4,1504898.731,256.3727271,1075.839614,2999054.649,3105242.255,2780903.598,
8.322,1025.43457,+,37145.27092,,,2,4598.782317,0.0,147.2182045,3774.734502,37145.27092,35935.41268,
8.323,974.6698,+,70231.62243,,,3,54415.04015,0.0,241.4631531,70231.62243,59745.83559,56310.01553,
8.326,911.56256,-,692886.4771,PI 18:0_22:5,PI,7,692886.4771,337.5597124,428.5454529,661643.8786,664902.0252,593635.8142,
8.327,653.54871,+,250825.7973,,,4,205381.2366,0.0,252.8750443,250825.7973,239792.5328,239924.1698,
8.329,890.63617,+,760062.202,,,3,760062.202,0.0,176.5643739,712924.2378,515027.9888,492603.2951,
8.329,603.29187,+,58433.39612,,,2,43763.07278,0.0,206.6424468,55200.40013,49883.4118,58433.39612,
8.331,832.58289,+,5665564.749,PC 40:7,PC,2,3131943.098,0.0,1075.839614,5665564.749,3514711.333,3251629.719,
8.334,776.52142,+,372713.7546,PE 17:1_22:6,PE,7,372713.7546,396.46186,266.2026998,221090.9906,207596.8488,224106.8452,
8.337,922.57739,-,405851.0035,,,4,369038.9401,528.4935243,0.0,405851.0035,384068.0317,360639.466,
8.338,826.55945,-,441495.0634,PC 15:0_20:4,PC,4,335018.8223,359.5137418,0.0,398460.7485,441495.0634,375235.0356,
8.345,718.53632,+,110442.3938,,,4,104996.0742,0.0,1286.883827,108207.8237,97397.52101,110442.3938,
8.345,1518.0498,-,39049.72456,,,3,39049.72456,225.9596384,0.0,20219.75461,30247.77554,26966.66499,
8.346,826.60559,+,355600.5427,PC[OH] OH-38:4,PC[OH],2,355600.5427,0.0,338.488501,293438.192,232936.4274,191911.1452,
8.351,713.49731,+,2537496.108,,,2,2537496.108,0.0,501.9735254,977107.5451,1309132.822,164708.8042,
8.354,1041.29382,+,104188.9452,,,4,61373.57534,0.0,27458.1343,43680.8524,98779.81406,104188.9452,
8.365,671.46362,-,729048.7538,PA 16:0_18:2,PA,6,729048.7538,986.9761689,437.5972625,426001.6305,448444.3173,485503.0191,
8.365,1004.57697,-,37788.09922,,,2,31009.66095,406.2294606,0.0,36332.8211,37788.09922,35612.89855,
8.366,365.34103,-,298568.6072,,,3,232137.3346,2548.507605,0.0,288141.5636,298568.6072,283840.204,
8.371,339.32568,-,1722507.098,,,5,1438855.412,30693.46215,0.0,1722507.098,1525370.691,1614013.4,
8.383,764.52142,+,3950958.637,,,4,3950958.637,0.0,6799.487956,3370525.57,2186301.85,1917592.575,
8.383,740.55896,+,31026.26311,,,2,26628.84462,0.0,174.4528799,31026.26311,22136.10908,18801.18461,
8.39,732.48151,-,93034.84018,,,3,49353.75825,312.1391693,0.0,93034.84018,56877.79478,47694.86184,
8.391,697.47925,-,252616.7357,PA 18:2_18:1,PA,4,252616.7357,802.9854296,0.0,174860.8118,170638.4176,197969.0124,
8.394,601.51801,+,266068.0294,,,4,191260.7471,0.0,2507.9901,157367.2452,266068.0294,193517.6455,
8.397,714.50543,+,2061038.916,PE 16:0_18:3,PE,7,2061038.916,386.0918902,630.0738517,1035110.041,801280.5531,811110.8685,
8.398,766.57397,+,44545.97559,,,3,18554.84041,0.0,831.3664285,44545.97559,33840.47469,30363.86138,
8.399,1205.74695,-,429081.518,,,4,349128.8236,302.3077852,0.0,381346.2809,429081.518,415526.2229,
8.4,852.62079,+,145241.6769,PC[OH] OH-40:5,PC[OH],3,119849.9729,0.0,200.4562487,145241.6769,60092.14844,74368.58493,
8.405,692.4494,-,95803.34311,,,2,44844.44234,1072.186532,0.0,51840.2697,95803.34311,95489.21772,
8.406,794.56799,+,1071946.636,PC 37:5,PC,4,895459.9462,0.0,244.4842131,1071946.636,856691.2349,836196.2873,
8.41,884.4762,+,75215.94235,,,2,67058.14508,0.0,160.8142805,75215.94235,29959.07342,32697.33816,
8.413,629.51361,-,265295.1617,,,3,256493.8027,274.1042361,0.0,254995.7701,265295.1617,256332.6665,
8.427,908.49463,-,107096.0872,,,2,107096.0872,220.3719648,0.0,84770.87076,58561.90906,61400.21284,
8.431,716.48529,-,78581.08453,,,2,55001.97363,206.1581758,0.0,78581.08453,57036.74434,52518.50199,
8.433,861.5484,-,3203125.211,PI 18:2_18:0,PI,7,3203125.211,722.4588551,341.8561061,2743693.465,3189962.415,3193787.053,
8.433,822.60101,+,189594.6027,,,2,146027.7546,0.0,163.3540765,189594.6027,127442.4507,153556.4227,
8.437,603.53357,+,1303064.456,,,4,1278523.443,0.0,1132.780434,1100054.226,1303064.456,1246396.118,
8.439,942.04559,-,20767.53911,,,2,20767.53911,3968.7826,0.0,19342.32573,17762.24727,6632.606721,
8.447,643.43536,-,126627.0699,,,2,125727.5271,234.9931699,0.0,100630.18,126627.0699,112341.7734,
8.449,756.55249,+,1.305365847E7,PC 16:0_18:3,PC,8,1.305365847E7,0.0,4878.897669,1.272765297E7,1.177245375E7,1.168290997E7,
8.453,812.5412,+,1.654448862E7,,,9,1.654448862E7,501.9380636,567.4800746,5305197.745,7102615.006,7676305.112,
8.454,577.51709,+,284619.8598,,,3,284619.8598,0.0,3699.741768,261178.5621,227253.7614,233275.1042,
8.458,820.51062,-,71050.96465,,,4,61251.42469,379.9022491,0.0,69079.32487,71050.96465,67922.61022,
8.462,747.51678,-,1024290.031,PG 16:0_18:1,PG,4,890757.2517,1319.20916,0.0,1024290.031,912504.0513,924281.9745,
8.466,1544.06482,-,135183.0285,,,3,10770.0589,250.9491704,0.0,135183.0285,123940.9749,115360.3849,
8.479,1028.57983,-,191494.155,,,3,191494.155,757.2171679,0.0,182162.3559,48817.88451,161458.9937,
8.482,946.57648,-,2314316.607,,,4,2207146.573,3768.932931,0.0,2243320.553,2281523.1,2314316.607,
8.483,806.5686,+,3.180853388E8,PC 16:0_22:6,PC,8,2.983598895E8,0.0,205599.664,3.180853388E8,2.791869448E8,2.858644066E8,
8.484,864.62054,+,2.606554453E7,PC[OH] OH-41:6,PC[OH],4,2.606554453E7,0.0,585.9307497,2.243266013E7,2.007165023E7,1.907904644E7,
8.486,904.53607,+,1125773.822,,,4,1125773.822,0.0,1977.064984,1010115.728,913202.3063,948562.5796,
8.488,1022.56281,-,812134.7213,,,4,790774.0056,1810.438091,0.0,812134.7213,784257.5056,806467.5458,
8.491,797.53271,-,144982.8575,PG 18:0_20:4,PG,4,126692.0576,245.4006987,0.0,144982.8575,134235.8647,141387.6421,
8.492,478.32855,+,160774.2212,,,3,45124.4759,0.0,858.8741843,148660.4338,160774.2212,131006.7191,
8.495,1104.56543,-,121924.25,,,4,121924.25,529.9985593,0.0,104628.9941,113210.1987,114670.1528,
8.497,744.5528,+,2831624.011,PC 15:0_18:2,PC,8,2462949.647,0.0,1225.349325,2831624.011,2493385.009,2454511.365,
8.503,928.47278,+,119960.9795,,,2,13321.21003,0.0,152.4967971,12987.21521,119960.9795,89772.63993,
8.508,701.40338,-,103904.1771,,,2,44419.29307,369.95889,0.0,103904.1771,47465.16413,60289.08801,
8.52,698.43884,-,59229.92221,,,4,44667.6351,495.8309392,0.0,59229.92221,50800.43703,46859.75619,
8.525,617.47705,-,974884.1084,,,4,778563.5451,206.8456486,0.0,943330.8274,974884.1084,925651.4889,
8.527,803.10474,-,48239.39416,,,4,29641.49291,2309.876065,0.0,36118.90237,48239.39416,45381.55571,
8.531,893.1543,-,94672.13244,,,3,58557.22182,9500.734611,0.0,39487.4713,62328.94575,94672.13244,
8.542,643.49292,-,192187.8023,,,2,163314.2555,206.4425643,0.0,186007.1261,192187.8023,187281.4541,
8.544,1191.76758,-,200320.6174,,,3,138493.1842,209.3396718,0.0,180359.382,200320.6174,179859.8539,
8.549,832.58319,+,4.714067232E7,PC 18:1_22:6,PC,9,4.262634393E7,0.0,1408.956166,4.714067232E7,4.113008558E7,4.495910535E7,
8.553,816.53693,+,176347.5361,,,3,137693.6613,0.0,193.1643557,97820.5889,87903.09845,176347.5361,
8.555,890.63611,+,6514320.697,PC[OH] OH-43:7,PC[OH],4,6514320.697,0.0,327.1857413,5007874.645,5127039.211,5109477.724,
8.559,972.59241,-,422391.5873,,,4,415403.3305,194.734026,0.0,422391.5873,409764.7184,365607.6324,
8.561,687.54266,-,145927.135,,,2,136450.7601,329.4218343,0.0,144039.6948,135348.5718,145927.135,
8.561,1205.06079,-,121633.5828,,,3,121633.5828,5693.647851,0.0,103087.2515,118223.461,79219.6405,
8.563,752.52179,+,350135.5214,PE 17:1_20:4,PE,5,350135.5214,233.3841936,161.0614316,207809.5149,151696.3729,135769.6181,
8.569,703.57385,+,1.053401644E7,SM d34:1,SM,5,8239977.621,0.0,27682.27338,1.053401644E7,7460679.459,7698715.065,
8.584,615.46155,-,231229.1019,,,4,181171.4646,223.4375353,0.0,231229.1019,221286.6291,175367.2377,
8.586,770.56848,+,3320644.666,PC 17:1_18:2,PC,8,3152238.554,0.0,9822.788603,3320644.666,3229641.564,3259920.567,
8.587,535.91089,+,238580.2382,,,2,7660.435993,0.0,19312.96479,63087.69223,115547.5351,238580.2382,
8.594,911.56317,-,193228.7513,PI 18:0_22:5,PI,4,131706.261,247.1816253,0.0,193228.7513,143447.2194,170389.8267,
8.601,834.58862,+,5016512.271,,,2,5016512.271,195.4246212,300.5944437,4256511.691,1319518.1,4434214.187,
8.609,744.25983,+,741316.6681,,,4,741316.6681,0.0,21717.94983,592862.9897,537602.4657,511072.0522,
8.609,1568.06335,-,166160.0963,,,4,129826.6302,206.715608,0.0,166160.0963,140029.5116,125694.2234,
8.618,786.52875,-,308315.0319,PS 18:2_18:0,PS,7,308315.0319,580.7078168,1675.685695,235328.0565,203060.9909,203121.4629,
8.62,629.54913,+,1775675.376,,,4,1568411.02,0.0,465.7439812,1712637.673,1723508.718,1775675.376,
8.621,1002.49707,-,173515.9045,,,4,173515.9045,310.7051011,0.0,169238.5789,160396.3827,162542.2722,
8.626,887.56311,-,7429368.992,PI 38:3,PI,3,7429368.992,265.147916,426.461362,7053631.16,6512416.355,6484669.902,
8.631,916.65173,+,362660.0551,PC[OH] OH-45:8,PC[OH],3,362660.0551,0.0,171.3125584,263160.6046,252092.9836,236198.2296,
8.633,858.59875,+,1860674.213,PC 42:8,PC,3,1767118.854,0.0,930.3750794,1822833.403,1832794.814,1860674.213,
8.635,920.49457,-,840106.3859,,,6,840106.3859,337.297568,264.3772833,792685.1208,779995.5046,790874.9988,
8.641,773.53143,-,1593888.262,PG 16:0_20:2,PG,4,1469292.267,267.9463748,0.0,1593888.262,1543863.943,1593798.883,
8.642,844.50903,-,2610629.393,,,4,2435810.641,365.5767947,0.0,2610629.393,2442537.146,2537037.883,
8.644,944.58618,-,131540.7984,,,3,109174.8462,345.1474013,0.0,97888.13609,131540.7984,126694.5093,
8.645,822.57385,+,7200113.132,,,4,7200113.132,0.0,187.2758423,4980234.065,6488111.438,6618146.595,
8.65,762.50702,-,1.674300885E8,PE 16:0_22:6,PE,7,1.674300885E8,1566.755555,9634.559027,8.486502427E7,8.051825909E7,8.336107382E7,
8.65,623.50269,+,4889861.632,,,4,3108730.514,0.0,209.3594053,4889861.632,4858345.849,4877954.616,
8.663,796.58368,+,429064.5574,,,4,391582.801,0.0,2699.095163,429064.5574,315254.9272,373855.4426,
8.667,706.53705,+,1207672.047,PC 30:0,PC,4,1091443.276,0.0,283021.8789,941317.0949,1148945.821,1207672.047,
8.669,778.53802,+,279145.7893,PE-NMe 16:0_22:6,PE-NMe,6,279145.7893,340.5665287,2102.974554,185352.0066,176488.6495,173914.6346,
8.675,715.41821,-,1401440.856,,,4,1214623.035,281.0279047,0.0,1401440.856,1083376.348,1267692.709,
8.678,899.56311,-,388034.5504,PI 19:0_20:4,PI,4,300296.5907,280.0737422,0.0,361034.2055,365122.6697,388034.5504,
8.681,1552.03418,-,886427.406,,,3,752685.7119,181.086918,0.0,886427.406,623639.8965,872815.5921,
8.682,1194.81531,+,4026611.744,,,2,1682873.975,0.0,12217.43793,4026611.744,2114674.124,2095267.225,
8.683,848.58942,+,536519.4565,,,4,536519.4565,0.0,880.0243021,406454.3675,418912.177,484222.483,
8.691,1013.08728,-,285083.8491,,,3,158014.6735,57679.51892,0.0,264842.8952,285083.8491,254976.7718,
8.697,1544.06482,-,1056439.235,,,4,778751.0398,207.2445755,0.0,1056439.235,887139.0546,953737.7879,
8.698,946.50989,-,147976.689,,,4,136371.7184,302.1431459,0.0,147780.6223,147976.689,141515.8205,
8.701,870.52509,-,658854.4423,,,4,589645.377,342.2436368,0.0,658854.4423,591247.591,566475.6143,
8.706,788.52252,-,4.003217578E7,PE 18:1_22:6,PE,7,4.003217578E7,336.8524255,700.2296422,2.547215209E7,2.431578447E7,2.495734941E7,
8.707,649.51758,+,911105.6429,,,4,611146.6649,0.0,278.2721686,911105.6429,868126.7469,760127.4025,
8.716,1570.08118,-,1268955.597,,,4,1210104.46,247.0555033,0.0,1268955.597,1141228.363,1119059.52,
8.732,1151.96704,+,201818.5836,,,3,159336.6024,0.0,1604.824616,171079.5648,172779.1696,201818.5836,
8.74,782.56873,+,2.667844555E8,PC 16:0_20:4,PC,9,2.552738389E8,0.0,5271.507289,2.667844555E8,2.485169999E8,2.578489526E8,
8.74,998.56183,-,628573.1995,,,4,589257.5686,479.3304096,0.0,597476.656,607434.5411,628573.1995,
8.741,922.57733,-,1818363.171,,,4,1676337.454,483.7360564,0.0,1818363.171,1729363.484,1742511.215,
8.75,726.50781,-,100644.7528,,,4,95254.61429,594.5710064,0.0,100644.7528,99410.35504,99824.50568,
8.752,840.62054,+,2.821901126E7,PC[OH] OH-39:4,PC[OH],4,2.821901126E7,0.0,2577.652499,2.379581296E7,1.655633743E7,1.956908071E7,
8.754,1175.77258,-,1.484255943E7,,,4,1.444492267E7,8361.379874,0.0,1.200745618E7,1.484255943E7,1.46181921E7,
8.757,880.5351,+,1019091.921,,,4,1019091.921,0.0,2308.957897,831478.544,875750.7921,893551.7811,
8.759,716.52081,-,64913.98392,,,4,64913.98392,489.8818508,0.0,62014.43883,63843.84993,61392.01085,
