Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Liver_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Liver_Neg_1.raw (F4),Liver_Neg_2.raw (F5),Liver_Neg_3.raw (F6),
6.376,602.30792,-,26437.46238,,,4,19295.78408,2722.051981,0.0,24723.49518,25016.43297,26437.46238,
6.377,606.38348,-,33383.24194,,,4,29438.27192,246.8708007,0.0,33383.24194,26453.23654,25782.34213,
6.377,580.33868,-,17752.02309,,,2,10440.96118,2506.443458,0.0,16547.09269,15164.81695,17752.02309,
6.393,368.23508,-,54526.58771,,,4,47008.56754,220.0811997,0.0,54526.58771,53714.31993,53964.51708,
6.4,690.43579,+,14924.02099,,,4,14646.74759,0.0,187.6221973,14173.7532,14924.02099,11936.59578,
6.401,656.53125,+,50179.65009,,,4,46184.29149,0.0,7139.712948,46391.58986,50179.65009,47844.87337,
6.402,686.44019,+,111746.4887,PE[OH] OH-31:4,PE[OH],7,111746.4887,333.0972887,1664.618947,79096.99258,72298.77838,74891.64895,
6.418,684.56226,+,68034.06042,,,3,39008.06617,0.0,2700.729163,51535.38639,68034.06042,29722.70349,
6.428,1040.71606,+,130066.4852,,,7,130066.4852,503.8861511,425.449719,97780.07235,109926.8153,102968.179,
6.429,1026.56116,-,23141.76178,,,4,23141.76178,172.8861707,0.0,19602.71772,17926.56908,17790.40031,
6.432,612.50494,+,52095.05516,,,4,50232.30427,0.0,8729.171842,47611.50133,52095.05516,50519.93839,
6.442,736.5191,-,202379.5783,,,4,202379.5783,223.8094159,0.0,185844.7038,163663.7174,176763.8373,
6.448,477.29745,+,13336.92919,,,2,13336.92919,0.0,182.5894132,8985.262207,10981.89739,9653.280719,
6.456,718.50244,+,708950.5677,PC[OH] OH-30:2,PC[OH],7,672164.1628,217.8554119,4309.46815,631244.3417,708950.5677,672113.7595,
6.46,659.02716,-,50678.47943,,,4,33826.59134,881.0746216,0.0,50678.47943,38725.29144,38221.77732,
6.461,830.65649,+,30803.4663,,,2,30803.4663,0.0,352.7075319,29533.84012,25538.00952,23528.0191,
6.462,568.479,+,59687.41766,,,4,59687.41766,0.0,7328.897233,54241.19191,57565.19679,54537.42818,
6.472,480.27795,+,35977.54248,,,4,30116.84073,0.0,205.2467371,35977.54248,29125.65619,28546.17784,
6.481,1010.56592,-,33400.21563,,,2,20312.70528,163.082951,0.0,33400.21563,19783.20244,33324.33899,
6.482,706.50128,+,37936.03171,,,4,34517.52439,0.0,2201.260387,32935.36318,37758.2287,37936.03171,
6.489,810.4917,+,29741.89319,,,4,28858.98647,0.0,305.3089151,25898.6781,26632.7153,29741.89319,
6.49,366.21945,-,34735.20556,,,3,27288.85643,221.1763473,0.0,34735.20556,31191.42338,33250.46059,
6.492,524.4527,+,69057.87166,,,4,69057.87166,0.0,4897.540023,53739.29363,52832.47673,52423.42756,
6.492,762.53424,-,40221.64338,,,4,37040.39772,326.6623935,0.0,36951.09175,40221.64338,34516.11443,
6.496,821.34418,+,56157.15483,,,3,43096.5054,0.0,176.1347773,48097.09072,56157.15483,55061.78521,
6.52,480.4263,+,75220.46422,,,4,75220.46422,0.0,1546.796709,27282.3728,22975.71515,21978.1826,
6.529,524.27588,-,30369.00377,,,4,23758.79554,6169.983726,0.0,29477.0074,29401.91658,30369.00377,
6.537,676.45502,+,118247.4621,PE[OH] OH-30:2,PE[OH],7,111552.1938,253.0738901,264.4543815,118247.4621,87307.88249,86596.28419,
6.538,914.45758,-,21515.52791,,,4,14508.00143,2932.621034,0.0,21515.52791,19177.90809,19924.75681,
6.544,419.37305,+,132876.5416,,,3,132876.5416,0.0,2761.082398,76686.12125,63151.25207,63201.53884,
6.554,418.33508,-,35508.92008,,,2,19256.32947,212.4596345,0.0,35508.92008,27542.91633,24021.64608,
6.568,786.62982,+,33035.84651,,,3,21100.78746,0.0,431.3784861,33035.84651,18248.32364,21681.29436,
6.569,947.58624,-,287117.8317,,,3,163746.0334,257.7680805,0.0,200979.2764,178830.1818,287117.8317,
6.57,595.10004,-,146121.697,,,4,134669.4533,4053.895066,0.0,141515.2289,140739.2196,146121.697,
6.584,531.31,-,143527.6537,,,3,122871.3736,249.297355,0.0,133770.2419,123682.2651,143527.6537,
6.587,839.48358,-,59401.53314,PG 20:5_22:6,PG,2,40168.90879,574.9508955,0.0,59401.53314,39950.62571,58997.87594,
6.588,938.54651,+,19597.59176,,,2,16997.07412,0.0,369.9112496,15869.45939,16926.36257,19597.59176,
6.607,876.24207,+,211038.549,,,2,3747.657838,0.0,2733.230768,70640.37345,70469.31672,211038.549,
6.609,742.50128,+,867572.5643,PC[OH] OH-32:4,PC[OH],4,867572.5643,0.0,420.2016212,518114.8585,758470.8213,704354.0749,
6.609,729.62372,-,197189.8844,,,4,184225.4751,1339.294856,0.0,175392.6492,197189.8844,182585.3296,
6.609,687.57703,-,103730.2473,,,4,90778.24631,1901.151381,0.0,92308.17644,89345.01723,103730.2473,
6.611,1135.75879,-,95546.39447,,,3,71055.42317,340.6532256,0.0,76227.45017,95546.39447,92375.57755,
6.611,1068.42065,+,56345.77293,,,2,1409.602601,0.0,227.0590484,27311.83624,54909.72214,56345.77293,
6.612,447.26929,-,147830.3169,,,4,135294.2425,2422.206434,0.0,137462.7307,145797.971,147830.3169,
6.612,605.25854,-,106974.1024,,,3,93743.58671,8162.418544,0.0,106131.7708,94065.68331,106974.1024,
6.613,1042.43701,+,263818.922,,,2,1611.808939,0.0,259.6304829,101985.074,254540.768,263818.922,
6.613,760.13214,+,195011.3212,,,2,1593.227736,0.0,256.6374191,62284.81265,170296.4669,195011.3212,
6.613,801.15985,+,135131.9098,,,2,1626.475861,0.0,261.9930333,60088.77484,112248.0288,135131.9098,
6.613,760.20026,+,88062.5765,,,2,1628.296043,0.0,519.3456254,32140.18968,82707.67469,88062.5765,
6.613,463.29779,+,28084.62554,,,2,28084.62554,0.0,1410.911693,7951.404274,18941.54494,17201.43961,
6.614,615.53741,-,468463.0587,,,4,359571.717,1561.600736,0.0,444642.7485,424381.3159,468463.0587,
6.614,747.50555,-,313654.8291,,,4,264158.5777,676.0048334,0.0,263165.9472,276700.2478,313654.8291,
6.614,760.23676,+,65043.05601,,,2,1611.686285,0.0,259.6107257,23693.03334,63582.78309,65043.05601,
6.614,1129.7439,-,61016.95149,,,2,61016.95149,342.1166028,0.0,51279.83076,56924.04174,57807.2088,
6.615,365.26602,-,2496779.656,,,4,2161676.705,22915.12223,0.0,2425645.286,2310940.564,2496779.656,
6.615,589.51636,-,796759.5438,,,4,610459.5143,878.2399016,0.0,747314.9033,674019.1587,796759.5438,
6.615,523.25494,-,196012.8321,,,4,195885.7895,6436.142463,0.0,185144.6243,187725.947,196012.8321,
6.615,760.16345,+,128621.401,,,2,1628.176943,0.0,262.2670439,48523.04304,117485.0678,128621.401,
6.615,481.21442,+,24100.78877,,,2,24100.78877,0.0,280.7180164,12652.55606,21769.91651,20404.33311,
6.616,383.18848,-,127290.4563,,,2,101765.661,3147.466572,0.0,127290.4563,124931.05,64320.83541,
6.616,893.42365,-,111404.1056,,,3,96654.09416,1097.826884,0.0,74423.23133,101102.9267,111404.1056,
6.617,283.2634,-,6.20249631E7,,,5,5.734379487E7,1994658.557,0.0,6.080959252E7,5.997798686E7,6.20249631E7,
6.617,628.19464,+,5640329.866,,,5,5640329.866,0.0,753512.1365,1552705.174,1923811.693,1748791.773,
6.617,656.22546,+,1411522.024,,,4,59208.05217,0.0,145941.0181,177270.435,1117639.435,1411522.024,
6.617,441.25192,-,473471.685,,,4,423196.6842,8623.809628,0.0,446114.0583,473471.685,456741.8576,
6.617,665.50269,-,304989.0811,,,4,236356.3726,281.5181539,0.0,296385.0016,284763.4215,304989.0811,
6.617,753.52313,-,113731.6287,,,3,100932.5146,341.1235795,0.0,110382.2889,105985.3829,113731.6287,
6.618,297.04611,-,483172.7764,,,5,480107.5838,108748.8752,0.0,480992.2052,477099.2149,483172.7764,
6.618,971.75513,-,160152.6601,,,3,137215.9547,273.2134408,0.0,157408.5985,160152.6601,134232.7631,
6.619,669.22076,+,461113.2229,,,5,461113.2229,0.0,24974.17377,49705.95533,28691.17469,29762.8137,
6.619,829.50873,-,222155.5885,,,4,163503.8159,692.7301868,0.0,222155.5885,166538.3191,172260.6875,
6.62,1053.75806,-,147822.5581,,,3,118419.092,310.8588963,0.0,147822.5581,145153.1475,145023.2483,
6.622,838.57013,+,104783.3849,,,3,104783.3849,0.0,215.8119735,33338.06917,51349.77262,47595.95606,
6.625,563.21741,+,93250.326,,,4,93250.326,0.0,1952.258179,42454.78976,55931.9466,61122.19727,
6.626,457.30411,+,243200.2655,,,5,169599.6309,0.0,51197.23405,117020.4269,243200.2655,186652.343,
6.627,816.18939,+,792512.6312,,,3,1982.804466,0.0,2712.338288,343408.5702,792512.6312,787307.7619,
6.628,844.13074,+,44976.12519,,,3,1785.43583,0.0,287.5983346,26072.38183,41929.66088,44976.12519,
6.63,842.17249,+,259697.0301,,,3,1703.349671,0.0,407.8182267,122470.1978,259697.0301,255812.3582,
6.633,617.92267,+,364363.4341,,,3,2207.295628,0.0,9072.005359,232809.8061,349052.881,364363.4341,
6.635,617.95605,+,158328.8112,,,3,2172.279734,0.0,12324.39327,89068.17933,158328.8112,107509.4514,
6.635,878.23602,+,134628.7985,,,2,2727.411702,0.0,3124.772086,34275.19802,124905.6036,134628.7985,
6.637,650.43878,+,153613.571,,,4,144492.8968,0.0,228.6846722,130387.0409,153613.571,134674.8663,
6.637,844.20563,+,50325.2723,,,2,1674.262043,0.0,269.6904404,20131.79324,50230.20845,50325.2723,
6.64,780.51697,+,1367369.122,PC[OH] OH-35:6,PC[OH],6,1367369.122,411.0417518,439.1108327,1101489.602,1271097.851,1165872.393,
6.645,695.35687,+,57932.2738,,,3,57932.2738,0.0,6164.752824,51335.96488,51617.52837,32475.70444,
6.646,732.48077,+,31109.77696,,,3,31109.77696,0.0,175.0876195,22705.64547,22281.88458,18799.30697,
6.647,919.60309,+,83064.46545,,,3,82164.3342,0.0,196.6720738,54898.05011,70209.13159,83064.46545,
6.651,892.53986,+,39470.55191,,,4,39470.55191,0.0,1674.426925,31504.0315,30802.9025,32725.3631,
6.658,655.0675,-,51097.18983,,,2,26037.57834,2402.049692,0.0,46803.8793,51097.18983,34263.66311,
6.659,615.88708,+,28678.05309,,,2,2248.718396,0.0,3259.325284,24823.03425,20467.92721,28678.05309,
6.664,850.6189,+,53418.00872,,,2,35790.7373,0.0,762.8631102,27318.56223,53418.00872,36821.05449,
6.664,758.49719,+,37416.97655,,,4,32691.22526,0.0,282.5315143,37416.97655,30467.85548,26887.18975,
6.665,640.53589,+,35723.89193,,,4,35723.89193,0.0,2963.439396,33544.55092,25930.952,29520.61217,
6.666,671.09943,-,257678.0973,,,4,220079.1682,9732.747028,0.0,257678.0973,257175.4573,244719.7873,
6.668,922.55353,+,33664.33473,,,3,20195.17191,0.0,335.0608619,33664.33473,22614.33416,18662.4409,
6.67,859.53534,-,316192.5841,,,4,278627.4134,282.3049361,0.0,316192.5841,293971.4539,305029.2503,
6.674,666.47314,+,857189.9377,,,5,857189.9377,0.0,1527.335498,634477.0535,649546.9689,665570.0731,
6.678,423.28973,-,143526.8811,,,3,105854.4995,271.2412316,0.0,143526.8811,131152.8152,138800.6311,
6.687,700.45319,+,289896.739,PE[OH] OH-32:4,PE[OH],7,289896.739,326.1523087,431.0128117,167757.9071,167880.8692,161501.2127,
6.699,554.47845,+,44669.55569,,,4,44669.55569,0.0,2675.981856,41327.6775,37982.93692,37450.69075,
6.705,1007.65674,+,538401.4698,,,5,406139.0214,0.0,185.4521926,532056.4596,538401.4698,506028.0308,
6.706,508.28043,-,81350.65691,,,3,67854.87737,9396.279445,0.0,74704.79721,80200.75612,81350.65691,
6.712,548.33466,+,29617.81098,,,3,28557.87905,0.0,161.8542446,29157.03166,29617.81098,28244.52347,
6.719,832.47479,-,33167.4099,,,4,33167.4099,3324.762192,0.0,27290.11338,23177.47173,24944.57864,
6.727,585.35718,+,57683.05769,,,4,54939.18395,0.0,133.1446331,48096.60114,56455.17395,57683.05769,
6.727,786.5285,+,24306.89974,,,2,21260.39471,0.0,289.1533263,24306.89974,19747.25683,14952.16783,
6.729,738.47119,+,471046.4628,PE[OH] OH-35:6,PE[OH],7,471046.4628,314.6070306,410.482375,301244.0954,307385.1743,290874.6918,
6.73,445.11957,+,1511375.22,,,9,1511375.22,0.0,83584.02959,452538.7952,461497.7493,428739.8586,
6.731,580.43365,+,34698.02657,,,4,34698.02657,0.0,608.0061355,33659.97874,33084.71441,33284.13546,
6.74,644.31799,-,72898.02167,,,4,63383.67286,11018.51102,0.0,60603.17527,72898.02167,48046.27621,
6.744,898.46075,-,34899.77664,,,4,29182.85406,10288.9247,0.0,32576.37999,34899.77664,31549.94675,
6.745,806.53302,+,69639.53321,PC[OH] OH-37:7,PC[OH],4,62332.04687,0.0,178.2745903,69639.53321,60263.47655,56549.11633,
6.748,429.08853,+,1232339.375,,,8,674971.3622,0.0,121072.5455,1027373.9,1232339.375,1183242.951,
6.749,716.44977,+,10694.95379,,,3,10694.95379,0.0,163.8545246,9251.812309,9163.839198,8501.950569,
6.751,309.27939,-,1235668.192,,,4,1009967.625,2182.338243,0.0,1235668.192,1154149.62,1183408.793,
6.758,421.27341,+,632129.1916,,,4,587675.3499,0.0,282.2658052,591766.0367,632129.1916,621173.5654,
6.758,702.47058,+,39921.78774,,,3,39921.78774,0.0,290.7025775,28432.84721,30721.33662,18020.68393,
6.759,596.5097,+,32797.47268,,,4,28526.1767,0.0,2591.04033,32797.47268,23920.31031,23477.33218,
6.76,507.36545,+,32068.59526,,,3,32068.59526,0.0,1500.483382,18251.26924,17649.53608,16054.01291,
6.763,610.48883,+,12264.09651,,,2,12019.4312,0.0,625.1329854,12264.09651,9677.530049,8642.749587,
6.775,1239.75354,-,42895.20955,,,4,37500.12601,415.6260877,0.0,42895.20955,25976.56583,39549.37237,
6.775,606.44806,+,15175.48459,,,2,9205.274768,0.0,146.5909184,15175.48459,12031.957,12908.78024,
6.778,527.15979,+,61419.56836,,,3,59325.72118,0.0,538.5488196,61419.56836,43219.05986,34619.20179,
6.784,742.60382,+,19702.80217,,,4,19702.80217,0.0,229.4187304,17839.00953,16908.75266,17995.17453,
6.793,1107.56873,-,61003.95737,,,4,61003.95737,375.0841996,0.0,34818.78127,46915.21538,26848.02212,
6.795,764.4834,+,240866.9174,,,7,240866.9174,265.18402,169.450511,49492.14891,39140.53236,49616.62155,
6.797,632.43127,+,121851.6752,,,8,68288.02802,0.0,333.9907642,121851.6752,98937.16805,90832.34784,
6.797,1010.58295,-,92709.07875,,,4,85330.9357,389.5195955,0.0,87922.07536,83136.50368,92709.07875,
6.799,753.43683,-,28652.71448,,,3,21605.57516,227.2740195,0.0,28652.71448,28150.28061,20875.39614,
6.804,413.26532,+,155554.5979,,,5,155554.5979,0.0,51173.92528,140253.8254,70949.72402,85891.16843,
6.807,947.5871,-,327843.7219,,,2,291856.0416,486.3980839,0.0,327843.7219,308328.7976,205769.657,
6.808,664.4549,+,101814.5475,,,2,100088.7919,0.0,1553.003648,94795.34885,101814.5475,84878.07913,
6.808,366.2186,-,27675.2886,,,4,27675.2886,339.5118359,0.0,21310.81155,19093.65102,22817.09338,
6.81,744.51721,+,90321.71812,PC[OH] OH-32:3,PC[OH],4,90321.71812,0.0,176.7980135,89289.6031,79380.59407,84583.30276,
6.818,1034.65674,+,46172.25768,,,2,43250.44729,0.0,128.4488768,46172.25768,43481.78851,32922.12342,
6.83,1105.4928,-,19356.33636,,,2,17380.08172,420.8046838,0.0,17197.64519,17337.75224,19356.33636,
6.831,865.50195,-,1945539.425,PG 22:6_22:6,PG,10,1945539.425,443.0910189,868.1133021,1846754.557,1821259.952,1791822.832,
6.832,947.50366,-,85122.7584,,,4,71948.70949,440.0901721,0.0,81782.23305,81123.42948,85122.7584,
6.834,748.51288,+,64587.49338,,,3,14612.78443,0.0,597.1940025,64587.49338,63359.70073,63941.06913,
6.835,1029.50647,-,30801.95475,,,3,25783.26925,438.8847441,0.0,26199.25979,26328.96495,30801.95475,
6.846,628.32336,-,75027.35831,,,4,60405.3545,10919.3454,0.0,75027.35831,66393.04248,73325.92678,
6.849,680.45013,-,21337.59741,,,2,17620.68305,239.5255281,0.0,19617.53196,19430.90786,21337.59741,
6.86,690.48608,+,411614.8902,,,5,411614.8902,0.0,483.5399403,39599.11118,393671.3362,380302.7546,
6.861,698.57758,+,31389.98848,,,4,31389.98848,0.0,212.8351732,19473.65283,21093.27746,21959.01226,
6.864,562.35016,+,42524.23471,,,4,35426.60075,0.0,437.1623488,41082.57178,41809.41549,42524.23471,
6.866,913.58215,-,115890.2794,,,3,77370.82516,252.3461519,0.0,103652.5482,108284.4514,115890.2794,
6.868,466.47311,+,197537.7602,,,3,197537.7602,0.0,153.5663065,171216.8448,182107.8024,179822.0668,
6.875,627.67627,+,133934.5336,,,4,133934.5336,0.0,699.0964959,99651.22246,95928.69324,108725.9393,
6.877,791.48663,-,49168.07994,,,4,41326.20249,681.613098,0.0,49168.07994,42830.63891,46016.08541,
6.878,671.09943,-,502899.6191,,,9,453440.385,104998.2217,0.0,487456.466,502899.6191,473323.1647,
6.878,727.44226,-,74267.45935,,,4,62518.32476,441.5357452,0.0,72955.55073,72501.03175,74267.45935,
6.882,768.51813,+,199236.5791,PC[OH] OH-34:5,PC[OH],4,191387.6991,0.0,286.7793047,191319.7784,199236.5791,176660.2593,
6.885,692.48615,+,417772.4576,PC[OH] OH-28:1,PC[OH],2,417772.4576,0.0,483.5399403,337565.8071,374247.7391,342741.9181,
6.886,879.50317,-,54843.68664,,,4,49312.35169,576.1091093,0.0,49604.86586,29637.16412,54843.68664,
6.897,819.23792,+,65915.19514,,,4,65915.19514,0.0,19765.05107,60350.6159,42910.50411,40863.07597,
6.897,595.10052,-,34289.66621,,,3,23607.13095,775.9490222,0.0,34289.66621,30714.58946,32928.24009,
6.897,478.50958,+,19063.06846,,,3,19063.06846,0.0,270.7170592,18393.40496,17102.97624,18338.54118,
6.906,1168.85034,+,86401.28406,,,4,67000.92564,0.0,4219.938755,86401.28406,80240.63145,78554.55488,
6.906,828.53998,+,77635.47532,,,5,77635.47532,258.1396668,509.3385384,56073.31228,39231.0122,34226.9041,
6.912,598.31195,-,31032.41301,,,4,25539.47361,2946.648887,0.0,30492.04773,31032.41301,29186.1263,
6.917,1063.68298,+,62228.43601,,,4,36840.58005,0.0,160.4504022,49943.37737,49750.39571,62228.43601,
6.917,1066.60938,-,20565.25213,,,3,18552.9754,351.2770587,0.0,20565.25213,14840.01333,14486.14556,
6.922,1033.66199,-,43192.01973,,,5,24667.74139,230.2238754,0.0,43192.01973,33437.26942,31783.9233,
6.925,604.46191,-,22163.46034,,,4,14439.6626,396.1703166,0.0,22163.46034,20717.49864,22033.58489,
6.925,431.31314,+,14504.09044,,,2,14504.09044,0.0,167.1792565,11574.93506,10221.60486,10572.87142,
6.927,1124.82471,+,111623.1462,,,4,92970.49421,0.0,6446.78246,111623.1462,81064.85403,92716.75469,
6.929,425.30481,+,94243.13365,,,3,94243.13365,0.0,141.4114253,31863.87781,31672.78319,29006.12832,
6.93,585.32159,-,151583.373,,,7,151583.373,267.8736327,315.2125929,142933.6807,130540.0823,138982.9564,
6.93,645.39032,+,54710.09739,,,3,54710.09739,0.0,164.6965461,46607.34588,45761.3564,46528.60004,
6.931,335.29501,-,76680.97188,,,3,66044.4698,267.5884881,0.0,76680.97188,73672.40896,70070.56948,
6.933,447.34708,-,17406.86564,,,4,16958.42597,1491.280013,0.0,17406.86564,16100.7418,16342.14707,
6.934,1003.61432,-,100146.1602,,,5,44721.3811,288.8003288,0.0,86820.90071,83325.76734,100146.1602,
6.934,633.43677,-,22975.07086,,,3,22975.07086,296.9578785,0.0,22440.99074,20524.66096,20603.75056,
6.938,841.50201,-,123333.9804,PG 20:4_22:6,PG,4,99257.1249,507.734388,0.0,123333.9804,103576.7158,110496.6889,
6.945,1080.79834,+,114446.1292,,,4,94170.37178,0.0,6708.726016,114446.1292,108197.8822,107025.5544,
6.948,1028.67932,+,95040.0132,,,8,95040.0132,316.061471,466.763543,60122.88508,85009.85013,61447.60356,
6.948,654.5517,+,25730.28453,,,4,25730.28453,0.0,247.4330411,22751.44024,23556.26066,22297.69343,
6.951,666.47327,+,161998.1088,,,3,161998.1088,0.0,1369.476062,137425.9338,141006.7109,135655.311,
6.952,597.48682,+,33965.6975,,,2,33965.6975,0.0,1070.837055,19038.37583,20874.41117,15879.38913,
6.954,855.50183,-,38092.92373,PI 18:3_18:2,PI,4,28369.19381,271.5340049,0.0,32446.87803,31056.72084,38092.92373,
6.958,451.46204,+,16408.84387,,,3,16408.84387,0.0,443.1764632,14351.99066,14752.24151,14074.11541,
6.96,726.47009,+,122660.5842,PE[OH] OH-34:5,PE[OH],7,122660.5842,300.7654981,204.4153827,74314.13147,70529.27225,72983.0043,
6.961,435.25305,-,249384.1314,,,3,219481.3417,232.7893478,0.0,248716.5065,239673.4673,249384.1314,
6.961,597.41559,-,23242.04901,,,3,17832.74313,252.638366,0.0,23242.04901,22285.67195,22959.31209,
6.961,709.43213,-,20172.99784,,,2,17405.1094,602.9255634,0.0,20172.99784,19905.6734,19394.85316,
6.963,531.37152,+,377508.2812,,,4,377508.2812,0.0,11080.64809,147510.1169,121684.4894,114288.6807,
6.963,560.42291,+,63799.23049,,,2,63799.23049,0.0,2078.383931,25040.2911,17574.12248,16577.71353,
6.963,417.25519,+,37327.11575,,,2,19236.53128,0.0,3474.306428,34917.37371,31410.21809,37327.11575,
6.963,1090.73254,+,12053.24211,,,3,10929.19629,0.0,141.8812412,11373.48894,12053.24211,7984.880974,
6.965,1036.77136,+,124182.7976,,,3,105694.3338,0.0,7354.037384,114680.8511,115998.1831,124182.7976,
6.971,489.29993,+,149217.3173,,,3,120295.9987,0.0,309.5143539,137400.4121,149217.3173,142810.9321,
6.973,716.48645,+,16066.28926,,,2,16066.28926,0.0,168.7022062,12809.83867,13446.79999,12068.85649,
6.978,672.50305,+,19359.35092,,,3,19359.35092,0.0,3351.404819,14476.66878,15246.24962,16904.06462,
6.986,992.74554,+,130971.116,,,3,110840.8294,0.0,6320.708191,115417.4132,130971.116,120171.5621,
6.989,655.42029,-,771623.148,,,4,584125.2368,280.2572771,0.0,746596.0469,771623.148,769815.811,
6.994,612.32806,-,134354.2303,,,5,74688.57362,18710.81918,0.0,133857.6753,86157.00239,134354.2303,
6.995,706.51599,+,62557.6169,,,6,56421.72626,0.0,1400.640009,61635.31602,62557.6169,41469.13335,
6.996,866.47156,-,111308.9375,,,5,105010.483,27002.0125,0.0,105278.4642,111308.9375,108052.1043,
6.997,572.44434,-,21023.91621,,,4,13911.65041,296.1362689,0.0,19931.56624,19285.81317,21023.91621,
7.0,817.5022,-,710563.0136,,,7,710563.0136,483.8086372,664.5181963,709933.1418,699115.8073,668702.9387,
7.003,311.2948,-,28313.7179,,,4,24233.25545,1262.763924,0.0,26781.22635,27233.46611,28313.7179,
7.006,756.61957,+,16894.52141,,,4,16894.52141,0.0,268.6863398,12421.19526,13309.20727,16020.03049,
7.007,1045.58496,-,36666.64761,,,3,28489.23143,361.9914376,0.0,36666.64761,36001.29253,32009.18026,
7.008,948.71954,+,139833.6492,,,3,114145.8631,0.0,12448.06333,137911.2683,134886.5386,139833.6492,
7.01,899.50464,-,27587.04312,,,2,21685.5374,397.0761559,0.0,27587.04312,23491.56247,24424.41417,
7.013,1223.75745,-,108080.3365,,,4,77759.06472,237.8924315,0.0,108080.3365,100952.6345,106958.7925,
7.016,1091.57422,-,327778.6456,,,3,327778.6456,321.2384305,0.0,91875.76139,103472.3033,72066.10365,
7.017,994.58832,-,307332.5957,,,4,259479.7661,311.9945416,0.0,307332.5957,257146.2995,260247.7474,
7.017,981.50818,-,29824.95716,,,4,27061.06017,515.1888795,0.0,29824.95716,18460.15753,21538.07439,
7.018,991.66205,+,629987.4346,,,4,396733.9675,0.0,155.266292,511839.6036,614497.1032,629987.4346,
7.022,1065.03613,-,38859.21463,,,3,31251.12696,362.94848,0.0,38859.21463,37223.04243,31242.73781,
7.023,619.04102,-,41994.36936,,,4,34547.97878,377.6199374,0.0,38087.00402,41966.7001,41994.36936,
7.024,931.59265,-,1173000.153,,,3,736137.0075,212.9265364,0.0,1056347.222,1109109.657,1173000.153,
7.028,729.08679,-,16341.08298,,,4,16339.05948,1109.868325,0.0,16254.06879,15677.6154,16341.08298,
7.03,904.69354,+,137510.4646,,,4,128412.7801,0.0,11164.78298,123241.6855,137510.4646,123651.9573,
7.041,459.36819,-,397860.5159,,,6,306170.8587,328.1440515,0.0,397860.5159,304639.7954,307000.1991,
7.044,800.48376,-,13603.82711,,,2,8071.409002,1658.253244,0.0,13366.22466,11520.38997,13603.82711,
7.044,690.46863,+,12199.14247,,,3,12199.14247,0.0,164.3325472,10082.38801,8870.107344,7998.389385,
7.053,860.66809,+,135054.2146,,,4,126333.2078,0.0,18642.63785,135054.2146,131272.8361,126900.9641,
7.056,459.3024,+,56914.27629,,,3,56914.27629,0.0,3630.989885,35837.90733,33386.17663,32749.81306,
7.063,731.065,-,192910.2894,,,4,92864.46933,43059.87004,0.0,178181.709,192910.2894,182600.0823,
7.064,596.33337,-,241466.181,,,5,70728.70085,31551.74628,0.0,232526.8501,233793.9128,241466.181,
7.066,603.36847,-,53188.97068,,,3,40148.05585,223.5244994,0.0,53188.97068,51982.04895,50740.81914,
7.068,1068.7478,+,39646.98232,,,3,37503.06124,0.0,173.4838959,34823.24572,39646.98232,37116.86275,
7.07,582.31787,-,16640.54706,,,2,12994.2428,1463.274525,0.0,14403.02484,12783.34093,16640.54706,
7.071,877.4964,-,34471.69208,,,2,34045.90929,8398.424012,0.0,34139.81923,33589.75762,34471.69208,
7.071,842.59161,+,29037.39107,,,3,22015.89273,0.0,267.4103577,16352.29657,29037.39107,13988.91656,
7.072,850.47662,-,227876.17,,,4,172436.4449,27993.03897,0.0,200994.7147,227876.17,223668.4369,
7.076,816.64185,+,104645.602,PC 38:1,PC,4,100419.0774,0.0,14320.74835,101982.7937,104645.602,94310.04946,
7.084,425.30527,-,169688.8828,,,3,169688.8828,239.7153685,0.0,149764.5225,150755.5497,152142.1185,
7.084,789.36768,-,41832.43338,,,2,36144.21731,343.0790472,0.0,26352.19957,18704.50098,41832.43338,
7.087,756.55389,+,78797.09891,PC 34:3,PC,4,78797.09891,0.0,2165.88172,61484.71063,78165.87462,73032.84118,
7.091,297.27924,-,118104.0213,,,4,102256.7724,5139.68158,0.0,118104.0213,108490.9049,109628.3509,
7.094,790.55963,+,287781.2344,,,4,287781.2344,0.0,1539.538929,184306.7543,237473.9948,233913.6967,
7.104,623.44226,+,216537.1505,,,4,216537.1505,0.0,181.8306255,55300.82563,35954.16103,38700.40414,
7.105,587.37097,+,283096.099,,,4,283096.099,0.0,501.0314741,172716.7279,191858.1754,193095.6197,
7.106,890.61255,+,50739.55265,,,2,50739.55265,0.0,248.1502124,47443.45973,50148.12232,43601.44316,
7.107,610.44684,+,31883.773,,,2,1036.059942,0.0,169.2012988,9785.76887,24282.21997,31883.773,
7.108,726.37311,-,489015.8491,,,13,489015.8491,258.1795051,402.5133644,226810.5386,239268.0014,240945.3598,
7.108,856.51196,+,41167.90743,,,3,32061.29177,0.0,294.4443478,28366.21328,31618.40644,41167.90743,
7.108,579.06934,-,29622.15203,,,3,29622.15203,5639.810908,0.0,27336.28125,29469.38118,28416.00029,
7.109,873.21844,+,125054.7006,,,2,388.488676,0.0,1437.565183,40668.51132,113878.227,125054.7006,
