Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,924.85076,925.85803,20.782,0.107,3,29748.44782,100,F1
FALSE,[M+H]+1,1,1058.80266,1059.80994,14.534,0.119,2,29741.17364,100,F1
FALSE,[M+H]+1,1,705.50896,706.51624,6.96,0.058,2,29736.23844,100,F8
FALSE,[M+H]+1,1,453.49001,454.49728,14.789,0.108,2,29733.00077,100,F9
FALSE,[M-H]-1,-1,738.55726,737.54999,11.301,0.083,3,29731.29865,100,F4
FALSE,[M-H]-1,-1,1026.16707,1025.15979,11.495,0.086,2,29726.32729,100,F1
FALSE,[M+H]+1,1,1004.75627,1005.76355,13.381,0.093,2,29723.53349,100,F9
FALSE,[M-H]-1,-1,1003.56965,1002.56238,7.815,0.059,2,29718.13774,100,F6
FALSE,[M-H]-1,-1,525.28316,524.27588,6.535,0.073,2,29717.18547,100,F6
FALSE,[M-H]-1,-1,924.09865,923.09137,7.655,0.124,2,29713.50203,100,F1
FALSE,[M-H]-1,-1,266.22401,265.21674,3.051,0.109,2,29708.49889,100,F4
FALSE,[M+H]+1,1,1154.74553,1155.75281,7.556,0.1,2,29703.9232,100,F8
FALSE,[M+H]+1,1,448.37627,449.38354,6,0.102,3,29699.30864,60.645,F7
FALSE,[M-H]-1,-1,1075.06306,1074.05579,8.406,0.098,2,29698.07345,100,F5
