MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
132,0.563,1,LysoPC 18:2 [M+H]+;,520.332,520.3403,-15.9511,44,785,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
239,0.961,1,LysoPC 20:5 [M+H]+;,542.323,542.3247,-3.1347,729,732,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
253,1.015,1,LysoPE 20:5 [M+H]+;,500.276,500.2777,-3.3981,976,1000,0,,false,true,LipiDex_HCD_Acetate.msp,359.2581 | 482.2666 | 
254,1.019,1,LysoPC 18:3 [M+H]+;,518.323,518.3247,-3.2798,750,753,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
271,1.082,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,729,732,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
275,1.097,1,LysoPC 14:0 [M+H]+;,468.307,468.309,-4.2707,950,998,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
277,1.108,1,LysoPC 20:5 [M+H]+;,542.323,542.3247,-3.1347,697,741,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
284,1.133,1,LysoPC 22:6 [M+H]+;,568.339,568.3403,-2.2874,730,733,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
285,1.136,1,LysoPE 22:6 [M+H]+;,526.292,526.2934,-2.6601,981,1000,0,,false,true,LipiDex_HCD_Acetate.msp,385.2737 | 508.2823 | 
294,1.17,1,LysoPC 20:4 [M+H]+;,544.339,544.3403,-2.3882,729,732,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
299,1.189,1,LysoPC 18:2 [M+H]+;,520.339,520.3403,-2.4984,729,732,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
300,1.193,1,LysoPE 20:4 [M+H]+;,502.292,502.2934,-2.7872,970,1000,0,,false,true,LipiDex_HCD_Acetate.msp,361.2737 | 484.2823 | 
306,1.214,1,LysoPE 18:2 [M+H]+;,478.291,478.2934,-5.0178,976,1000,0,,false,true,LipiDex_HCD_Acetate.msp,337.2737 | 460.2823 | 
307,1.219,1,LysoPC 16:1 [M+H]+;,494.323,494.3247,-3.439,976,989,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
322,1.273,1,LysoPC 22:6 [M+H]+;,568.338,568.3403,-4.0469,897,900,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
323,1.276,1,LysoPE 22:6 [M+H]+;,526.291,526.2934,-4.5602,969,1000,0,,false,true,LipiDex_HCD_Acetate.msp,385.2737 | 508.2823 | 
325,1.283,1,LysoPC 15:0 [M+H]+;,482.323,482.3247,-3.5246,965,996,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
332,1.308,1,LysoPC 20:4 [M+H]+;,544.338,544.3403,-4.2253,856,860,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
337,1.326,1,LysoPC 18:2 [M+H]+;,520.338,520.3403,-4.4202,927,932,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
338,1.329,1,LysoPE 20:4 [M+H]+;,502.292,502.2934,-2.7872,953,995,0,,false,true,LipiDex_HCD_Acetate.msp,361.2737 | 484.2823 | 
340,1.336,1,LysoPE 22:5 [M+H]+;,528.307,528.309,-3.7857,982,1000,0,,false,true,LipiDex_HCD_Acetate.msp,387.2894 | 510.2979 | 
343,1.349,1,LysoPE 18:2 [M+H]+;,478.292,478.2934,-2.9271,977,1000,0,,false,true,LipiDex_HCD_Acetate.msp,337.2737 | 460.2823 | 
349,1.37,1,LysoPC 22:5 [M+H]+;,570.354,570.356,-3.5066,750,752,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
356,1.396,1,AC 18:2 [M+H]+;,424.341,424.3427,-4.0062,874,953,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 263.2369 | 365.2686 | 
357,1.401,1,LysoPC 20:5 [M+H]+;,542.321,542.3247,-6.8225,145,290,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
359,1.408,1,LysoPC 20:3 [M+H]+;,546.354,546.356,-3.6606,730,732,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
363,1.423,1,LysoPC 22:6 [M+H]+;,568.337,568.3403,-5.8064,593,849,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
364,1.427,1,LysoPC 16:0 [M+H]+;,496.339,496.3403,-2.6192,729,731,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
366,1.433,1,LysoPE 20:3 [M+H]+;,504.308,504.309,-1.9829,981,1000,0,,false,true,LipiDex_HCD_Acetate.msp,363.2894 | 486.2979 | 
369,1.447,1,LysoPC 17:1 [M+H]+;,508.339,508.3403,-2.5573,973,986,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
374,1.466,1,LysoPC 18:3 [M+H]+;,518.321,518.3247,-7.1384,56,791,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
378,1.481,1,LysoPC 18:2 [M+H]+;,520.339,520.3403,-2.4984,915,920,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
391,1.531,1,LysoPC 22:5 [M+H]+;,570.355,570.356,-1.7533,735,750,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
394,1.543,1,LysoPE 16:0 [M+H]+;,454.292,454.2934,-3.0817,993,993,0,,false,true,LipiDex_HCD_Acetate.msp,313.2737 | 436.2823 | 
397,1.555,1,LysoPC 20:3 [M+H]+;,546.355,546.356,-1.8303,924,928,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
401,1.568,1,PC[OH] OH-18:4_20:6 [M+H]+;,814.506,814.5023,4.5427,995,995,0,,false,true,LipiDex_HCD_Hydroxy.msp,86.0964 | 184.0733 | 
402,1.572,1,LysoPC 16:0 [M+H]+;,496.339,496.3403,-2.6192,980,990,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
404,1.579,1,LysoPC 18:1 [M+H]+;,522.354,522.356,-3.8288,729,731,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
412,1.61,1,LysoPC 18:3 [M+H]+;,518.32,518.3247,-9.0677,61,995,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
420,1.638,1,LysoPC 20:4 [M+H]+;,544.335,544.3403,-9.7366,8,503,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
429,1.668,1,LysoPE 22:4 [M+H]+;,530.322,530.3247,-5.0912,857,1000,0,,false,true,LipiDex_HCD_Acetate.msp,389.305 | 512.3136 | 
432,1.681,1,LysoPE 16:0 [M+H]+;,454.291,454.2934,-5.2829,993,994,0,,false,true,LipiDex_HCD_Acetate.msp,313.2737 | 436.2823 | 
437,1.699,1,PC[OH] OH-18:4_20:6 [M+H]+;,814.505,814.5023,3.3149,996,996,0,,false,true,LipiDex_HCD_Hydroxy.msp,86.0964 | 184.0733 | 
442,1.717,1,LysoPC 16:0 [M+H]+;,496.338,496.3403,-4.6339,977,990,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
443,1.72,1,LysoPC 18:1 [M+H]+;,522.354,522.356,-3.8288,742,745,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
446,1.73,1,LysoPE 18:1 [M+H]+;,480.307,480.309,-4.164,980,1000,0,,false,true,LipiDex_HCD_Acetate.msp,339.2894 | 462.2979 | 
450,1.745,1,PE-NMe2 17:1_18:3 [M-H]-;,752.514,752.523,-11.9598,26,1000,0,,true,true,LipiDex_HCD_Acetate.msp,78.9591 | 168.0431 | 267.233 | 277.2173 | 
456,1.767,1,LysoPC 20:3 [M+H]+;,546.363,546.356,12.8122,457,988,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
460,1.784,1,LysoPC 20:4 [M+H]+;,544.336,544.3403,-7.8995,146,311,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
478,1.852,1,PC[OH] OH-18:4_20:6 [M+H]+;,814.506,814.5023,4.5427,974,1000,0,,false,true,LipiDex_HCD_Hydroxy.msp,86.0964 | 184.0733 | 
480,1.859,1,LysoPE 22:4 [M+H]+;,530.323,530.3247,-3.2056,765,1000,0,,false,true,LipiDex_HCD_Acetate.msp,389.305 | 512.3136 | 
482,1.867,1,LysoPC 18:1 [M+H]+;,522.354,522.356,-3.8288,981,990,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
483,1.87,1,LysoPE 18:1 [M+H]+;,480.307,480.309,-4.164,980,1000,0,,false,true,LipiDex_HCD_Acetate.msp,339.2894 | 462.2979 | 
490,1.896,1,LysoPC 20:2 [M+H]+;,548.37,548.3716,-2.9177,720,735,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
491,1.899,1,AC 18:1 [M+H]+;,426.357,426.3583,-3.0491,979,985,100,AC 18:1 [M+H]+(100),true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 265.2526 | 367.2843 | 
501,1.937,1,LysoPC 20:3 [M+H]+;,546.363,546.356,12.8122,9,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
503,1.948,1,LysoPC 17:0 [M+H]+;,510.355,510.356,-1.9594,954,991,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
517,2.002,1,LysoPC 18:1 [M+H]+;,522.355,522.356,-1.9144,959,988,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
529,2.049,1,LysoPC 20:2 [M+H]+;,548.37,548.3716,-2.9177,967,991,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
538,2.084,1,LysoPC 17:0 [M+H]+;,510.355,510.356,-1.9594,974,990,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
579,2.245,1,PC 10:0_15:1 [M+H]+;,634.452,634.4448,11.3485,590,1000,0,,false,true,LipiDex_HCD_Acetate.msp,86.0964 | 184.0733 | 
614,2.381,1,LysoPC 18:0 [M+H]+;,524.371,524.3716,-1.1442,729,731,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
619,2.4,1,PC 10:0_15:1 [M+H]+;,634.452,634.4448,11.3485,958,996,0,,false,true,LipiDex_HCD_Acetate.msp,86.0964 | 184.0733 | 
