MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
336,0.791,1,LysoPE 20:5 [M+H]+;,500.274,500.2777,-7.3959,905,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,359.2581 | 482.2666 | 
340,0.801,1,LysoPC 16:1 [M+H]+;,494.33,494.3247,10.7217,111,1000,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
362,0.85,1,LysoPE 14:1 [M+H]+;,424.243,424.2464,-8.0142,955,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,283.2268 | 406.2353 | 
400,0.923,1,LysoPC 14:1 [M+H]+;,466.289,466.2934,-9.4361,759,762,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
426,0.976,1,LysoPC 15:1 [M+H]+;,480.304,480.309,-10.41,722,737,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
432,0.989,1,LysoPC 20:5 [M+H]+;,542.32,542.3247,-8.6664,729,732,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
434,0.993,1,LysoPC 14:0 [M+H]+;,468.305,468.309,-8.5414,722,737,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
438,1.001,1,LysoPE 20:5 [M+H]+;,500.274,500.2777,-7.3959,977,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,359.2581 | 482.2666 | 
443,1.012,1,LysoPE 14:0 [M+H]+;,426.257,426.2621,-11.9645,496,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,285.2424 | 408.251 | 
466,1.06,1,LysoPC 18:3 [M+H]+;,518.32,518.3247,-9.0677,729,731,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
469,1.066,1,LysoPE 18:3 [M+H]+;,476.273,476.2777,-9.8682,978,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,335.2581 | 458.2666 | 
482,1.098,1,LysoPE 16:1 [M+H]+;,452.273,452.2777,-10.3918,981,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,311.2581 | 434.2666 | 
