Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,Rep1.raw (F1),Hap1_Neg_1.raw (F2),Hap1_Pos_1.raw (F3),Hap1_Neg_3.raw (F4),Hap1_Pos_3.raw (F5),Hap1_Neg_2.raw (F6),Hap1_Pos_2.raw (F7),
7.992,637.51361,+,66446.76676,,,3,,66218.48998,0.0,66446.76676,0.0,42870.90769,0.0,62544.54243,
7.995,906.59918,+,350447.1655,,,3,Adduct of existing peak,343905.1017,0.0,350447.1655,0.0,292363.6694,0.0,349651.947,
7.996,893.5484,-,1155667.328,,,6,,1155667.328,993834.1708,187465.1203,1134419.187,176105.4937,994604.9162,176188.3717,
7.997,1563.10095,-,79569.81544,,,3,Adduct of existing peak,79569.81544,72976.64918,0.0,76816.77518,0.0,75918.28546,0.0,
7.998,847.54333,-,5958556.047,PG 42:7,PG,3,,5164131.284,4473730.691,0.0,5958556.047,0.0,3777249.359,0.0,
7.998,846.53119,-,4520670.028,,,3,,4520670.028,2519412.199,181306.9814,3143284.609,119229.6859,2995241.068,191787.796,
7.999,1487.06897,-,89526.21317,,,4,,72218.24258,82674.75636,0.0,89526.21317,0.0,86425.87723,0.0,
8.001,809.5293,-,796833.2386,,,4,Adduct of existing peak,794816.4292,593900.7134,0.0,796833.2386,0.0,731465.2638,0.0,
8.001,1460.10779,-,191235.6264,,,4,Dimer,157128.8123,182688.9529,0.0,191235.6264,0.0,183745.3412,0.0,
8.003,841.573,-,648589.3017,,,4,Adduct of existing peak,648589.3017,579965.3423,0.0,607227.2788,0.0,584346.7976,0.0,
8.004,759.56061,-,1.235921887E7,,,4,,1.211935794E7,1.199550383E7,0.0,1.235921887E7,0.0,1.135376774E7,0.0,
8.004,685.52374,-,835206.4222,,,4,,829810.7164,740772.0744,0.0,826640.3748,0.0,835206.4222,0.0,
8.004,913.5744,-,715254.7602,,,4,,689384.7969,641849.4421,0.0,715254.7602,0.0,698161.3894,0.0,
8.004,1446.0437,-,124903.8213,,,3,Dimer,124903.8213,84742.96765,0.0,95282.14787,0.0,90664.3257,0.0,
8.004,994.573,-,64851.04882,,,4,Adduct of existing peak,64851.04882,57869.08575,0.0,60791.77914,0.0,61448.34387,0.0,
8.013,786.52393,-,7212775.917,,,4,M+1 isotope,4297375.047,4973305.759,0.0,7212775.917,0.0,3014295.037,0.0,
8.013,571.37463,-,273787.0398,,,4,,257734.001,241300.3845,0.0,273787.0398,0.0,255205.5237,0.0,
8.019,745.49768,-,1.796850675E7,PG 16:1_18:1,PG,6,,1.796850675E7,1.363946643E7,349462.0731,1.583182289E7,445426.5369,1.446943039E7,422593.1581,
8.02,768.48889,-,1330997.044,,,2,Adduct of existing peak,1330997.044,856059.0529,124966.2509,1019997.159,100868.7988,953715.7224,67049.27488,
8.022,827.49994,-,210787.6305,,,4,Adduct of existing peak,209615.6176,210787.6305,0.0,202441.6566,0.0,200462.4786,0.0,
8.023,635.53479,+,181951.4749,,,3,,181951.4749,0.0,173060.1773,0.0,177152.9494,0.0,160706.1116,
8.027,892.51855,+,290261.7285,,,3,Adduct of existing peak,290261.7285,0.0,247877.6758,0.0,289855.104,0.0,244611.5806,
8.03,728.51642,+,6.66359345E7,PC 32:3,PC,3,,4.689951599E7,0.0,6.66359345E7,0.0,4.573935876E7,0.0,4.570694997E7,
8.031,854.56293,+,1.160059583E7,PC 42:10,PC,4,,1.160059583E7,0.0,1.025083049E7,0.0,1.033249847E7,0.0,1.02688441E7,
8.031,786.56836,+,5862169.105,PC[OH] OH-35:3,PC[OH],4,,5862169.105,0.0,5176365.936,0.0,4586483.516,0.0,5337133.96,
8.031,912.61578,+,2319700.053,PC[OH] OH-45:10,PC[OH],4,,2319700.053,0.0,2299642.868,0.0,1951727.768,0.0,2137564.041,
8.032,723.53491,+,3880348.316,,,2,M+1 isotope,3744620.506,0.0,2844569.565,0.0,3880348.316,0.0,3229746.602,
8.033,739.50476,+,1321843.153,,,4,Adduct of existing peak,1321843.153,0.0,930763.3345,0.0,1134817.544,0.0,979655.2638,
8.033,759.60632,+,690933.7684,,,4,,636808.6536,0.0,690933.7684,0.0,550636.8636,0.0,674462.842,
8.034,944.55731,-,356467.2058,,,4,,356467.2058,141200.2004,0.0,269402.8355,0.0,229783.4456,0.0,
8.034,1437.05774,-,127236.1542,,,4,,116815.1093,127236.1542,0.0,115204.1353,0.0,112650.6114,0.0,
8.035,701.55438,+,5.245009665E7,SM d34:2,SM,4,,5.245009665E7,0.0,4.614155889E7,0.0,4.657380651E7,0.0,4.600827119E7,
8.036,862.59949,+,5959564.621,PC[OH] OH-41:7,PC[OH],6,,5959564.621,123729.4296,5929550.157,152949.2196,5013508.216,158188.2193,5477741.891,
8.036,722.52844,+,3636774.433,,,2,Adduct of existing peak,3636774.433,0.0,2783425.292,0.0,3193431.717,0.0,2687020.864,
8.036,825.5495,-,309893.515,,,3,Adduct of existing peak,294078.833,208557.9954,0.0,309893.515,0.0,272992.5251,0.0,
8.038,785.52856,-,2483066.399,,,2,,2483066.399,2054946.427,0.0,2293874.67,0.0,1517659.087,0.0,
8.039,575.49908,+,6004138.975,,,4,,6004138.975,0.0,5817694.904,0.0,5303786.656,0.0,5181919.337,
8.039,862.60968,-,187366.906,,,2,Adduct of existing peak,187366.906,177957.5061,0.0,184928.7874,0.0,165560.4091,0.0,
8.04,938.58521,-,389952.3504,PC 22:6_22:5,PC,4,Redundant Identification,351254.6784,333089.7443,0.0,389952.3504,0.0,370671.6762,0.0,
8.042,1422.99316,-,78332.24865,,,3,,52516.08567,72245.40935,0.0,78332.24865,0.0,77969.67714,0.0,
8.051,834.48315,-,96758.71648,,,3,Adduct of existing peak,83348.40485,96758.71648,0.0,87172.95153,0.0,94035.12737,0.0,
8.056,804.54767,+,3.957072754E7,PC 38:7,PC,4,,3.957072754E7,0.0,3.556840771E7,0.0,3.725400719E7,0.0,3.672122936E7,
8.056,712.45905,-,107014.8779,,,3,Adduct of existing peak,98857.0362,65558.48031,0.0,107014.8779,0.0,70832.50494,0.0,
8.057,1496.00476,-,92552.35176,,,3,,92552.35176,77549.12356,0.0,91876.89618,0.0,83306.5742,0.0,
8.058,842.50342,+,1063997.191,,,4,Adduct of existing peak,1063997.191,0.0,687136.1641,0.0,847150.3824,0.0,919873.9492,
8.058,1540.04517,-,130440.6841,,,4,,90787.65879,130440.6841,0.0,127582.3126,0.0,115351.2636,0.0,
8.059,938.63037,+,428056.4345,PC[OH] OH-47:11,PC[OH],4,,384402.5635,0.0,428056.4345,0.0,393529.2513,0.0,398186.5883,
8.061,769.49207,+,302395.2875,,,2,Adduct of existing peak,302395.2875,0.0,255683.9301,0.0,273473.8776,0.0,284382.7317,
8.063,625.5144,+,3683812.837,Alkenyl-DG P-18:1_20:5,Alkenyl-DG,4,,3683812.837,0.0,3334717.658,0.0,3466420.321,0.0,3340054.157,
8.063,812.58447,+,1066576.191,PC[OH] OH-37:4,PC[OH],4,,970156.4936,0.0,609122.1806,0.0,896361.4648,0.0,1066576.191,
8.064,826.52899,+,2683131.713,,,4,Adduct of existing peak,2683131.713,0.0,2047364.976,0.0,1767217.685,0.0,2146930.495,
8.064,766.47247,+,1067870.095,,,6,Adduct of existing peak,1067870.095,0.0,822042.1501,0.0,962644.8794,0.0,862637.8646,
8.065,1414.00244,-,366115.0839,,,4,Dimer,293581.8755,320923.5891,0.0,366115.0839,0.0,326733.8674,0.0,
8.065,673.49951,-,174688.0123,,,4,,174688.0123,146863.7347,0.0,170813.6021,0.0,168261.764,0.0,
8.066,880.57733,+,2592135.564,PC 22:6_22:5,PC,8,,2539370.47,0.0,2467913.726,0.0,2592135.564,0.0,2551686.904,
8.067,736.50867,-,1.345372706E7,PC 28:0,PC,4,,1.345372706E7,1.216203039E7,0.0,1.32174017E7,0.0,1.257906894E7,0.0,
8.067,662.47162,-,664348.7901,PE-NMe2 28:0,PE-NMe2,4,In-source fragment,664348.7901,556466.5779,0.0,618749.2734,0.0,578186.5334,0.0,
8.067,894.49609,-,139644.2865,,,4,,132596.7999,107567.1783,0.0,139644.2865,0.0,128890.8321,0.0,
8.068,750.49805,+,3146458.187,PC 34:6,PC,3,,2968841.323,0.0,2316788.74,0.0,3146458.187,0.0,2696834.344,
8.069,818.51068,-,633572.5962,,,4,Adduct of existing peak,633572.5962,586715.6923,0.0,629264.7915,0.0,609960.4488,0.0,
8.07,804.60272,+,1207705.956,,,2,,1207705.956,0.0,1123299.231,0.0,1195090.975,0.0,1163488.136,
8.071,595.09717,-,395907.148,,,2,,395907.148,3874.180234,0.0,113475.4076,0.0,73587.65233,0.0,
8.071,900.51373,-,101938.7841,,,4,Adduct of existing peak,95528.5571,86270.57485,0.0,101938.7841,0.0,96630.4297,0.0,
8.074,524.42816,-,80378.92419,,,3,,77480.40827,58599.34744,0.0,80378.92419,0.0,68378.62421,0.0,
8.076,734.49103,+,3556099.375,,,4,,2624312.604,0.0,3556099.375,0.0,2421154.962,0.0,2765366.426,
8.076,808.56506,-,97422.35913,,,3,,66707.58554,88716.48662,0.0,97422.35913,0.0,90367.07499,0.0,
8.077,690.50122,+,988630.731,PC 29:1,PC,3,,988630.731,0.0,456765.5928,0.0,878376.4441,0.0,910595.9352,
8.077,1464.01794,-,103097.7497,,,4,Adduct of existing peak,103097.7497,81862.01276,0.0,92830.25202,0.0,85297.87159,0.0,
8.089,389.33929,-,152056.3969,,,3,,152056.3969,117321.5762,0.0,133541.5249,0.0,124661.4222,0.0,
8.092,445.36545,-,146885.5761,,,3,,146885.5761,111461.0741,0.0,125601.7993,0.0,125494.0506,0.0,
8.093,736.55389,+,6797743.301,PC[OH] OH-31:0,PC[OH],4,,6478257.856,0.0,6797743.301,0.0,6122410.381,0.0,6612553.831,
8.096,678.50195,+,8.290933954E7,PC 28:0,PC,4,,8.290933954E7,0.0,7.59734865E7,0.0,7.442154902E7,0.0,7.728729749E7,
8.097,776.46881,+,313046.1761,,,4,Adduct of existing peak,313046.1761,0.0,277304.0587,0.0,269450.9964,0.0,308021.9612,
8.098,700.48322,+,6044141.722,PC 30:3,PC,4,,6044141.722,0.0,4200463.266,0.0,4841735.804,0.0,4857282.273,
8.099,716.4577,+,2245145.205,,,4,Adduct of existing peak,2245145.205,0.0,1692356.065,0.0,1880109.908,0.0,1928303.876,
8.1,657.49329,-,196590.5162,,,4,,196590.5162,154821.6636,0.0,195755.9897,0.0,160654.8858,0.0,
8.114,750.55835,+,657261.5799,PC[OH] OH-32:0,PC[OH],4,,481131.3913,0.0,595336.3783,0.0,635305.7449,0.0,657261.5799,
8.118,796.50812,-,1954082.509,,,3,,1954082.509,1718670.291,155458.037,1860912.09,370738.372,1161133.124,202183.2204,
8.119,429.3689,+,293303.7991,,,2,,228861.9211,0.0,250891.7759,0.0,268295.5601,0.0,293303.7991,
8.12,734.47223,-,1772594.199,PE 36:6,PE,4,,1772594.199,764746.7572,691928.8711,1046867.045,795760.643,860444.5312,820940.2278,
8.122,324.28818,-,204245.6339,,,4,,204245.6339,172861.4264,0.0,190027.5717,0.0,176581.6729,0.0,
8.125,760.5061,+,3506996.326,,,4,,2990339.202,0.0,3016921.922,0.0,3059305.772,0.0,3506996.326,
8.134,716.51672,+,6067363.835,PC 31:2,PC,2,,6067363.835,0.0,3859327.676,0.0,4405872.77,0.0,5791900.588,
8.15,762.52429,-,1.851428004E7,PC 30:1,PC,4,,8950273.67,1.851428004E7,0.0,1.777106773E7,0.0,1.488291642E7,0.0,
8.153,1466.03259,-,555713.3991,,,2,Dimer,555713.3991,476195.3653,0.0,476714.0911,0.0,385841.7723,0.0,
8.156,904.52606,-,77658.98384,,,2,,66002.54155,68089.94282,0.0,77658.98384,0.0,53272.98904,0.0,
8.158,684.45691,-,421540.1759,,,4,,421540.1759,363220.4027,0.0,247012.949,0.0,175137.669,0.0,
8.159,822.52344,-,4462727.958,,,5,,4032158.913,3998674.454,351036.1184,4462727.958,326522.7255,4331140.665,377923.0767,
8.16,874.56512,-,716360.8381,,,2,Adduct of existing peak,669221.7371,426578.5255,0.0,593253.2743,0.0,716360.8381,0.0,
8.162,811.54419,-,6903597.222,,,2,,4622042.621,6339922.698,0.0,6903597.222,0.0,5534828.655,0.0,
8.162,1516.047,-,237357.4186,,,4,,214664.0546,177705.4876,0.0,237357.4186,0.0,206886.8447,0.0,
8.163,771.51245,-,7078590.206,PG 18:2_18:1,PG,4,,5640884.169,4523651.689,0.0,4067934.504,0.0,7078590.206,0.0,
8.163,843.53369,-,3112898.932,,,7,,3112898.932,1958295.96,369212.081,2419171.49,321044.0476,1948183.381,334605.3671,
8.169,812.51764,+,1204766.232,PE 42:10,PE,3,,1078400.427,0.0,1204766.232,0.0,981527.3522,0.0,1131881.412,
8.177,804.51306,-,2152000.491,,,4,Adduct of existing peak,1520437.684,1901354.11,0.0,2152000.491,0.0,1979699.313,0.0,
8.179,735.56079,-,207889.9354,,,4,,206811.1616,201262.272,0.0,207889.9354,0.0,195457.1744,0.0,
8.18,1084.6355,-,65280.17667,,,2,,62880.4244,54301.35595,0.0,65280.17667,0.0,62557.54985,0.0,
8.182,812.53979,-,6421411.394,PC 14:0_20:4,PC,2,Redundant Identification,5957742.8,5092984.586,0.0,5921850.063,0.0,6421411.394,0.0,
8.183,701.55359,+,1.102931058E7,SM d34:2,SM,2,,5590117.538,0.0,1.096271216E7,0.0,1.102931058E7,0.0,6969861.511,
8.183,1548.0387,-,224491.7909,,,4,,224491.7909,80594.74215,0.0,151561.8715,0.0,138564.5543,0.0,
8.184,791.54938,+,610295.873,,,2,,508432.0903,0.0,284030.2897,0.0,565029.7921,0.0,610295.873,
8.191,585.51959,+,383202.1812,,,4,,383202.1812,0.0,355370.8355,0.0,361102.9567,0.0,382522.8487,
8.191,1043.89783,+,187880.8246,,,2,,187880.8246,0.0,184396.4212,0.0,163105.2652,0.0,159170.3969,
8.193,897.54309,-,2589489.354,,,7,,2589489.354,2285726.161,170090.9766,2348713.726,165497.3351,2228532.157,207894.0755,
8.194,613.51477,+,1031292.271,,,4,,1031292.271,0.0,991739.5361,0.0,896871.0027,0.0,1005166.182,
8.195,325.30847,-,2187081.773,,,4,,2185103.153,1899039.999,0.0,2187081.773,0.0,2084645.323,0.0,
8.195,970.57404,-,73878.89801,,,3,,73878.89801,65741.24179,0.0,72972.28993,0.0,66416.57962,0.0,
8.196,869.54913,-,7540151.534,,,7,,7540151.534,3842454.904,947948.6269,5729959.078,888591.5918,3942456.479,727004.0362,
8.197,773.52887,-,1.000950876E7,PG 18:1_18:1,PG,4,,1.000950876E7,7282976.289,0.0,8654680.715,0.0,5430203.77,0.0,
8.198,841.56274,+,663359.9054,,,4,,557848.1518,0.0,545422.4763,0.0,616397.6637,0.0,663359.9054,
8.2,754.53217,+,3.391793956E7,PC 14:0_20:4,PC,6,,3.175357437E7,0.0,3.230487926E7,0.0,3.204408453E7,0.0,3.391793956E7,
8.2,776.51355,+,1991095.507,PC 36:7,PC,4,,1931259.323,0.0,1486718.911,0.0,1702974.727,0.0,1991095.507,
8.201,812.58435,+,3486690.304,PC[OH] OH-37:4,PC[OH],4,,2486092.797,0.0,3486690.304,0.0,3006555.367,0.0,2945547.186,
8.201,792.48865,+,699873.5902,,,4,Adduct of existing peak,699873.5902,0.0,503396.1366,0.0,564780.7712,0.0,698605.9809,
8.203,652.48792,-,86185.23305,,,3,,82551.09611,86185.23305,0.0,83711.08255,0.0,84201.71313,0.0,
8.209,677.55432,+,960353.7915,SM d32:0,SM,3,,956743.5193,0.0,923167.738,0.0,850254.9429,0.0,960353.7915,
8.211,888.56982,-,3192924.08,,,6,Adduct of existing peak,3192924.08,2164257.53,541078.9177,2440081.205,541266.5265,2258708.259,518790.9405,
8.212,762.56903,+,2.059650405E7,PC[OH] OH-33:1,PC[OH],4,,2.059650405E7,0.0,1.375028015E7,0.0,1.338716702E7,0.0,1.38728707E7,
8.212,762.5025,+,5740392.772,PE 38:7,PE,4,,5608019.713,0.0,5740392.772,0.0,3885120.404,0.0,4771990.537,
8.217,830.52887,-,880870.4556,,,4,Adduct of existing peak,702126.244,780146.0918,0.0,880870.4556,0.0,828828.5847,0.0,
8.223,639.53058,+,547948.2071,,,4,,547948.2071,0.0,510867.0478,0.0,524797.5602,0.0,495978.4403,
8.226,888.61676,+,1689093.142,,,4,,1689093.142,0.0,1505605.725,0.0,1491717.605,0.0,1546948.908,
8.226,589.51447,+,366236.6997,,,3,Adduct of existing peak,366236.6997,0.0,363707.6387,0.0,344291.3324,0.0,346459.0392,
8.227,611.53558,+,750366.7795,,,4,,750366.7795,0.0,729912.1636,0.0,627040.9502,0.0,696124.8589,
8.231,852.54541,+,879164.4135,,,4,Adduct of existing peak,879164.4135,0.0,621484.9583,0.0,574953.8823,0.0,588367.9596,
8.232,830.56372,+,1.680009833E7,PC 40:8,PC,4,,1.680009833E7,0.0,1.616925574E7,0.0,1.487454904E7,0.0,1.41117939E7,
8.232,964.60028,-,79719.9033,,,2,Adduct of existing peak,75259.18566,66589.1845,0.0,79719.9033,0.0,77692.38995,0.0,
8.234,914.5849,-,1024620.696,,,5,Adduct of existing peak,1019870.034,1024620.696,391967.6223,899217.3408,307125.3234,896779.4456,366065.6528,
8.236,868.51666,+,242387.5572,,,3,Adduct of existing peak,203143.7587,0.0,162650.8698,0.0,242387.5572,0.0,219558.3964,
8.238,368.34946,+,504087.1978,,,4,,504087.1978,0.0,482757.2683,0.0,499058.399,0.0,500139.1424,
8.239,742.47351,+,4874398.751,,,5,Adduct of existing peak,4874398.751,0.0,3733374.25,0.0,2626142.757,0.0,3490166.472,
8.24,339.28659,+,756483.8265,,,2,,732190.3403,0.0,725044.552,0.0,756483.8265,0.0,370061.715,
8.243,838.55457,-,9423067.78,PC 16:1_20:4,PC,3,Redundant Identification,9423067.78,7051320.259,0.0,7674491.332,0.0,6829083.398,0.0,
8.244,634.44116,-,110779.2201,PE 28:0,PE,2,,110779.2201,96667.54898,0.0,98182.67654,0.0,94813.78929,0.0,
8.244,754.4986,-,66626.05052,,,2,,26513.2914,66626.05052,0.0,56064.76936,0.0,52278.92613,0.0,
8.246,594.48096,+,583704.8092,,,4,,538249.2249,0.0,517305.2638,0.0,583704.8092,0.0,544893.3651,
8.246,730.54303,-,86228.61439,,,3,,80498.92316,69198.8261,0.0,85481.99259,0.0,86228.61439,0.0,
8.247,1179.72742,-,218644.7838,,,5,,135855.2638,218644.7838,99017.58167,114775.1193,57749.41398,124529.0978,69741.71525,
8.253,768.54956,-,54988.41317,,,3,,54682.15454,46269.7296,0.0,54988.41317,0.0,48462.15902,0.0,
8.254,817.15302,-,352219.2096,,,2,,352219.2096,2897.860289,0.0,81775.7654,0.0,41154.84515,0.0,
8.255,915.58893,-,603985.0137,,,3,Adduct of existing peak,603985.0137,559743.8437,0.0,409721.1805,0.0,398597.9342,0.0,
8.255,1542.06274,-,386049.9042,,,4,Adduct of existing peak,343235.6075,323590.8231,0.0,386049.9042,0.0,369822.6759,0.0,
8.255,727.10376,-,324634.7311,,,2,,324634.7311,2856.01451,0.0,66155.41326,0.0,35913.08314,0.0,
8.256,1466.03296,-,1243671.446,,,5,Dimer,1243671.446,646730.5643,0.0,688916.6573,0.0,373562.759,0.0,
8.259,748.48682,-,136660.1627,,,2,,112780.8467,86323.98168,0.0,90658.35255,0.0,136660.1627,0.0,
8.26,762.52435,-,3.459200518E7,PC 14:0_16:1,PC,4,Redundant Identification,3.459200518E7,2.357097891E7,0.0,2.358303513E7,0.0,2.568249922E7,0.0,
8.26,824.47638,+,203057.8723,,,2,Adduct of existing peak,203057.8723,0.0,105165.9671,0.0,174362.841,0.0,187054.4485,
8.262,704.51782,+,2.715690719E8,PC 14:0_16:1,PC,11,,1.973781092E8,0.0,2.419674058E8,0.0,2.715690719E8,0.0,2.553289493E8,
8.264,1492.04749,-,860146.4838,,,4,,860146.4838,829514.1145,0.0,854831.2675,0.0,839603.2272,0.0,
8.265,688.48761,-,1468392.74,PE-NMe2 30:1,PE-NMe2,4,In-source fragment,1468392.74,671092.2167,0.0,569044.6953,0.0,940815.3958,0.0,
8.267,566.47473,-,282308.8027,,,4,Adduct of existing peak,267821.5036,259768.42,0.0,277217.9566,0.0,282308.8027,0.0,
8.267,738.47845,-,144303.4084,,,3,Adduct of existing peak,114471.1525,100144.9701,0.0,144303.4084,0.0,134113.4321,0.0,
8.268,506.45349,-,287374.1479,Cer[NS] d18:2_14:0,Cer[NS],4,RT out of class range,287374.1479,229924.0343,0.0,245004.819,0.0,274187.6809,0.0,
8.269,906.59869,+,725534.1675,,,3,,437521.3109,0.0,518181.3802,0.0,519675.9694,0.0,725534.1675,
8.271,734.56305,+,224339.6495,,,3,,188385.453,0.0,224339.6495,0.0,193890.8683,0.0,134902.652,
8.277,938.58521,-,197085.2232,,,3,Adduct of existing peak,136678.6498,178753.0382,0.0,183870.5546,0.0,197085.2232,0.0,
8.28,780.54779,+,3.518847787E7,PC 16:1_20:4,PC,8,,3.45658841E7,19736.00952,3.518847787E7,15833.55581,3.040182249E7,21572.12887,3.237906786E7,
8.281,856.578,+,1.13623233E7,PC 42:9,PC,4,,6967959.71,0.0,7839504.295,0.0,9109201.236,0.0,1.13623233E7,
8.285,818.50342,+,972527.9879,,,4,Adduct of existing peak,972527.9879,0.0,706471.0826,0.0,902927.3992,0.0,902093.7742,
8.29,802.48523,+,571693.8149,,,2,Adduct of existing peak,497472.0903,0.0,429462.1039,0.0,422068.4138,0.0,571693.8149,
8.29,1451.06982,-,74434.09664,,,3,,57393.11071,64337.73061,0.0,74434.09664,0.0,68618.62297,0.0,
8.296,799.54395,-,4793389.656,PG 18:1_20:2,PG,4,,4320452.865,2405552.224,0.0,4793389.656,0.0,2501531.221,0.0,
8.297,733.49847,-,936636.5001,PG 33:1,PG,4,,936636.5001,740821.1843,0.0,811792.3595,0.0,727312.6082,0.0,
8.304,991.5462,-,285306.9764,,,4,,246454.815,222235.8327,0.0,285306.9764,0.0,278307.6155,0.0,
8.305,686.17834,+,725552.7492,,,4,,725552.7492,0.0,141279.1663,0.0,208629.1734,0.0,200436.5106,
8.307,909.54395,-,2.315611057E7,PI 40:6,PI,7,,2.218195378E7,2.22205218E7,1737737.741,2.315611057E7,1572917.843,2.00197137E7,1261612.617,
8.307,880.57739,+,1316192.193,PC 44:11,PC,3,,1316192.193,0.0,1039102.403,0.0,910705.9532,0.0,1132951.388,
8.311,750.52405,-,766312.4798,PC 29:0,PC,3,,661119.7449,741392.6864,0.0,766312.4798,0.0,728265.0538,0.0,
8.312,838.60004,+,4784415.531,PC[OH] OH-39:5,PC[OH],3,,4197158.953,0.0,4784415.531,0.0,4648051.343,0.0,4427269.327,
8.317,829.56409,-,173866.1022,,,3,,132920.6384,173866.1022,0.0,161658.0375,0.0,149273.964,0.0,
8.323,762.56812,+,6012407.889,,,4,,2565972.403,0.0,6012407.889,0.0,5760821.276,0.0,5681536.556,
8.325,673.52368,-,255985.591,,,4,,247879.2523,245709.4484,0.0,255985.591,0.0,240886.4155,0.0,
8.325,1477.0885,-,147171.2968,,,3,Adduct of existing peak,135920.3787,146788.1705,0.0,147171.2968,0.0,142356.9561,0.0,
8.327,747.56134,-,3901669.51,,,4,Adduct of existing peak,3901669.51,3615939.187,0.0,3789890.629,0.0,3715377.439,0.0,
8.327,941.52991,-,163030.4577,,,3,,85894.96926,163030.4577,0.0,142056.2107,0.0,157908.3917,0.0,
8.332,659.46045,-,811856.8646,,,2,,811856.8646,805620.0688,0.0,790522.3839,0.0,742828.1201,0.0,
8.336,1589.052,-,216867.3683,,,2,,141822.8568,163439.7122,0.0,132271.9241,0.0,216867.3683,0.0,
8.338,859.52899,-,1.446797563E7,PI 36:3,PI,7,,1.244388802E7,1.320965014E7,2308087.201,1.446797563E7,1613909.6,1.303319034E7,1602708.091,
8.338,651.5293,+,2962227.456,,,4,,2836205.224,0.0,2919806.449,0.0,2880975.345,0.0,2962227.456,
8.338,928.58276,+,2495405.932,,,4,,2251957.915,0.0,2303083.076,0.0,2495405.932,0.0,2264684.444,
8.339,716.5166,+,4420264.189,PC 31:2,PC,4,,4376598.578,0.0,4275653.249,0.0,4420264.189,0.0,4046759.912,
8.339,933.53918,+,408290.0414,,,4,Adduct of existing peak,372096.4919,0.0,408290.0414,0.0,355619.2476,0.0,337818.5849,
8.342,660.45624,-,1410506.845,PE 30:1,PE,6,,1410506.845,793524.3204,600836.1867,340836.1284,613664.6505,727094.2354,680934.9721,
8.343,710.47235,-,2219409.46,PE 14:0_20:4,PE,7,,2219409.46,1359666.555,1011598.876,1437315.722,936920.0485,1303773.752,940339.5523,
8.347,1569.08289,-,515575.9436,,,2,M+1 isotope,515575.9436,207765.5599,0.0,216376.6065,0.0,250257.2195,0.0,
8.347,626.21155,+,438243.5363,,,3,,438243.5363,0.0,179617.3109,0.0,199699.6057,0.0,161469.6738,
8.349,759.51349,-,1338134.758,PG 17:1_18:1,PG,4,,1183845.485,1063262.743,0.0,1291347.124,0.0,1338134.758,0.0,
8.351,792.54742,+,2417631.222,PC 37:6,PC,3,,2054154.569,0.0,2405201.78,0.0,2188615.555,0.0,2417631.222,
8.352,850.59839,+,264155.1802,,,4,,207073.3303,0.0,242186.8501,0.0,264155.1802,0.0,254664.4921,
8.355,589.45612,+,292529.5355,,,2,,239717.5163,0.0,264274.7948,0.0,274481.3899,0.0,292529.5355,
8.359,664.4151,-,356696.0085,,,3,Adduct of existing peak,356696.0085,54746.91929,0.0,139015.7388,0.0,84375.01002,0.0,
8.36,1518.06042,-,925705.8509,,,4,Dimer,925705.8509,579877.8554,0.0,649600.1415,0.0,618128.8293,0.0,
8.36,711.53528,+,716719.0388,,,4,Adduct of existing peak,698741.3549,0.0,612397.8265,0.0,692087.7746,0.0,716719.0388,
8.361,689.55493,+,1.736804882E7,SM d33:1,SM,4,,1.736804882E7,0.0,1.714319557E7,0.0,1.661040488E7,0.0,1.685630108E7,
8.362,788.5387,-,4.632128732E7,PC 32:2,PC,4,Redundant Identification,4.632128732E7,2.928197037E7,0.0,2.666485201E7,0.0,2.096398003E7,0.0,
8.368,601.51428,+,2872916.63,Alkenyl-DG P-16:0_20:4,Alkenyl-DG,4,,2727598.016,0.0,2856756.239,0.0,2713983.503,0.0,2872916.63,
8.368,883.526,+,345584.1333,,,4,Adduct of existing peak,278101.8831,0.0,302817.7315,0.0,302728.506,0.0,345584.1333,
8.368,899.48969,+,96248.02296,,,2,Adduct of existing peak,52095.44724,0.0,90849.88643,0.0,51262.95396,0.0,96248.02296,
8.373,695.45905,-,139959.0898,,,2,,139959.0898,123493.7964,0.0,125505.5543,0.0,137628.6736,0.0,
8.379,808.56433,+,1.932480919E7,,,2,,1.932480919E7,0.0,2723384.519,0.0,6450285.552,0.0,3842107.14,
8.38,788.52185,+,3180653.365,PE 40:8,PE,3,,2845649.962,0.0,2895283.698,0.0,3180653.365,0.0,2899636.893,
8.38,878.56787,+,1818708.098,,,5,,1818708.098,659378.9429,1256048.009,717699.2754,1098345.787,692250.4365,905602.6892,
8.38,1568.07788,-,444785.4555,,,2,Adduct of existing peak,425492.1498,436424.4058,0.0,444785.4555,0.0,263472.0328,0.0,
8.385,796.60095,+,215251.3846,,,2,,165315.8592,0.0,215251.3846,0.0,184734.1553,0.0,199705.8353,
8.386,894.19867,-,112387.6003,,,3,,112387.6003,3254.72329,0.0,80940.69744,0.0,54979.57896,0.0,
8.387,752.51367,+,1.385119524E7,PC 34:5,PC,4,,1.099971107E7,0.0,1.037848433E7,0.0,1.385119524E7,0.0,1.061859799E7,
8.389,780.51349,-,4796001.681,,,4,,3445792.808,4474107.358,0.0,4796001.681,0.0,4578303.728,0.0,
