Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Rep1.raw (F1),Hap1_Neg_1.raw (F2)+Hap1_Pos_1.raw (F3),Hap1_Neg_3.raw (F4)+Hap1_Pos_3.raw (F5),Hap1_Neg_2.raw (F6),
11.573,566.54785,-,89102.95661,Cer[NS] d18:0_18:0,Cer[NS],3,81844.04808,89102.95661,84929.42236,83288.84094,
11.575,798.59595,+,2.937250394E7,PE 40:3,PE,7,2.937250394E7,1.589697361E7,1.533623665E7,1.56577516E7,
11.577,866.65662,+,2342087.372,PC 42:4,PC,2,2136356.654,2261383.651,2342087.372,1403867.78,
11.579,690.60028,-,925053.0619,,,4,773149.7483,925053.0619,867289.358,884317.3722,
11.584,826.67279,-,113678.5071,,,3,103822.3414,113678.5071,100610.8148,98575.28079,
11.595,629.54584,+,237731.1477,,,2,155190.3221,103000.8536,205130.1683,237731.1477,
11.596,856.64673,+,606655.3732,,,4,569748.3047,606655.3732,515325.9469,580334.2314,
11.596,854.66754,-,414786.6015,,,4,414786.6015,396937.4234,373742.0302,362767.0621,
11.597,820.57739,+,1959381.399,PC 39:6,PC,4,1959381.399,1724805.528,1839072.084,1758293.932,
11.601,786.59607,+,3120002.661,PC 36:2,PC,5,3120002.661,1376683.191,2045665.425,2210275.205,
11.602,826.53058,-,131103.2792,,,3,45136.26506,131103.2792,108498.6266,98907.67799,
11.603,758.56635,-,1962866.249,PE 18:1_19:0,PE,4,1702856.158,1962866.249,1824107.227,1783609.165,
11.607,1026.1864,+,542118.8492,,,4,542118.8492,161457.3604,212965.4689,163898.1935,
11.607,728.61487,-,181507.7026,,,3,165695.1213,174039.99,181507.7026,179267.6744,
11.61,892.5603,-,136854.1062,,,4,72623.33086,134668.7715,135123.3726,136854.1062,
11.613,1274.78711,-,125166.9134,,,2,110704.6417,125166.9134,98937.89688,101480.622,
11.618,941.65967,-,139172.8686,,,2,126940.1895,139172.8686,125686.6556,126355.3398,
11.623,862.66376,+,389974.9423,,,4,389974.9423,348514.1437,309885.3713,383540.956,
11.625,840.6413,+,1487111.465,PC 40:3,PC,2,1487111.465,1452005.804,1467082.299,1064860.516,
11.625,704.55408,+,196730.6121,,,2,11087.10623,196730.6121,52611.36807,74584.80129,
11.627,690.6463,+,167834.5629,,,4,143650.307,120810.8522,125368.9795,167834.5629,
11.63,859.65729,-,914961.6044,,,2,914961.6044,789312.0549,798836.3917,763077.0071,
11.632,887.68091,-,998961.9756,,,3,777119.68,998961.9756,982144.1744,927082.7299,
11.634,608.55878,-,230867.1319,,,4,209515.7204,230867.1319,194080.7999,197267.8228,
11.637,706.52185,-,92174.90855,,,2,74010.03081,75944.32273,92174.90855,87645.89276,
11.639,730.5694,+,8008766.007,Plasmenyl-PE P-18:0_18:1,Plasmenyl-PE,7,7869684.28,8008766.007,6502262.75,7971714.346,
11.642,723.58533,-,300988.7196,,,4,191778.3939,215181.3384,300988.7196,273868.8973,
11.644,660.58954,-,1204008.166,,,4,1204008.166,926829.1497,928670.2012,857698.849,
11.645,796.66119,+,234261.9039,,,2,234261.9039,211897.3398,224938.4587,220299.0445,
11.651,619.56152,+,153828.1018,,,4,153828.1018,150354.8205,133758.0763,148878.1915,
11.653,480.51047,+,135316.1492,,,3,135316.1492,114872.3604,128866.058,129292.1637,
11.654,800.6474,+,1.036376202E7,Ether-PC O-38:2,Ether-PC,4,1.036376202E7,8804141.707,9504287.135,9230509.998,
11.657,452.51569,+,1348231.846,,,4,1348231.846,893350.2381,1168731.981,1247153.606,
11.661,589.55109,+,154273.3455,,,2,67579.10193,154273.3455,133362.597,148140.048,
11.664,782.56183,+,569517.2851,,,3,360447.1444,535208.3154,509949.2262,569517.2851,
11.665,703.54773,-,9605683.834,,,4,9605683.834,9357091.081,9380149.478,8970777.444,
11.667,568.59882,+,309129.6396,,,4,289559.4928,284890.0186,249761.9388,309129.6396,
11.68,874.62543,+,703147.4575,PE 46:7,PE,4,695111.3214,703147.4575,652095.7682,667003.6319,
11.687,688.58276,+,2183348.264,,,2,2183348.264,2098530.279,1944781.79,1808788.422,
11.689,1030.7345,-,1487210.733,,,3,1194798.868,1487210.733,1254415.572,1215897.406,
11.696,644.59314,+,208790.7717,,,3,193643.8702,191396.233,123163.3537,208790.7717,
11.698,829.67419,+,2119009.675,,,4,2119009.675,2084563.602,2016501.469,2060405.627,
11.701,1112.73694,-,299506.8272,,,4,248686.0727,299506.8272,259563.5268,249367.4966,
11.702,697.5697,-,467726.4357,,,4,346302.2825,321887.4471,467726.4357,418727.7699,
11.706,361.27087,+,316936.4514,,,2,316936.4514,278200.9653,268189.2734,250138.3116,
11.71,627.53027,+,489775.1403,Plasmenyl-DG P-18:0_20:5,Plasmenyl-DG,3,455333.5848,285480.2883,166118.409,489775.1403,
11.711,884.8363,+,83026.80649,,,4,68004.69844,74494.93728,83026.80649,82597.17821,
11.712,662.56805,+,1.963851547E7,,,4,1.963851547E7,1.480648846E7,1.485880331E7,1.588573438E7,
11.718,882.65424,-,617333.0249,,,3,194056.6608,617333.0249,205356.5362,211049.7244,
11.721,494.56232,+,5858940.894,,,3,5640444.744,5148838.728,5612592.995,5858940.894,
11.723,808.61646,+,1456049.721,,,7,1456049.721,802753.3765,747225.7306,815904.6119,
11.723,877.68182,+,468253.5317,,,2,468253.5317,457048.8294,297664.4049,290022.0062,
11.726,634.57385,-,1859792.706,Cer[AS] d18:2_22:0,Cer[AS],4,1859792.706,1586877.586,1615142.564,1533176.599,
11.727,748.57886,+,188505.9518,,,3,185232.8888,183783.656,166556.7596,188505.9518,
11.731,743.61121,-,130455.7509,,,3,60524.0013,79692.53198,130455.7509,99548.13899,
11.734,950.68439,-,1302030.284,PC 20:4_24:1,PC,4,1302030.284,1203857.64,1172731.856,1172974.931,
11.734,1165.75793,-,468475.4156,,,3,341328.516,430576.919,468475.4156,448544.1757,
11.737,976.69391,-,461041.5895,PC 20:4_26:2,PC,4,461041.5895,397554.8094,421798.7064,401350.6297,
11.738,874.64874,-,6010031.71,,,5,6010031.71,4280866.786,4978292.724,4797082.324,
11.743,848.60767,+,1680726.47,PE 44:6,PE,6,894146.4035,1680726.47,451574.5375,658054.5964,
11.745,1157.16052,-,467110.5945,,,2,467110.5945,13983.7261,227296.9845,104088.1611,
11.748,698.25018,+,1.937524094E7,,,3,741253.4154,811464.4063,1.937524094E7,766176.6031,
11.753,974.73486,+,354358.26,,,4,354358.26,343378.3573,289579.0008,310881.7298,
11.756,770.599,+,411669.5171,,,7,411669.5171,212909.0444,213459.6448,237880.3408,
11.757,1117.69263,-,179741.4271,,,2,124782.2586,86540.10703,101586.1465,179741.4271,
11.766,618.57709,+,336597.3912,Cer[NS] d40:3,Cer[NS],4,336597.3912,278246.553,300301.9416,312982.3792,
11.772,591.49225,+,441335.3964,,,4,441335.3964,386840.5772,418301.8907,350522.2977,
11.777,1186.0105,+,139466.7435,,,3,139466.7435,106673.21,96768.34949,85863.62263,
11.778,762.63214,+,1670993.203,Ether-PC O-35:0,Ether-PC,4,1670993.203,1606066.226,1541271.799,1620537.403,
11.778,680.61487,-,1127665.741,,,7,1127665.741,934381.6523,847005.2328,757962.4917,
11.782,892.67279,+,4791837.708,PC 44:5,PC,4,4791837.708,4501922.632,4416041.882,4619950.532,
11.783,920.62756,+,235249.433,,,3,235249.433,116389.2956,170342.3954,166485.2098,
11.784,782.60077,+,3995151.621,,,4,3995151.621,2288388.177,2102882.834,2242372.879,
11.784,824.64691,+,802962.3008,Ether-PC O-40:4,Ether-PC,3,559504.0326,764806.8578,662366.2553,802962.3008,
11.784,725.52521,+,145613.2981,,,2,145613.2981,69371.41443,106242.1026,63165.18644,
11.785,617.50757,+,4680987.236,,,4,4680987.236,3408048.897,4025601.495,3379164.427,
11.787,918.68854,+,1647017.103,PC 46:6,PC,4,1645830.682,1647017.103,1479761.493,989455.9356,
11.789,816.64166,+,1.76113314E7,PC 38:1,PC,4,1.597516843E7,1.679633568E7,1.76113314E7,1.700374748E7,
11.791,693.49298,+,264680.5752,,,3,254849.8276,250621.9013,264680.5752,253492.8879,
11.797,924.66394,-,616579.4638,PC 20:4_22:0,PC,3,140140.8818,616579.4638,365739.8668,345659.4492,
11.8,953.68719,-,8134263.673,,,4,7809387.358,8134263.673,7760389.287,7542362.287,
11.801,871.6861,-,7.206447609E7,,,4,7.126136147E7,7.206447609E7,6.776343419E7,6.617224072E7,
11.805,797.64819,-,3468194.551,,,3,3259049.839,3468194.551,3037468.323,2741975.287,
11.807,1035.68921,-,1299249.843,,,3,1149287.848,1299249.843,1089071.881,1199949.027,
11.812,976.7417,+,129338.0515,,,2,111128.3361,119802.6941,91904.25047,129338.0515,
11.816,690.60028,-,228904.3963,,,2,91327.89573,171524.9686,228904.3963,214738.4335,
11.817,1131.75659,-,171878.5804,,,3,73998.52417,171878.5804,157865.1194,115961.5276,
11.818,982.66577,-,1618887.86,,,4,1618887.86,1430934.986,1458371.828,1276933.739,
11.82,638.56769,+,5183987.779,DG 18:1_18:1,DG,4,5183987.779,3907426.285,3953701.732,4159472.698,
11.824,732.58447,+,4115383.69,Ether-PC O-33:1,Ether-PC,6,4115383.69,2436786.862,2175679.778,2082214.216,
11.832,714.62018,-,211966.1975,,,3,151133.025,211966.1975,139663.0966,163817.4603,
11.833,828.58185,+,689079.6722,,,4,519336.6737,625548.485,415145.1969,689079.6722,
11.837,1020.73151,+,355153.7493,,,3,237592.8976,338545.8924,307222.0038,355153.7493,
11.841,796.58185,-,1193594.765,PE 20:3_20:0,PE,5,1193594.765,672691.7403,675114.7458,671876.2604,
11.845,900.71027,+,4724171.82,PC[OH] OH-43:2,PC[OH],4,4724171.82,4305002.185,3730781.768,4513834.812,
11.847,813.67883,+,1.895438265E8,SM d42:2,SM,4,1.797740097E8,1.809734644E8,1.763749168E8,1.895438265E8,
11.849,842.65668,+,4.468893866E7,PC 18:1_22:1,PC,8,4.468893866E7,4.241239938E7,4.167004659E7,4.295779123E7,
11.849,871.73029,+,3116335.295,,,4,2831694.243,3047930.922,2494467.954,3116335.295,
11.852,813.25726,+,262648.5334,,,2,88652.62441,212866.5917,262648.5334,117628.1818,
11.863,956.65033,-,1669923.375,,,4,1669923.375,1350947.152,1648532.882,1553765.361,
11.873,1038.65283,-,306558.4703,,,4,306558.4703,165603.5092,294449.1679,275368.9418,
11.876,1264.29016,-,271034.1071,,,2,271034.1071,12654.54314,203674.5228,104515.292,
11.876,765.59882,-,147653.5042,,,4,129578.6327,140842.7084,143778.6528,147653.5042,
11.881,874.69458,+,6715486.854,PC[OH] OH-41:1,PC[OH],4,6715486.854,5753878.92,4958827.478,6110887.508,
11.884,1091.67944,-,118958.3064,,,2,79634.88459,118958.3064,78192.80246,81749.13628,
11.887,449.43307,-,216707.7361,,,2,209845.262,216707.7361,204594.2197,204261.5347,
11.893,845.67059,-,1.141009311E7,,,4,4465317.683,1.141009311E7,5647520.932,6040718.959,
11.893,771.63257,-,554095.3226,,,4,218218.6531,554095.3226,269539.7515,275870.3667,
11.896,1175.17065,-,2024268.653,,,3,2024268.653,109641.7223,599296.2945,288932.4342,
11.896,723.58752,-,116298.6817,,,3,85310.66573,91742.8345,116298.6817,108798.0312,
11.898,1008.6825,-,824575.1968,,,4,704672.8975,824575.1968,666235.3229,641272.2702,
11.898,943.64587,-,272029.0471,,,4,114606.4641,272029.0471,140885.6456,155993.9723,
11.899,816.64221,+,4.976427148E7,PC 38:1,PC,4,4.976427148E7,4.495846301E7,4.393818282E7,4.588844646E7,
11.904,924.7088,+,816528.3935,,,4,804391.3357,816528.3935,689327.4928,804106.7073,
11.907,927.72839,+,531985.3403,,,2,531985.3403,467089.2421,371315.6028,478539.604,
11.912,1085.12158,-,1222725.416,,,2,1222725.416,46614.88994,344988.9757,213836.8601,
11.914,610.57397,-,481626.087,,,4,453306.3826,481626.087,428316.7984,449787.8625,
11.914,996.73383,+,399156.1468,,,4,357506.1204,399156.1468,356955.2344,326936.6167,
11.914,1064.66748,-,221293.7128,,,2,221293.7128,167898.1786,210425.9479,196590.666,
11.917,868.67273,+,1.521089767E7,PC 42:3,PC,4,1.521089767E7,1.383810042E7,1.384962209E7,1.382582884E7,
11.923,839.69354,+,2141228.829,SM d44:3,SM,4,2085741.396,2011131.738,2141228.829,2071083.969,
11.927,806.59991,+,303364.0883,PE O-42:5,Plasmenyl-PE,5,301820.8974,303364.0883,243112.3455,260788.7782,
11.928,858.66278,-,1606044.722,Ether-PC O-20:0_18:2,Ether-PC,4,445102.5831,1606044.722,570843.0099,706037.6662,
11.929,845.71588,+,135961.6735,,,2,59366.85446,135961.6735,88133.10682,96520.43634,
11.947,787.66376,+,1.87547664E7,SM d40:1,SM,4,1.113503476E7,1.87547664E7,1.10833759E7,1.436355813E7,
11.947,692.61566,-,1272264.357,,,4,1272264.357,1205233.181,1102205.791,1148300.199,
11.952,885.63049,+,184179.6543,,,2,132613.2366,184179.6543,83866.60725,141064.2326,
11.953,1040.32874,+,1068631.614,,,4,1068631.614,147029.0739,283283.9054,164237.7394,
11.955,808.65912,+,2323934.233,HexCer[NS] d42:3,HexCer[NS],2,2089259.701,1205705.186,968645.9324,2323934.233,
11.956,1081.35486,+,1017286.31,,,4,1017286.31,137569.7255,239878.5904,251231.8119,
11.96,826.66205,+,4797769.917,Ether-PC O-40:3,Ether-PC,8,4797769.917,3980920.847,4149063.663,3024686.129,
11.961,694.59509,-,231957.6838,,,3,205840.387,146655.652,231957.6838,156133.4495,
11.962,691.54742,-,80653.43788,,,4,80653.43788,68356.03718,73714.07676,69052.80826,
11.965,552.56732,+,129870.8825,,,3,123466.2291,128558.5783,98578.91973,129870.8825,
11.966,629.54584,+,218004.2975,,,2,152403.0688,198239.3809,98834.41583,218004.2975,
11.969,510.55756,+,1062092.269,,,3,1062092.269,934859.6262,787883.8798,1001742.496,
11.972,873.69086,-,1047666.935,,,2,948613.6968,1047666.935,1045811.89,1005986.248,
11.973,532.33575,+,111979.1459,,,2,61566.47348,96892.85589,90765.25196,111979.1459,
11.981,930.61224,-,255388.2231,,,4,255388.2231,234740.4543,223135.2429,215154.243,
11.983,848.61169,-,1961451.474,PE 20:4_24:1,PE,4,1961451.474,1317401.55,1697464.467,1719483.697,
11.984,782.64581,+,551347.3234,HexCer[NS] d40:2,HexCer[NS],4,237690.5742,551347.3234,218725.3428,341348.083,
11.986,423.41782,-,442863.1252,,,4,374886.7955,442863.1252,359587.5758,348546.6083,
11.994,692.66162,+,106810.2293,,,3,96510.79796,97882.82488,74173.03178,106810.2293,
11.996,1042.70276,-,157436.4997,,,4,157436.4997,143184.3929,148769.4599,141693.9756,
11.997,960.69965,-,1183990.521,,,4,1183990.521,1110249.42,1063300.444,1053291.308,
11.997,729.56006,-,596017.5832,,,2,441585.3416,467587.8676,480039.7491,596017.5832,
11.998,1175.77881,+,150149.7055,,,3,150149.7055,140478.1933,126579.5793,142315.0623,
12.003,636.58984,-,456691.3983,,,3,456691.3983,287988.0122,329011.6702,397198.1075,
12.015,666.60034,-,386250.9627,,,3,386250.9627,319125.6169,347416.803,348213.1625,
12.016,370.40164,+,1644130.641,,,4,1644130.641,1405076.515,1511072.532,1525730.834,
12.031,618.57886,-,2671890.171,Cer[NS] d18:1_22:1,Cer[NS],10,2671890.171,1606979.233,1622941.183,1638293.214,
12.038,1180.78552,-,488003.6349,,,2,31433.01898,488003.6349,48684.41288,97739.39926,
12.043,636.63672,+,184998.8987,,,2,184998.8987,151132.4783,89161.5681,110884.4355,
12.044,902.69366,+,4021801.46,,,4,4021801.46,3706833.546,3680970.107,3993627.046,
12.045,668.65234,-,2526036.933,,,3,25563.00843,2526036.933,639695.47,637463.328,
12.054,566.54596,+,88414.55442,,,2,88414.55442,70040.06454,65726.68922,71223.38139,
12.061,688.58276,+,1031051.398,,,4,1031051.398,837270.8003,824222.1369,881219.4532,
12.063,782.60071,+,3366515.649,,,7,3219843.071,3366515.649,2898086.996,3274633.879,
12.063,788.64905,+,817892.2307,Ether-PC O-37:1,Ether-PC,3,817892.2307,694483.6714,571773.8543,802340.2344,
12.066,880.59943,-,1642754.238,,,4,1642754.238,1442905.556,1345019.599,1428328.865,
12.067,678.64636,+,1091215.902,,,4,1032829.287,967168.2994,753437.9144,1091215.902,
12.07,894.68732,+,2344589.886,PC 44:4,PC,4,2344589.886,1772313.624,2165968.399,1556667.711,
12.072,629.54376,-,298730.0485,,,4,298730.0485,277042.3439,274618.3309,263329.6146,
12.075,808.6604,+,766034.7797,HexCer[NS] d42:3,HexCer[NS],3,746700.7348,766034.7797,645519.3377,710625.784,
12.078,956.58441,-,173221.8011,,,2,173221.8011,107563.5259,144946.4829,156656.547,
12.08,854.66772,-,146929.8609,,,2,142109.9846,146929.8609,132296.7217,125830.2972,
12.093,592.56354,-,2107185.359,Cer[NS] d18:1_20:0,Cer[NS],11,2107185.359,1550110.074,1468930.027,1467963.41,
12.093,900.83374,-,227645.8954,,,4,153612.7923,227645.8954,166656.4974,157929.405,
12.094,707.58984,-,6853138.402,,,4,3899540.785,5031139.937,6853138.402,6289135.46,
12.096,970.78314,-,179009.153,,,4,179009.153,134148.1189,135027.1149,129374.7771,
12.096,928.86414,-,177380.6241,,,4,177380.6241,166750.424,167316.9366,164429.9476,
12.098,800.61206,+,2.480767733E7,PE 18:1_22:1,PE,7,2.480767733E7,1.216346928E7,1.2774084E7,1.300242618E7,
12.098,734.62592,-,337270.3375,,,4,223384.4912,337270.3375,234584.5493,268074.6434,
12.098,794.59857,+,124842.2221,,,4,70255.7794,124842.2221,109338.1896,110967.8704,
12.099,956.76868,-,172879.4177,,,4,172879.4177,164368.522,162559.9056,167244.015,
12.1,704.61542,-,3.225006111E7,Cer[NS] d18:2_24:1,Cer[NS],11,3.225006111E7,2.920813643E7,2.834842633E7,2.783088928E7,
12.1,824.60956,+,4489130.303,PE 20:4_22:0,PE,7,4489130.303,4155377.821,2112737.202,2079455.161,
12.101,1025.15613,-,641634.3213,,,2,641634.3213,15443.52606,177656.5972,96997.78495,
12.103,868.68268,-,1.145177081E7,HexCer[NS] d18:1_24:1,HexCer[NS],11,1.145177081E7,1.123553469E7,1.048464071E7,1.064438375E7,
12.104,950.68463,-,1750806.566,,,4,1626926.163,1163601.132,1750806.566,1541588.784,
12.105,1032.6875,-,287675.0146,,,4,287675.0146,179571.7002,245846.5867,164323.1385,
12.111,1116.23657,+,402932.2727,,,2,402932.2727,93914.03528,132296.9605,109573.1286,
12.114,904.68793,-,303932.9822,,,3,272448.2401,280136.3045,303932.9822,288066.0293,
12.116,984.79877,-,106837.1345,,,2,106837.1345,84481.17607,78088.875,81537.8996,
12.117,728.62646,-,124609.1703,,,2,124609.1703,124353.9549,114137.5573,92063.40836,
12.119,858.62952,+,911664.9321,,,7,911664.9321,850532.7089,743423.7741,887678.2972,
12.121,844.63898,-,5054272.671,PC[OH] OH-39:1,PC[OH],7,5054272.671,2981771.719,3031764.148,2821510.145,
12.123,718.59692,-,83842.31782,,,2,83842.31782,51128.89979,72746.52246,70558.51085,
12.128,520.50476,+,202444.1266,,,2,168912.1221,202444.1266,137634.2077,184894.3475,
12.129,652.63037,+,839850.3375,,,3,645404.4166,678098.0249,161405.4454,839850.3375,
12.134,876.67841,+,4032334.045,,,4,4032334.045,3975663.377,3775413.32,3958950.492,
12.138,1054.73975,-,374292.9947,PC 20:4_32:5,PC,4,374292.9947,264028.0751,280054.2551,270307.1717,
12.139,774.59552,+,1.413187476E7,PE 38:1,PE,7,1.413187476E7,8666765.184,7951978.941,8238300.065,
12.139,804.64276,+,403753.3195,PC 37:0,PC,4,403753.3195,345258.7635,371972.6651,370329.4698,
12.144,704.66144,+,7641621.441,,,4,7248148.207,6426477.836,5839937.474,7641621.441,
12.144,733.7132,+,290145.8859,,,4,290145.8859,216259.4612,223662.2676,272112.1826,
12.145,910.6853,-,749362.6476,Ether-PC O-20:0_22:4,Ether-PC,4,685479.0605,736668.0034,749362.6476,679411.6232,
12.147,826.62579,+,3388789.117,PC 39:3,PC,6,3388789.117,2058385.935,2258722.151,2232183.616,
12.147,906.61523,-,476654.3382,,,5,476654.3382,232609.9239,253942.3628,242194.2276,
12.149,868.72772,+,517948.6268,,,4,449214.9274,517948.6268,401247.8352,495839.4673,
12.151,832.65778,+,5795157.187,,,4,5795157.187,5137220.62,5174269.985,5392010.069,
12.151,992.68774,-,123523.7638,,,3,111793.723,107252.2388,122376.2208,123523.7638,
12.152,631.61719,+,417968.0182,,,3,392239.7254,417968.0182,394596.4552,350369.7639,
12.159,796.57825,+,1090536.724,,,4,996376.3601,1029023.606,1090536.724,1012475.496,
12.16,633.57654,+,463853.3414,,,4,448896.2606,394519.5817,387911.283,463853.3414,
12.162,656.55389,-,657614.3234,,,2,657614.3234,534922.4359,544401.633,524505.9795,
12.17,1175.17065,-,1452733.441,,,3,1452733.441,150941.7113,184284.6393,149875.3674,
12.176,550.62512,+,2.57408368E7,,,3,2.57408368E7,2.143097074E7,2084493.174,2.243441286E7,
12.181,678.59985,-,7097004.546,Cer[NS] d18:2_22:0,Cer[NS],11,7097004.546,6388271.353,5985898.899,5978801.406,
12.183,996.73425,+,888103.6423,,,4,701656.0931,763744.1368,888103.6423,793962.8153,
12.187,1176.20142,+,641412.4994,,,3,641412.4994,161837.4428,229745.8077,177748.1733,
12.187,924.6698,-,342555.7626,,,4,194616.828,342555.7626,234839.733,235720.011,
12.188,842.66772,-,3210940.217,HexCer[NS] d18:0_22:1,HexCer[NS],11,1844693.156,3210940.217,2075637.055,2134007.498,
12.19,874.70404,-,482815.5738,,,4,394599.5033,482815.5738,396135.5902,391385.5767,
12.194,684.61041,-,98327.82518,,,4,92785.41169,98327.82518,82970.03516,85678.40842,
12.195,852.67847,+,2153669.948,Ether-PC O-42:4,Ether-PC,4,2153669.948,2116415.162,2011417.815,2121336.343,
12.195,920.70422,+,1099052.299,PC 46:5,PC,4,1099052.299,986798.4659,939978.2304,990898.8352,
12.206,832.6153,+,391167.8537,,,7,383319.8248,391167.8537,326406.8343,359502.9742,
12.208,664.58344,+,2064168.36,DG 18:0_20:3,DG,4,2064168.36,1785224.819,1752149.012,1797417.304,
12.226,678.64636,+,1280981.233,,,4,1137170.248,1027152.537,967828.6278,1280981.233,
12.236,816.69708,+,786984.7387,,,2,727177.3744,786984.7387,691160.9869,733211.5258,
12.237,908.67285,-,73765.61313,,,2,37289.59846,50174.4067,73765.61313,70069.24818,
12.239,864.60571,-,214856.1009,,,3,212158.5324,206865.3869,214856.1009,211352.0015,
12.24,806.64178,+,1031333.628,,,4,828205.5822,1031333.628,809757.7454,977132.9407,
12.25,690.59845,+,599637.4832,,,2,599637.4832,552241.516,554455.5002,521280.3619,
12.25,648.58966,-,501481.271,,,4,501481.271,441257.7623,401991.0877,401602.3436,
12.252,685.56927,-,135382.504,,,3,135382.504,112580.6584,105665.1525,98243.07504,
12.265,784.61737,+,3714686.27,,,7,3714686.27,2155345.836,2012719.901,2097281.726,
12.267,871.68585,-,1725982.265,,,3,1725982.265,1590513.795,1616320.774,1582492.033,
12.271,1037.32935,+,273211.0448,,,2,193031.0502,66973.74365,273211.0448,76042.38137,
12.272,906.68811,+,152356.6648,PC 45:5,PC,4,150202.2911,150864.2196,152356.6648,148923.4196,
12.278,996.30298,+,326495.8677,,,2,228003.6943,76389.39861,326495.8677,78565.46614,
12.284,826.66235,+,1515585.013,Ether-PC O-40:3,Ether-PC,4,1268933.642,1216672.018,1239318.164,1515585.013,
12.288,808.61615,+,634232.4197,PE O-42:4,Plasmenyl-PE,6,593904.5057,634232.4197,555147.4774,621924.3329,
12.312,885.70264,-,793755.7149,,,4,608285.6466,793755.7149,680627.4673,685528.9267,
