Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,Yeast_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Yeast_Neg_1.raw (F4),Yeast_Neg_2.raw (F5),Yeast_Neg_3.raw (F6),Yeast_Pos_1.raw (F7),Yeast_Pos_2.raw (F8),Yeast_Pos_3.raw (F9),
7.078,915.54016,+,16750.16131,,,2,,13709.71037,0.0,903.0309417,0.0,0.0,0.0,13877.87877,11853.34486,16750.16131,
7.079,778.52246,+,279647.4546,,,5,,279647.4546,0.0,237.3713151,0.0,0.0,0.0,155617.8848,152234.2186,145948.75,
7.08,805.48584,-,4997916.195,PI 16:1_16:1,PI,6,,4997916.195,228.9892413,281.7251689,4734226.19,4540999.913,3965340.973,949919.556,964807.0198,963602.3763,
7.08,596.3327,-,200179.7431,,,5,,103592.529,30829.49791,0.0,181170.4902,200179.7431,164212.6009,0.0,0.0,0.0,
7.08,850.47589,-,112142.2498,,,4,,50177.00077,27360.48335,0.0,103022.2511,104938.2295,112142.2498,0.0,0.0,0.0,
7.08,816.63995,+,69626.4406,,,3,,56830.11306,0.0,15475.34398,0.0,0.0,0.0,57914.16662,55382.66652,69626.4406,
7.08,1165.6803,-,31187.13121,,,3,,13585.40376,331.6427416,0.0,31187.13121,20181.4486,25465.73637,0.0,0.0,0.0,
7.081,824.52789,+,643270.2703,,,3,Adduct of existing peak,643270.2703,0.0,138.6656518,0.0,0.0,0.0,252103.9811,251875.3704,244641.8906,
7.081,845.448,+,230532.5707,,,3,Adduct of existing peak,230532.5707,0.0,150.764348,0.0,0.0,0.0,171394.6556,195993.7349,185804.6571,
7.081,852.55847,+,189076.3673,,,3,,5241.3537,0.0,143.5477546,0.0,0.0,0.0,103934.7541,168726.955,189076.3673,
7.081,851.46466,+,148852.1976,,,3,Adduct of existing peak,148852.1976,0.0,160.3046843,0.0,0.0,0.0,103396.1221,126067.9659,120283.6663,
7.082,887.48816,-,296979.3292,,,4,Dimer,230458.9113,227.338726,0.0,296979.3292,293887.861,220419.1424,0.0,0.0,0.0,
7.082,969.49042,-,89383.47362,,,3,,71675.08598,227.766042,0.0,88483.56781,89383.47362,69585.79742,0.0,0.0,0.0,
7.082,1045.47681,-,53228.23766,,,4,,43553.13356,229.2380824,0.0,51974.07594,53228.23766,42074.50819,0.0,0.0,0.0,
7.082,863.44421,-,46358.15076,,,3,Adduct of existing peak,46358.15076,225.7873059,0.0,44474.18201,38448.19824,33818.22847,0.0,0.0,0.0,
7.083,963.47443,-,81951.7971,,,4,,66468.44043,230.2813431,0.0,81522.39289,81951.7971,68617.92472,0.0,0.0,0.0,
7.084,706.46521,+,193367.5425,PS 14:0_16:1,PS,7,,193367.5425,648.1213002,424.8615874,73518.15894,67467.99947,63304.02067,104745.9325,114616.931,113172.8988,
7.084,927.45044,+,68429.94249,,,3,Adduct of existing peak,68429.94249,0.0,150.3046972,0.0,0.0,0.0,56762.6973,60924.57577,58872.11891,
7.084,903.4071,+,22846.23242,,,3,Adduct of existing peak,22846.23242,0.0,156.6436132,0.0,0.0,0.0,8087.731454,16282.69139,16724.95872,
7.086,547.47119,+,3710354.885,,,3,,2985130.879,0.0,320.7412387,0.0,0.0,0.0,3710354.885,3294910.388,3469045.619,
7.086,933.46826,+,23418.59898,,,2,Adduct of existing peak,23418.59898,0.0,154.4656766,0.0,0.0,0.0,8413.304879,15571.68551,11638.28463,
7.09,443.24594,-,504505.009,,,4,,336855.7557,1823.847228,0.0,504505.009,482663.2452,425939.9805,0.0,0.0,0.0,
7.09,427.21436,-,50568.20605,,,3,,33617.61766,276.3047414,0.0,50568.20605,44773.98831,40421.39201,0.0,0.0,0.0,
7.092,359.15244,-,66088.87437,,,3,,39754.92415,278.9786687,0.0,66088.87437,64082.94319,50352.46982,0.0,0.0,0.0,
7.093,297.27884,-,239090.9745,,,3,,204264.896,5027.863067,0.0,226126.904,239090.9745,219137.402,0.0,0.0,0.0,
7.095,662.40173,-,19335.11666,,,3,,13011.30945,341.7482551,0.0,13587.89164,19335.11666,11303.2399,0.0,0.0,0.0,
7.099,772.61371,+,52147.85426,Plasmanyl-PC O-36:2,Plasmanyl-PC,3,RT out of class range,52147.85426,0.0,5862.232347,0.0,0.0,0.0,48261.09205,46751.30165,47856.29705,
7.106,429.33603,-,90133.69364,,,5,,69071.46237,245.265968,0.0,90133.69364,86348.35874,45711.21043,0.0,0.0,0.0,
7.112,873.21741,+,283707.5294,,,3,,569.8712141,0.0,1530.524913,0.0,0.0,0.0,283707.5294,154962.9773,158386.6204,
7.12,425.30499,-,199716.1743,,,7,,145751.6132,272.0654339,0.0,199716.1743,194563.9111,173979.766,0.0,0.0,0.0,
7.135,736.47296,+,57904.65648,,,4,Adduct of existing peak,57904.65648,0.0,222.6133898,0.0,0.0,0.0,44729.97315,48265.18136,46220.23073,
7.144,560.40973,-,13039.40605,,,2,,10182.00182,354.4669849,0.0,12043.56051,13039.40605,10543.27211,0.0,0.0,0.0,
7.15,683.46259,+,74458.65306,,,4,,74458.65306,0.0,287.8700095,0.0,0.0,0.0,62935.04017,70309.97241,62589.40667,
7.152,810.40674,-,25152.44323,,,4,Adduct of existing peak,22548.9381,545.7270197,0.0,21579.31065,25152.44323,21444.81051,0.0,0.0,0.0,
7.154,788.42407,-,31314.09764,,,4,Adduct of existing peak,31314.09764,608.1582952,0.0,27646.89169,25074.08158,28780.63218,0.0,0.0,0.0,
7.155,771.48248,-,240813.4409,,,7,Adduct of existing peak,198878.4577,255.6193172,601.1384145,240813.4409,205049.1665,157974.9005,67938.0918,74593.59195,63534.57232,
7.155,776.44446,+,189119.4834,,,4,Adduct of existing peak,189119.4834,0.0,1676.090463,0.0,0.0,0.0,127985.3386,184884.0759,188537.8868,
7.155,639.42542,+,51184.32462,,,4,,34794.91672,0.0,2283.280414,0.0,0.0,0.0,51184.32462,45512.44928,47119.3786,
7.155,916.45258,-,44920.00337,,,4,,43591.36064,585.265432,0.0,44920.00337,40196.08731,31941.54411,0.0,0.0,0.0,
7.155,998.45471,-,17851.16636,,,2,,17722.20966,533.0932745,0.0,17851.16636,16477.66166,13049.05314,0.0,0.0,0.0,
7.156,790.52533,+,128009.7084,,,3,Adduct of existing peak,128009.7084,0.0,311.653292,0.0,0.0,0.0,70878.99775,74683.78383,77046.99298,
7.156,828.43335,-,117401.8977,,,4,Adduct of existing peak,111041.8243,637.1964464,0.0,112414.5885,117401.8977,98495.53568,0.0,0.0,0.0,
7.156,834.44952,-,115968.2935,,,3,Adduct of existing peak,115968.2935,579.4688042,0.0,111037.1445,103693.3306,92690.14485,0.0,0.0,0.0,
7.156,910.43579,-,95905.35355,,,4,,74440.59811,628.4455171,0.0,95905.35355,93669.05427,75837.2384,0.0,0.0,0.0,
7.156,992.43829,-,62756.02179,,,4,,40564.28683,623.1188506,0.0,46128.91844,62756.02179,47899.63324,0.0,0.0,0.0,
7.156,788.40057,+,44137.5326,,,4,,25075.22576,0.0,844.5493924,0.0,0.0,0.0,44137.5326,39599.86982,35938.87363,
7.157,831.55096,+,785228.7316,,,3,,747813.7877,0.0,272.8576019,0.0,0.0,0.0,740823.8837,785228.7316,757822.8634,
7.157,770.42725,+,467128.7858,,,3,,467128.7858,0.0,1686.685066,0.0,0.0,0.0,301309.6239,348021.0935,330522.4595,
7.158,752.4469,-,278972.5154,,,3,,235780.6312,647.4236907,0.0,249773.6108,227963.8927,278972.5154,0.0,0.0,0.0,
7.158,868.39545,+,44922.19807,,,3,Adduct of existing peak,44922.19807,0.0,786.2757107,0.0,0.0,0.0,16854.56888,20861.08385,25364.79146,
7.158,1074.44104,-,36174.34336,,,4,,29814.1109,683.6407524,0.0,36174.34336,31576.71708,27645.51203,0.0,0.0,0.0,
7.159,732.48041,+,9755414.654,PS 16:1_16:1,PS,7,,9755414.654,624.121104,1836.332645,2903803.403,3015357.948,2799369.84,4982299.122,4938403.645,4964083.784,
7.161,892.33356,+,25147.18996,,,2,,6250.993394,0.0,900.7010476,0.0,0.0,0.0,25147.18996,17497.56057,13526.79765,
7.162,1023.59473,-,56584.87397,,,3,Adduct of existing peak,26504.4286,306.7588687,0.0,56584.87397,48583.43667,34713.4436,0.0,0.0,0.0,
7.163,874.41229,+,46320.46513,,,2,Adduct of existing peak,46320.46513,0.0,959.1481661,0.0,0.0,0.0,39062.38884,25765.97862,33062.95664,
7.164,1006.66083,+,81393.98607,,,4,Adduct of existing peak,81393.98607,0.0,305.159504,0.0,0.0,0.0,77583.02898,69768.15991,73458.72543,
7.164,1011.6156,+,48500.8183,,,2,Adduct of existing peak,48500.8183,0.0,296.681407,0.0,0.0,0.0,29983.78793,35123.94654,33727.64365,
7.166,987.61774,-,200193.4316,,,3,,106456.3182,297.0511238,0.0,200193.4316,171229.2636,139374.1193,0.0,0.0,0.0,
7.167,1047.68677,+,99156.29998,,,4,,51765.18292,0.0,277.5498073,0.0,0.0,0.0,99156.29998,91521.19416,80548.43555,
7.167,604.36023,-,17935.61518,,,3,Adduct of existing peak,12629.59731,414.2110275,0.0,13822.63132,17935.61518,11940.15688,0.0,0.0,0.0,
7.169,770.42749,+,354011.5097,,,3,,354011.5097,0.0,1313.429762,0.0,0.0,0.0,253998.5706,272109.0843,272094.987,
7.175,985.60248,-,32835.20635,,,3,Adduct of existing peak,15727.57559,374.9662925,0.0,32835.20635,29830.73372,26078.84075,0.0,0.0,0.0,
7.178,708.48114,-,965368.2732,,,4,Adduct of existing peak,942185.287,634.2155107,0.0,963411.4815,965368.2732,910373.6823,0.0,0.0,0.0,
7.178,684.43628,-,40042.15142,,,4,Adduct of existing peak,38433.3073,5005.997735,0.0,39076.364,39217.73336,40042.15142,0.0,0.0,0.0,
7.179,790.48395,-,74242.10115,,,4,Adduct of existing peak,59893.81619,360.9647025,0.0,74242.10115,66961.09111,58064.98807,0.0,0.0,0.0,
7.179,634.44427,-,58947.91449,,,4,,58947.91449,580.5343115,0.0,56790.65725,58938.96791,56925.84908,0.0,0.0,0.0,
7.18,650.47504,+,4681908.618,PC 26:0,PC,4,,4681908.618,0.0,6980.473434,0.0,0.0,0.0,4294134.881,4156636.26,4108363.843,
7.186,678.16736,+,48192.40342,,,4,,45480.27522,0.0,1478.43811,0.0,0.0,0.0,44206.3399,48192.40342,43357.04466,
7.214,769.46747,-,30704.92817,,,3,,15647.44979,456.2501339,0.0,30704.92817,27438.3781,24985.69285,0.0,0.0,0.0,
7.218,709.47778,+,117403.2244,,,4,,117403.2244,0.0,447.6538685,0.0,0.0,0.0,102456.2464,105234.8585,91347.24514,
7.224,596.50842,+,55346.25547,,,3,,55346.25547,0.0,6299.683,0.0,0.0,0.0,30978.65942,31246.19131,28379.50751,
7.231,764.54272,+,108312.9194,,,4,,108312.9194,0.0,738.7085081,0.0,0.0,0.0,98082.26321,96781.93455,94839.7804,
7.241,441.29669,+,150891.951,,,3,Adduct of existing peak,150891.951,0.0,39368.29178,0.0,0.0,0.0,103582.221,84473.38168,86418.11973,
7.245,485.31418,+,80119.79339,,,3,,80119.79339,0.0,404.0535121,0.0,0.0,0.0,60983.4978,65775.04614,62494.34737,
7.247,425.30383,+,181142.9873,,,3,,181142.9873,0.0,198.4053253,0.0,0.0,0.0,47789.94412,49495.11201,46029.47971,
7.247,898.50195,-,62548.04983,,,4,,47658.93857,268.2180607,0.0,62548.04983,60458.93144,45371.46086,0.0,0.0,0.0,
7.248,892.48511,-,65314.59429,,,3,,54125.67204,2368.465834,0.0,63425.50116,65314.59429,57306.27277,0.0,0.0,0.0,
7.249,734.49652,-,2359713.105,PC 28:1,PC,4,Redundant Identification,2287526.229,262.8128746,0.0,2310201.665,2359713.105,2204895.53,0.0,0.0,0.0,
7.249,734.54315,+,210896.0407,,,3,,210896.0407,0.0,164.5976789,0.0,0.0,0.0,66475.7444,68562.76194,65874.71685,
7.249,783.45288,+,17171.44424,,,3,,17171.44424,0.0,213.1211024,0.0,0.0,0.0,8243.317343,13137.47716,12640.10072,
7.25,676.49066,+,1.107548258E7,PC 28:1,PC,8,,1.107548258E7,0.0,686.1070366,0.0,0.0,0.0,9954397.514,9678054.132,9548991.933,
7.25,816.49945,-,191770.7567,,,4,,159524.2939,261.3974513,0.0,173599.2618,191770.7567,164095.4666,0.0,0.0,0.0,
7.25,774.45856,+,105824.6618,,,4,,105824.6618,0.0,224.643806,0.0,0.0,0.0,83735.9722,86880.60571,85296.39122,
7.25,710.4527,-,81759.88881,,,4,Adduct of existing peak,72003.41006,267.8632705,0.0,68179.14746,81759.88881,76962.94226,0.0,0.0,0.0,
7.25,720.4809,-,71652.5592,,,2,,65928.30762,275.0155368,0.0,69630.44629,71652.5592,67190.92878,0.0,0.0,0.0,
7.25,780.47589,+,48718.14844,,,3,Adduct of existing peak,48718.14844,0.0,216.9283382,0.0,0.0,0.0,31075.11309,38095.46174,38258.36638,
7.252,756.43085,+,45829.413,,,3,Adduct of existing peak,45829.413,0.0,208.4126891,0.0,0.0,0.0,21698.09873,28360.22258,33325.23966,
7.254,609.39923,-,81440.04481,,,4,,42158.16252,218.0163558,0.0,79604.95285,81440.04481,57459.00016,0.0,0.0,0.0,
7.255,476.31277,+,14870.75377,,,3,,9646.470399,0.0,310.5035442,0.0,0.0,0.0,14870.75377,13572.11688,9729.754988,
7.257,623.46228,+,89447.14414,,,2,,89447.14414,0.0,151.7003995,0.0,0.0,0.0,41605.01242,37948.47906,34008.94432,
7.257,709.3905,+,15151.87355,,,2,,10323.31119,0.0,581.0372216,0.0,0.0,0.0,15151.87355,15063.8147,13145.88291,
7.259,623.41486,-,495975.4,,,4,Adduct of existing peak,340880.1076,223.7125641,0.0,495975.4,459018.3986,392910.0349,0.0,0.0,0.0,
7.26,746.49591,+,96288.20397,,,4,,96288.20397,692.0173738,787.830361,30394.88504,36396.13435,40126.2094,49824.16256,50873.46192,48237.50387,
7.26,610.46674,+,44898.03462,,,3,,1170.984362,0.0,158.3791351,0.0,0.0,0.0,26416.58024,44898.03462,40100.49378,
7.261,587.39124,+,466455.6745,,,8,Adduct of existing peak,466455.6745,274.441121,471.8184971,167169.0795,168621.3013,136946.5627,151500.3928,186759.2912,162675.9688,
7.261,552.48224,+,33712.02708,,,4,,33712.02708,0.0,5457.418227,0.0,0.0,0.0,23626.59303,28233.99621,22716.43537,
7.262,431.33582,+,200002.5772,,,4,,200002.5772,0.0,163.6528399,0.0,0.0,0.0,89724.45037,85520.32828,81771.03853,
7.263,413.32495,+,106815.9978,,,4,Adduct of existing peak,97545.90745,0.0,164.5241288,0.0,0.0,0.0,105306.6158,106815.9978,97334.19902,
7.264,617.34631,-,40220.86309,,,2,,26489.55737,220.7662235,0.0,24211.75719,40220.86309,18733.91619,0.0,0.0,0.0,
7.272,608.42773,+,244059.9031,PE 26:0,PE,7,,244059.9031,242.0339605,348.4180345,76054.12761,81236.29838,71724.32812,110233.0591,122878.2309,124275.5366,
7.273,467.40872,+,49641.9343,,,4,In-source fragment,33853.8208,0.0,191.3604127,0.0,0.0,0.0,49641.9343,49421.21048,46313.28668,
7.285,599.37091,-,531417.8691,,,6,,213772.3068,659.0394359,0.0,482728.552,531417.8691,323389.8705,0.0,0.0,0.0,
7.288,973.65015,+,54627.4387,,,3,Adduct of existing peak,37049.04686,0.0,178.294237,0.0,0.0,0.0,54627.4387,48600.38698,49316.0943,
7.289,961.60132,-,57267.41073,,,2,Adduct of existing peak,22879.41399,188.7665822,0.0,57267.41073,45193.41919,42612.60016,0.0,0.0,0.0,
7.291,913.58148,-,714138.8838,,,6,Adduct of existing peak,583107.2916,207.986781,300.1734543,714138.8838,688689.5176,682726.8162,39983.78977,44764.85365,40526.6409,
7.292,915.5968,-,8336576.279,,,4,,5516825.593,1011.557989,0.0,8336576.279,8031245.538,6892362.557,0.0,0.0,0.0,
7.292,717.46924,-,152746.0051,PG 16:1_16:1,PG,3,,118772.0143,175.8377571,0.0,152746.0051,99902.90697,78591.58493,0.0,0.0,0.0,
7.293,975.66516,+,2904483.714,,,4,,2094011.898,0.0,143.1590973,0.0,0.0,0.0,2904483.714,2676653.076,2713431.637,
7.293,932.62402,+,69385.24253,,,3,Adduct of existing peak,69385.24253,0.0,149.1287474,0.0,0.0,0.0,48861.66845,44090.44691,53751.21879,
7.293,741.46594,+,14969.00329,,,3,Adduct of existing peak,11082.13304,0.0,135.81768,0.0,0.0,0.0,10791.37668,14969.00329,13288.10615,
7.294,939.59399,+,1614994.911,,,6,Adduct of existing peak,1614994.911,187.5751208,201.0095603,171362.4676,165871.2134,117065.1023,899196.1611,1117756.08,1066731.466,
7.295,951.57318,-,3939936.734,,,3,Adduct of existing peak,2747388.238,202.3734628,0.0,3566361.23,3939936.734,3716727.943,0.0,0.0,0.0,
7.295,934.63953,+,2982105.177,,,4,Adduct of existing peak,2982105.177,0.0,133.7939258,0.0,0.0,0.0,2512584.556,2475748.652,2439142.736,
7.295,955.56812,+,629456.7831,,,4,Adduct of existing peak,629456.7831,0.0,151.9056849,0.0,0.0,0.0,243862.9631,381348.542,354762.9227,
7.295,962.66974,+,307334.6968,,,3,Adduct of existing peak,4452.484016,0.0,135.1986879,0.0,0.0,0.0,174882.5131,307334.6968,303908.4116,
7.295,999.62927,-,47399.94197,,,3,,24806.92052,189.6938403,0.0,47399.94197,40238.26553,41965.63008,0.0,0.0,0.0,
7.296,576.44025,+,339329.8379,,,6,,339329.8379,300.9086401,740.8317341,168781.8686,178702.6101,159671.4953,212658.5246,216415.9817,214000.5597,
7.297,978.59125,-,305008.6607,,,4,,268918.3004,200.4347108,0.0,305008.6607,288527.3723,296600.7458,0.0,0.0,0.0,
7.298,776.5791,+,90441.10454,,,4,,90441.10454,0.0,1837.003867,0.0,0.0,0.0,79514.40465,86025.39869,78611.23694,
7.3,834.58441,-,21008.07151,,,3,Adduct of existing peak,15391.37671,334.8469968,0.0,21008.07151,16621.75155,18990.8402,0.0,0.0,0.0,
7.301,1075.5791,-,143684.9401,,,3,,143684.9401,196.6449234,0.0,35741.27841,50856.00995,40648.72078,0.0,0.0,0.0,
7.304,1149.68384,-,201498.1831,,,4,,116329.2385,305.9754543,0.0,201498.1831,197741.767,166023.587,0.0,0.0,0.0,
7.304,793.48602,-,124815.4959,PI 31:1,PI,4,,115873.2458,189.8389046,262.2035946,114076.2485,124815.4959,105271.2577,14823.06707,17232.4496,15854.38333,
7.305,848.56354,-,458399.709,,,4,Adduct of existing peak,411415.1724,228.4528042,0.0,458399.709,445664.2692,431397.9363,0.0,0.0,0.0,
7.305,535.47144,+,97089.61799,,,4,,97089.61799,0.0,719.3888364,0.0,0.0,0.0,93159.01056,96715.18263,90295.88094,
7.305,1173.68286,+,70606.91814,,,4,Adduct of existing peak,48942.54801,0.0,144.7823999,0.0,0.0,0.0,56521.92943,70606.91814,69306.34478,
7.306,911.56476,-,19830.09068,,,2,Adduct of existing peak,12395.7364,216.8084825,0.0,19830.09068,19336.65044,18569.69259,0.0,0.0,0.0,
7.307,790.55853,+,2589971.568,,,4,,2589971.568,0.0,1662.343901,0.0,0.0,0.0,2240845.385,2288890.514,2255016.664,
7.307,1168.72778,+,77727.41064,,,3,Adduct of existing peak,77202.06895,0.0,149.1186024,0.0,0.0,0.0,77727.41064,75148.68508,70773.94767,
7.307,883.5174,-,74891.35731,,,4,,63403.69984,6548.027314,0.0,65083.11015,74891.35731,58157.22907,0.0,0.0,0.0,
7.308,1185.66077,-,83276.90408,,,3,Adduct of existing peak,58040.89419,180.9996645,0.0,69758.00987,45072.80174,83276.90408,0.0,0.0,0.0,
7.31,662.47461,+,324828.4569,PE-NMe2 12:0_16:1,PE-NMe2,8,,324828.4569,252.1143614,2232.482949,124853.8789,126942.9367,110388.0816,150330.3253,147159.5022,151987.0005,
7.314,1309.66663,-,72219.55184,,,2,,72219.55184,255.7323341,0.0,13894.9854,25810.27679,23079.04478,0.0,0.0,0.0,
7.32,582.43512,+,70688.93308,,,2,,70688.93308,0.0,148.5494271,0.0,0.0,0.0,810.0803772,1204.088868,976.56533,
7.334,849.19702,+,22226.25752,,,2,,584.4917981,0.0,142.1562322,0.0,0.0,0.0,22226.25752,9658.534753,13538.15657,
7.335,790.41742,-,28985.17766,,,3,,19959.4076,226.7877862,0.0,20052.20866,28985.17766,18521.11419,0.0,0.0,0.0,
7.338,714.43176,-,61675.74086,,,4,,50340.40671,998.5011539,0.0,61675.74086,59880.72334,57416.06686,0.0,0.0,0.0,
7.338,502.50909,+,16126.00779,,,3,,16126.00779,0.0,282.4647491,0.0,0.0,0.0,15022.8737,14811.83004,15858.13623,
7.342,634.44409,+,2012487.914,PE 12:0_16:1,PE,7,,2012487.914,235.8689819,520.7745466,651092.6698,633772.1378,615724.67,1141075.012,1129246.197,1106127.967,
7.342,678.40778,+,33757.84799,,,2,Adduct of existing peak,33757.84799,0.0,159.1632249,0.0,0.0,0.0,20518.67269,27364.16467,31087.06289,
7.344,493.42453,+,273953.3114,,,4,,165024.7498,0.0,163.5312351,0.0,0.0,0.0,273953.3114,252199.7433,264134.111,
7.346,774.52661,-,24264.61382,,,5,,24264.61382,302.947987,231.8432775,15204.89262,15034.79956,11735.00467,10318.51744,11507.34893,15939.73222,
7.347,580.33783,-,273696.1725,,,5,,142171.6099,87681.76214,0.0,273696.1725,229658.266,224993.8042,0.0,0.0,0.0,
7.35,834.48364,-,45843.75855,,,2,,23655.06891,14349.58959,0.0,41087.90303,45843.75855,44119.39938,0.0,0.0,0.0,
7.359,507.48795,+,19320.1456,,,3,,19320.1456,0.0,212.2443193,0.0,0.0,0.0,17204.59261,15673.061,16016.95856,
7.365,736.46796,-,20410.43095,,,3,Adduct of existing peak,15310.38628,409.9056367,0.0,14991.95894,20410.43095,19309.20152,0.0,0.0,0.0,
7.366,842.51508,-,46282.73919,,,4,,38528.73634,403.9500629,0.0,46282.73919,45201.78703,38846.33013,0.0,0.0,0.0,
7.366,465.47757,+,34672.06782,,,4,,34672.06782,0.0,237.2549241,0.0,0.0,0.0,32305.54562,28153.25707,30166.7376,
7.368,709.43341,+,60692.77473,,,3,,60692.77473,0.0,4155.940397,0.0,0.0,0.0,56548.79963,57594.6257,30791.8694,
7.368,918.50189,-,15051.44296,,,3,,12445.168,395.7454653,0.0,14873.07438,15051.44296,13431.22189,0.0,0.0,0.0,
7.369,760.51227,-,517020.5954,PC 14:1_16:1,PC,4,Redundant Identification,492798.8257,386.6974992,0.0,494801.6351,517020.5954,481416.6028,0.0,0.0,0.0,
7.369,661.4635,-,58603.21221,,,2,,58603.21221,352.5517199,0.0,19420.22611,19121.28747,53770.56441,0.0,0.0,0.0,
7.371,702.50696,+,2397386.946,PC 14:1_16:1,PC,8,,2397386.946,0.0,2060.462537,0.0,0.0,0.0,2068244.97,2035601.753,2042353.687,
7.378,561.4873,+,29664.85098,,,4,,27128.64647,0.0,198.6738229,0.0,0.0,0.0,29664.85098,28248.53287,27938.56742,
7.382,405.3363,-,38161.61114,,,3,,27232.77214,377.3619589,0.0,35627.5117,38161.61114,26079.29482,0.0,0.0,0.0,
7.385,748.51251,+,346836.022,,,7,,346836.022,391.6370748,394.3228942,105097.3728,108904.0573,98021.20473,237255.3115,222363.7472,180370.4074,
7.385,648.46002,+,50538.27803,,,5,,50538.27803,375.0249433,156.284138,14497.63712,13639.25247,11057.1487,31191.37297,32758.94471,34433.55032,
7.387,624.25421,+,33762.19743,,,2,,408.7100926,0.0,323.2391174,0.0,0.0,0.0,22941.41025,21125.36911,33762.19743,
7.387,486.43024,+,23083.27855,,,3,Adduct of existing peak,23083.27855,0.0,278.6317409,0.0,0.0,0.0,16075.37947,14342.57023,14764.84613,
7.389,596.22247,+,305742.5678,,,3,,305742.5678,0.0,5343.2348,0.0,0.0,0.0,85659.93409,84696.22558,72847.23445,
7.39,503.10709,+,169293.1312,,,4,,48927.9735,0.0,7690.971241,0.0,0.0,0.0,169293.1312,146966.0766,150391.7351,
7.39,519.13861,+,131468.8463,,,3,,131468.8463,0.0,12729.89305,0.0,0.0,0.0,98252.88298,81829.93629,80369.3586,
7.394,339.32574,-,23443.67181,,,2,,15700.65743,1723.32416,0.0,19578.89661,19680.86305,23443.67181,0.0,0.0,0.0,
7.429,818.48761,-,48737.2533,,,3,Adduct of existing peak,25635.94501,7140.734411,0.0,42385.59796,48737.2533,27877.58356,0.0,0.0,0.0,
7.431,797.5144,-,153440.3989,,,3,,123254.109,1000.91985,0.0,153440.3989,146066.6802,107200.3056,0.0,0.0,0.0,
7.433,842.5788,+,88188.6157,,,4,,64820.20506,0.0,19481.10074,0.0,0.0,0.0,88188.6157,66145.13981,79503.09934,
7.434,801.55212,+,80824.04959,,,4,,80824.04959,0.0,14879.09391,0.0,0.0,0.0,67300.30824,52267.39547,51787.60076,
7.44,688.49146,+,64485.15902,PE-NMe2 14:1_16:1,PE-NMe2,8,,64485.15902,416.8903906,204.8074943,20261.66228,22622.2847,21382.73004,32126.07939,45042.12234,31368.32478,
7.457,449.34134,+,707080.7947,,,4,,707080.7947,0.0,179.2527969,0.0,0.0,0.0,544327.3502,444602.2288,473922.4107,
7.457,407.29404,+,164631.9066,,,4,,66233.52247,0.0,188.3920442,0.0,0.0,0.0,164631.9066,136257.896,133983.5477,
7.462,1151.70203,-,148847.121,,,4,,107920.9972,547.7409715,0.0,146943.7966,148847.121,107437.4298,0.0,0.0,0.0,
7.464,875.53076,-,35341.91968,,,4,,23593.40027,454.8651958,0.0,33399.20603,35341.91968,25026.39159,0.0,0.0,0.0,
7.464,1171.74817,+,16793.96155,,,4,Adduct of existing peak,14145.34929,0.0,176.5592854,0.0,0.0,0.0,16261.5561,11327.34914,16793.96155,
7.467,1188.6814,-,21932.89456,,,2,,14797.3741,491.4128145,0.0,18836.49759,21932.89456,11439.72169,0.0,0.0,0.0,
7.469,660.46051,+,309974.3244,PE 30:2,PE,7,,309974.3244,469.9954201,1439.207404,97008.69865,95721.72802,86876.26807,190004.2261,173752.8137,182938.3713,
7.469,519.44092,+,36463.89207,,,4,,18669.92884,0.0,171.4105752,0.0,0.0,0.0,36463.89207,32211.57785,36106.29519,
7.469,740.44757,-,10529.09806,,,2,,9873.74838,479.6971304,0.0,10529.09806,10438.67962,9294.876369,0.0,0.0,0.0,
7.473,1091.71313,+,12129.52803,,,3,,8131.802233,0.0,144.9127347,0.0,0.0,0.0,12129.52803,9918.399851,10952.09778,
7.483,1259.7345,-,38438.3729,,,3,,22818.45114,459.6599905,0.0,38438.3729,36063.5975,25909.88738,0.0,0.0,0.0,
7.484,455.31299,+,40616.5311,,,4,,40616.5311,0.0,6624.334143,0.0,0.0,0.0,28451.69554,25440.20324,23600.19259,
7.484,957.60657,-,21264.74094,,,2,,11641.00562,5771.599343,0.0,21264.74094,20092.75662,14080.80446,0.0,0.0,0.0,
7.485,395.2428,-,33786.05358,,,2,,24384.18611,950.0561708,0.0,33786.05358,33375.59638,26674.98037,0.0,0.0,0.0,
7.485,955.59271,-,14863.55625,,,2,Adduct of existing peak,10291.17027,923.4279091,0.0,14609.78767,14863.55625,11783.88698,0.0,0.0,0.0,
7.491,1383.74097,-,44219.94425,,,4,,34524.71641,428.820085,0.0,17486.46083,26978.83411,44219.94425,0.0,0.0,0.0,
7.498,393.29776,-,47195.59309,,,3,,43093.9924,1950.613566,0.0,47195.59309,45976.65233,46668.90858,0.0,0.0,0.0,
7.5,311.29483,-,1357563.301,,,5,,1131847.281,59079.75749,0.0,1347425.756,1341641.319,1357563.301,0.0,0.0,0.0,
7.5,485.33582,+,22804.43438,,,3,,16957.92771,0.0,657.1423944,0.0,0.0,0.0,16786.21044,22804.43438,22651.13625,
