Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Yeast_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Yeast_Neg_1.raw (F4)+Yeast_Pos_1.raw (F7),Yeast_Neg_2.raw (F5)+Yeast_Pos_2.raw (F8),Yeast_Neg_3.raw (F6)+Yeast_Pos_3.raw (F9),
9.703,1090.6145,-,20621.06302,,,4,15313.29884,407.0584112,0.0,20621.06302,16729.51489,16216.93402,
9.708,1166.60071,-,27110.86759,,,3,22372.26452,490.4562763,0.0,27110.86759,24040.90403,17168.43804,
9.712,697.60858,+,1313747.469,,,4,1313747.469,0.0,672.6260446,1094052.164,972454.9804,1009991.529,
9.717,746.57031,+,2384510.508,PE-NMe2 16:0_18:1,PE-NMe2,8,2384510.508,693.4221849,8768.975828,1320581.882,1256427.706,1315930.643,
9.728,804.62134,+,216735.7595,,,3,170838.4428,0.0,477.9802336,216735.7595,185760.7392,194849.0785,
9.736,536.50348,-,107844.307,Cer[NS] d18:1_16:0,Cer[NS],4,59710.50511,2639.37833,0.0,107844.307,96067.78891,67713.32262,
9.742,582.50916,-,29096.75902,,,2,14223.22314,519.6545619,0.0,29096.75902,19583.24644,12956.6554,
9.759,499.36316,-,19451.36882,,,2,17416.60739,655.0602815,0.0,13537.23751,11724.47187,19451.36882,
9.76,826.55719,-,78301.79161,,,4,55994.45398,605.1632769,0.0,78301.79161,66696.01516,67562.05259,
9.763,908.56036,-,20782.78436,,,3,20782.78436,561.1173209,0.0,16392.94994,16683.3588,15345.34969,
9.772,772.58447,+,485699.0032,PE-NMe2 18:1_18:1,PE-NMe2,6,485699.0032,769.1000111,41933.45964,293018.1146,292687.8019,219871.0826,
9.772,692.52301,+,423052.4151,PE 32:0,PE,5,423052.4151,547.3982704,4427.084914,67481.86964,69553.0452,80287.44058,
9.773,627.44104,-,43415.26835,,,4,25638.7066,491.4454706,0.0,43415.26835,34154.05776,29130.88964,
9.812,792.55292,-,79211.80924,PE 18:0_22:5,PE,4,64741.92621,1586.427337,0.0,69984.76692,79211.80924,63151.17035,
9.812,930.54352,-,30171.81913,,,4,28096.6183,551.6658474,0.0,30171.81913,30025.16913,29414.77033,
9.813,848.54059,-,134007.052,,,4,119286.6915,580.0782305,0.0,134007.052,127152.5562,112233.7429,
9.815,768.55219,+,3006561.035,PE 18:0_20:4,PE,7,3006561.035,566.7943649,6933.22854,1910990.297,1848380.868,1844897.286,
9.817,607.38995,+,502802.3993,,,5,335447.1365,0.0,107906.5266,497283.262,502802.3993,494346.7149,
9.817,627.53394,+,104833.0337,,,4,72679.98501,0.0,900.1245447,104833.0337,92566.88477,96713.51422,
9.817,551.32776,+,60287.24432,,,3,34933.30326,0.0,12843.03203,60245.975,58482.35749,60287.24432,
9.819,736.54144,+,4040793.967,,,5,251876.1435,0.0,398015.5244,2166092.64,3439744.714,4040793.967,
9.82,708.51129,+,4268851.853,,,5,97557.93083,0.0,304922.0465,3192223.377,3640711.559,4268851.853,
9.821,721.5058,+,3.157937538E7,,,5,3.157937538E7,0.0,6817953.875,2.560606649E7,2.487121753E7,2.499457124E7,
9.821,764.57275,+,1789358.348,,,5,1789358.348,0.0,246068.4379,1307323.328,1161094.8,1138507.697,
9.822,750.55725,+,6640618.118,,,5,6640618.118,0.0,545288.8338,5094817.235,4480113.771,4273136.277,
9.828,826.60327,+,31851.7053,,,2,25078.41354,0.0,966.9784265,29631.87121,31851.7053,31265.10215,
9.831,1485.0675,-,19108.74758,,,2,17467.68121,550.1550918,0.0,18382.40535,18705.74598,19108.74758,
9.835,598.54041,-,96967.53313,,,5,76374.55858,1733.701404,1018.618598,96967.53313,89558.5855,65136.59761,
9.841,1032.49744,-,28402.86712,,,4,27840.65891,766.5062021,0.0,26939.71347,28402.86712,25340.19522,
9.842,866.51227,-,37980.49114,,,4,32967.95688,751.5905146,0.0,37980.49114,37013.04342,29597.5272,
9.842,1114.49902,-,28635.42691,,,4,27585.98796,775.0562175,0.0,27708.56903,28635.42691,22983.34038,
9.843,1024.50134,-,21987.52634,,,3,17184.64883,801.2398895,0.0,21774.76162,21987.52634,18748.57452,
9.843,942.49622,-,18483.52148,,,4,14063.08172,719.8591263,0.0,18483.52148,18239.31007,16411.97446,
9.845,577.51849,+,1890478.442,,,4,1366532.347,0.0,1075.659825,1890478.442,1743979.61,1791547.299,
9.845,956.51355,-,194275.1254,,,4,162431.3723,757.5636494,0.0,185053.4169,194275.1254,162426.8607,
9.845,1434.05127,-,104546.3897,,,4,84537.51888,504.7140717,0.0,98928.76391,94954.08688,104546.3897,
9.845,962.53058,-,97301.63461,,,4,82863.9613,785.0339424,0.0,97129.18529,97301.63461,81179.05049,
9.845,1106.50513,-,20918.29184,,,4,17347.64711,860.1980171,0.0,20907.86732,20918.29184,16103.87562,
9.846,718.53748,+,2.074142749E7,PE 16:0_18:1,PE,7,2.074142749E7,2464.886441,4764.984187,1.233007387E7,1.197014319E7,1.211848582E7,
9.846,816.50568,+,436290.4283,,,7,436290.4283,737.6148379,2039.886873,320425.3883,331501.3397,313341.0547,
9.846,1038.51697,-,115125.9457,,,4,100262.6968,779.8030276,0.0,115125.9457,112238.2189,90270.05932,
9.847,880.52814,-,266469.7391,,,4,246896.6768,752.3811454,0.0,266469.7391,261884.092,230393.3942,
9.847,862.42535,+,80218.39045,,,2,16707.26452,0.0,2337.510288,80218.39045,31869.63221,51610.24673,
9.847,1044.53345,-,32795.06889,,,4,31697.56213,752.9755652,0.0,31644.05974,32795.06889,27143.43715,
9.848,1120.51941,-,58134.5139,,,4,53712.05669,835.790053,0.0,58134.5139,53907.06988,45744.30388,
9.851,776.58942,+,333016.2947,,,4,297992.4722,0.0,4514.559405,310030.936,333016.2947,306584.8211,
9.853,997.82605,-,19688.95287,,,3,15940.82549,5665.427596,0.0,19688.95287,18980.08009,16585.91395,
9.855,732.55347,+,368241.0613,PE-NMe 16:0_18:1,PE-NMe,7,368241.0613,687.0753107,3540.880082,215186.2771,207701.8002,215286.9434,
9.859,812.54449,-,19597.9107,,,2,11608.67573,923.1573748,0.0,16309.23272,16803.39827,19597.9107,
9.863,997.87433,+,95286.71649,,,4,73847.24591,0.0,19343.65432,95286.71649,76987.39432,83417.6668,
9.867,1460.06519,-,45095.23683,,,3,45095.23683,532.5652888,0.0,41307.15121,44479.73151,40399.04297,
9.889,802.60571,+,107827.4897,,,4,89904.31114,0.0,693.5669393,89957.01687,107827.4897,94151.4241,
9.89,603.5343,+,386702.2661,,,4,96042.97978,0.0,1311.549134,386702.2661,365465.5316,361747.2153,
9.89,756.55322,-,41186.03094,PE-NMe 18:1_18:1,PE-NMe,4,33315.33577,844.8986017,0.0,37594.20403,41186.03094,37359.21893,
9.892,744.55292,+,6585502.937,PE 18:1_18:1,PE,7,6585502.937,3439.143599,6877.676516,4144001.98,4120207.925,4013790.253,
9.892,824.54102,-,335870.4326,,,4,311335.4331,756.1233692,0.0,335870.4326,324242.0486,290417.1773,
9.894,906.54327,-,93628.55117,,,4,71469.47637,727.6698133,0.0,93628.55117,88211.01263,82599.78191,
9.894,982.52997,-,70821.14047,,,4,60585.69136,725.0565773,0.0,69370.86592,70821.14047,61402.66378,
9.897,988.5462,-,33278.28981,,,4,29873.22047,719.997351,0.0,33278.28981,28988.0589,25523.26226,
9.898,1064.5332,-,41454.3848,,,4,34209.23552,748.258782,0.0,38569.98476,41454.3848,30130.42629,
9.898,1146.53735,-,19563.90954,,,4,15942.90016,698.1596625,0.0,19077.92163,19563.90954,15099.39485,
9.901,842.52167,+,126290.8254,,,4,126290.8254,0.0,1566.286678,87664.85917,102945.9518,94745.6236,
9.905,529.44562,-,14172.18556,,,3,10060.16373,610.0589645,0.0,13646.91271,14172.18556,11799.83561,
9.906,891.59552,-,19726.32166,,,4,16115.93097,732.7779372,0.0,17716.03934,19726.32166,15897.66092,
9.907,760.51355,+,240903.5088,,,2,194396.3682,0.0,3288.879397,240903.5088,159247.2496,158140.8037,
9.908,541.36694,+,36234.03837,,,4,36234.03837,0.0,479.3870375,28208.2446,28012.43987,26568.52119,
9.915,832.6546,+,43781.10106,,,4,23226.74061,0.0,506.7742494,43781.10106,24656.07869,31370.18499,
9.922,996.79248,+,20503.91398,,,3,18177.18357,0.0,1415.228743,20503.91398,19217.32218,19757.46049,
9.933,538.55542,+,49441.67862,,,4,47390.52116,0.0,805.0379126,45526.66224,43582.51221,49441.67862,
9.934,562.51935,+,32076.32275,,,4,32076.32275,0.0,657.4939417,26211.50575,23922.53659,26676.10676,
9.949,424.41461,+,67888.61582,,,4,67888.61582,0.0,5418.740371,43718.00391,40631.8418,40012.49747,
9.963,988.7215,+,29117.15715,,,3,29117.15715,0.0,511.3831191,25638.806,13847.19574,22595.64538,
9.966,525.30029,+,23407.1951,,,4,23407.1951,0.0,316.1209738,20769.78451,18951.87217,17314.44777,
9.978,748.58514,+,90293.77682,,,2,79794.83835,0.0,18314.05553,67370.74225,28933.26722,90293.77682,
9.983,535.37854,+,27388.39882,,,4,27388.39882,0.0,238.3980218,18276.54181,17426.37218,17091.0969,
10.016,683.54547,-,19871.96148,,,2,12894.48013,505.3341811,0.0,19871.96148,16002.44644,16680.84557,
10.022,697.60815,+,442268.5057,,,4,439423.8885,0.0,2609.849053,442268.5057,336627.0703,402071.5967,
10.025,661.53705,+,471916.9673,,,4,452021.9916,0.0,2912.256558,338716.344,471916.9673,420756.4998,
10.028,812.61639,+,92934.91824,,,2,59203.33667,0.0,3708.591892,92934.91824,72553.57883,55217.31602,
10.076,952.76617,+,22366.02968,,,4,19311.10608,0.0,2500.83199,20167.06908,21329.08463,22366.02968,
10.078,468.51407,+,726034.594,,,4,726034.594,0.0,2057.365904,661311.1864,658833.9794,672678.3698,
10.088,695.50421,-,25269.78236,,,3,25269.78236,557.0556594,0.0,11929.82382,21690.28564,21916.64428,
10.09,601.4812,+,27430.87758,,,4,27430.87758,0.0,6711.899228,18871.93657,26393.72279,22152.7103,
10.091,559.51807,+,155897.4996,,,4,155897.4996,0.0,39428.82669,131112.6107,141236.2575,137162.4287,
10.092,595.58929,+,178461.6249,,,4,178461.6249,0.0,21732.24684,123515.302,115754.0339,110704.9089,
10.127,933.32574,+,293420.9185,,,5,293420.9185,0.0,52487.0314,234912.0578,251266.947,259451.6396,
10.13,892.29926,+,183714.4791,,,5,183714.4791,0.0,34830.33434,138426.7592,140997.1459,143825.6983,
10.143,754.57556,+,18212.51893,,,4,18212.51893,0.0,1123.97409,18128.79217,17491.50479,18197.03732,
10.145,473.39951,-,81520.32358,,,4,53628.10403,757.8925257,0.0,81520.32358,74316.22892,66649.05186,
10.156,725.61975,+,51274.65992,,,4,46779.26545,0.0,832.4425683,51274.65992,44390.18554,50646.75476,
10.164,794.56946,+,103765.2463,PE 18:0_22:5,PE,7,103765.2463,2536.913141,7568.994033,63934.48198,71662.23112,63887.45652,
10.164,720.59027,+,101117.5507,Ether-PC O-16:0_16:0,Ether-PC,9,101117.5507,0.0,17071.81216,96455.27689,94882.74353,96261.3795,
10.166,624.52014,+,44257.74364,,,4,44257.74364,0.0,4323.843654,32194.32131,32618.25592,31370.1604,
10.181,804.61304,-,36113.16373,Plasmenyl-PC P-18:0_16:0,Plasmenyl-PC,3,35033.73429,4684.745606,0.0,28994.32628,34302.61543,36113.16373,
10.182,746.60596,+,177260.4473,Ether-PC O-34:1,Ether-PC,4,177260.4473,0.0,4317.347673,162375.9343,156135.9686,160213.8004,
10.183,1135.71948,-,56648.2364,,,7,56648.2364,1080.646449,1043.096315,37150.07677,35676.66313,36260.39778,
10.212,568.60242,+,69910.69312,,,3,44687.22996,0.0,1435.647146,64740.51678,69910.69312,65133.78352,
10.242,770.57001,+,223477.7997,PE 18:0_20:3,PE,7,223477.7997,1034.840688,2265.565023,139666.9738,146828.2578,142485.9076,
10.256,827.63068,+,54900.30085,,,4,54172.26749,0.0,1652.190293,50670.17471,53195.81938,54900.30085,
10.271,838.63318,+,23475.90057,,,4,22884.45697,0.0,624.7934429,21116.97642,21913.51301,23475.90057,
10.287,596.63477,+,158343.2988,,,4,158343.2988,0.0,4085.182788,95620.37277,99717.99165,101989.3614,
10.29,729.45306,-,328057.2989,,,7,328057.2989,896.1118307,1287.134873,224321.0486,245250.2614,212202.5795,
10.291,466.53494,+,38701.71155,,,4,38701.71155,0.0,1585.946133,35556.95081,33699.79454,34203.95596,
10.295,789.52008,+,68908.79821,,,4,68908.79821,0.0,1219.414333,51437.41265,45807.23301,49652.5011,
10.299,650.43646,+,221913.4358,,,4,221913.4358,0.0,1058.944334,217408.9609,206153.9373,217243.753,
10.31,540.57092,+,40211.11753,,,4,39981.69305,0.0,1928.102328,40211.11753,38674.21949,39764.0288,
10.332,732.55347,+,182493.7164,PC 32:1,PC,7,182493.7164,8292.280509,44218.90703,106613.5953,98985.13183,104881.9709,
10.339,613.46259,-,164317.5144,,,4,110499.1357,736.2329299,0.0,145544.6716,164317.5144,146436.8456,
10.345,424.48764,+,67115.90268,,,4,67115.90268,0.0,7886.981842,56285.93637,54809.75249,56662.9412,
10.346,694.65674,+,17129.49974,,,4,17129.49974,0.0,3190.256768,16270.57755,15770.1826,16686.46686,
10.347,670.56604,-,23089.089,,,2,5809.157743,1519.719418,0.0,18139.82496,23089.089,15981.06542,
10.39,741.56525,+,33281.99183,,,4,33281.99183,0.0,2891.713324,24934.14949,29043.06757,25110.29799,
10.399,777.63647,+,36434.01883,,,4,36434.01883,0.0,1971.857152,34691.8532,33106.49573,35664.74618,
10.413,639.49634,+,33531.53073,,,4,33531.53073,0.0,1176.660303,25105.92146,28609.62056,28505.95754,
10.428,864.71405,+,22061.88979,,,4,22061.88979,0.0,4279.265763,21805.11564,19245.50825,20045.63816,
10.434,566.58728,+,122614.667,,,4,122614.667,0.0,1802.450048,112985.5019,111036.2271,117507.2359,
10.44,665.51129,+,25630.65125,,,3,25630.65125,0.0,501.3414281,19304.23879,25155.16805,20802.22647,
10.449,704.55945,+,19670.72679,,,4,19670.72679,0.0,1777.960805,17111.69381,17387.06531,17155.3739,
10.462,694.53064,+,57659.45096,,,2,57659.45096,0.0,5086.455361,51568.06188,53403.49866,32364.979,
10.469,395.38852,-,943319.5541,,,5,874667.4128,57076.50107,0.0,943319.5541,919101.3669,865881.6768,
10.473,477.39157,-,59712.49502,,,4,48813.42025,11272.63364,0.0,55911.54303,59712.49502,51709.06238,
10.475,563.46484,+,202423.5871,,,4,202423.5871,0.0,45926.44735,180665.5183,164810.8712,158174.7349,
10.482,796.58508,+,297893.9479,PE 18:0_22:4,PE,7,297893.9479,2131.278564,2707.457923,164058.2564,183589.8325,154336.4511,
10.483,301.16525,-,27227.88492,,,4,18897.83549,592.1448919,0.0,27227.88492,26883.59162,23361.51732,
10.485,1129.95581,+,70472.05516,,,4,70472.05516,0.0,267.7093567,57446.02551,62922.58203,61854.20334,
10.511,691.58386,+,47194.42949,,,3,47194.42949,0.0,261.9989672,32710.93087,29752.60965,25390.67344,
10.517,589.48016,+,4539178.758,,,3,2124534.712,0.0,45438.57531,4514587.839,1994420.3,4539178.758,
10.517,568.60272,+,107760.1968,,,4,106775.231,0.0,627.3454967,100489.4377,93882.48332,107760.1968,
10.518,589.48004,+,4811427.077,,,4,3778907.439,0.0,54513.02451,4795665.06,3002112.673,4811427.077,
10.52,747.46954,+,189605.2931,,,4,189605.2931,0.0,684.9351366,164840.1867,155319.3629,151572.464,
10.52,666.46973,+,154932.3865,,,3,154932.3865,0.0,969.9917659,133340.0256,129863.0313,134003.2003,
10.52,829.47235,+,44865.12619,,,4,44865.12619,0.0,274.6680853,37078.50181,37260.88554,34409.6519,
10.521,671.48334,+,229431.5443,,,4,229431.5443,0.0,1191.496351,154207.57,147687.7567,145010.9358,
10.522,637.50415,-,30184.99429,,,4,21766.99418,715.1481674,0.0,30184.99429,29282.5373,20980.94678,
10.529,688.57227,+,93897.52843,,,4,93897.52843,0.0,8433.583971,57624.46505,45970.56983,63947.25023,
10.53,902.61011,-,14454.81119,,,2,13657.21178,884.6926606,0.0,14454.81119,14105.77742,12885.22672,
10.535,1181.98621,+,629759.5344,,,4,629759.5344,0.0,302.0924746,556786.0288,564506.5101,554183.3383,
10.536,762.59967,+,439657.6617,PC 16:0_18:0,PC,7,428738.1094,0.0,31585.08462,409605.7528,439657.6617,421902.5143,
10.545,615.49548,+,6741051.181,,,6,6741051.181,0.0,76662.8535,5560978.288,5320585.281,5227999.128,
10.546,697.50012,+,193564.4242,,,4,193564.4242,0.0,411.5439811,127525.7825,125974.9854,121726.5207,
10.547,665.53284,+,85021.10432,,,4,85021.10432,0.0,657.9654839,70548.51215,71507.19888,56784.47191,
10.549,773.48529,+,128809.5127,,,5,128809.5127,0.0,378.2402531,107391.0458,101439.3639,109928.0264,
10.553,855.48639,+,36007.51231,,,3,36007.51231,0.0,425.6567587,23966.31585,23068.05473,22318.22757,
10.556,770.57001,+,242450.4582,PE 18:0_20:3,PE,7,242450.4582,529.9305327,721.6495426,145264.8549,142638.0711,144972.9621,
10.566,759.63672,+,24535.2832,,,2,24535.2832,0.0,712.009255,23487.5874,23649.94114,23979.08613,
10.578,814.63159,+,346820.0735,PC 18:1_20:1,PC,8,346820.0735,0.0,10248.79281,310820.6366,300179.4662,221569.3722,
10.58,725.63904,+,94357.07136,,,4,94357.07136,0.0,613.915246,73462.10276,67743.87183,86050.88913,
10.585,679.42957,+,18604.70398,,,3,18604.70398,0.0,1541.006483,16435.91378,15159.0034,13650.79162,
10.59,996.61139,-,69663.51698,,,4,56767.56108,574.9462932,0.0,69663.51698,63099.85071,56715.25371,
10.59,849.59387,-,32192.35538,,,3,32192.35538,577.0944335,0.0,17247.4113,16006.5353,16330.43576,
10.592,846.66882,+,461577.7408,,,4,461577.7408,0.0,277.3495575,298581.645,333143.5027,305364.9182,
10.592,946.58246,-,57282.13218,,,3,57282.13218,477.3910059,0.0,13530.68582,43837.89248,35725.55751,
10.592,992.55908,+,36930.65465,,,4,26704.13246,0.0,401.5406058,36930.65465,22377.03496,29094.03721,
10.593,1160.61987,-,19381.52137,,,3,15458.05708,605.6231013,0.0,19381.52137,17915.61224,15557.40063,
10.594,788.61615,+,2.154133031E7,PC 18:1_18:0,PC,8,2.154133031E7,0.0,17749.41274,1.907600316E7,1.934194097E7,1.912821641E7,
10.595,928.62421,-,932360.343,,,4,866046.9729,1375.517045,0.0,932360.343,899923.6428,868460.6204,
10.595,1086.61255,-,159748.6398,,,4,148520.5404,569.9528535,0.0,159748.6398,153131.3092,151331.3381,
10.595,1168.61523,-,94664.84465,,,4,84967.54747,574.5812454,0.0,94664.84465,91804.97416,81787.02184,
10.595,1078.61316,-,38488.78795,,,4,30535.41863,581.8111699,0.0,38488.78795,35585.77033,33366.03181,
10.595,1250.61658,-,36164.96713,,,4,26963.46858,588.9550788,0.0,36164.96713,32482.79974,27869.29449,
10.595,1072.59644,-,30833.68761,,,4,25083.19449,579.6706021,0.0,30833.68761,25938.31507,28492.68416,
10.595,1236.60193,-,19318.87584,,,3,13696.49631,579.6009543,0.0,19318.87584,17304.47789,16167.40652,
10.596,1004.60974,-,284906.8773,,,4,263483.5458,554.3135303,0.0,284906.8773,278134.9387,271686.2904,
10.596,1010.62646,-,244030.2951,,,4,210323.7427,576.9817082,0.0,244030.2951,228480.683,218204.6976,
10.596,914.60938,-,107225.1411,,,4,91957.49278,572.31345,0.0,107225.1411,99496.32996,96215.18012,
10.596,1092.62903,-,82515.74843,,,4,72695.0716,575.3290929,0.0,82515.74843,80072.20193,70043.02852,
10.596,1154.59778,-,32086.84097,,,4,27393.31863,586.999877,0.0,32086.84097,31932.41316,27924.8957,
10.598,886.58368,+,316003.8541,,,6,316003.8541,547.739628,374.4133931,271939.5323,283967.0354,269703.7743,
10.6,506.35992,+,37389.64413,,,3,12858.85446,0.0,506.2040866,37389.64413,36024.15894,33816.28949,
10.601,550.5907,+,36568.35733,,,4,28464.66513,0.0,4366.244755,33441.43452,33004.11478,36568.35733,
10.613,835.59729,+,690926.8841,,,4,690926.8841,0.0,289.9091579,606954.2886,584385.8313,589421.3137,
10.62,820.68719,+,17330.72171,,,3,17330.72171,0.0,2116.136329,17228.46587,15884.70972,12159.40101,
10.621,794.57086,+,212944.3639,,,4,212944.3639,0.0,3990.573092,125615.1463,117249.5146,148794.7457,
10.623,482.52896,+,178490.6608,,,4,178490.6608,0.0,680.282975,152478.5064,152775.3307,152186.9764,
10.633,527.39386,-,36257.82971,,,4,30322.61285,599.4695442,0.0,36257.82971,32333.6097,28858.44058,
10.695,715.56476,+,21094.79081,,,4,15650.10762,0.0,2873.052989,20140.22061,20086.09054,21094.79081,
10.699,751.63562,+,64150.14538,,,4,62786.60616,0.0,2329.385065,59087.55305,58540.26741,64150.14538,
10.755,754.5575,+,27690.27179,,,4,24374.84989,0.0,394.8299808,26964.19369,27169.82338,27690.27179,
10.76,720.5553,+,42457.22044,PE 34:0,PE,3,42457.22044,0.0,1979.213599,41102.71924,40466.61289,39500.62891,
10.767,600.51263,-,23125.6609,,,2,8606.489046,1440.279996,0.0,23125.6609,13856.45807,11970.47043,
10.799,767.55988,-,18425.86886,,,2,18122.05707,1139.313521,0.0,8444.652647,16218.75652,18425.86886,
10.801,772.58545,+,180652.5402,PE-NMe2 18:1_18:1,PE-NMe2,7,180652.5402,822.4362033,2614.227784,109241.4278,68636.55058,94462.71995,
10.818,990.56268,-,27153.3831,,,4,20355.13296,802.0601103,0.0,27153.3831,25528.26174,23162.72788,
10.82,1066.54797,-,28822.60893,,,4,23117.44423,800.0064059,0.0,28822.60893,28298.1971,25085.072,
10.823,908.55994,-,69297.77362,,,4,59224.26584,797.5710574,0.0,69297.77362,61512.70017,56031.11123,
10.823,984.54559,-,45925.2208,,,4,42340.2108,787.6248037,0.0,45925.2208,44994.61218,41095.1939,
10.824,826.55731,-,222469.0695,,,4,196292.9421,798.3499091,0.0,222469.0695,214684.5983,202529.2766,
10.824,844.53851,+,99325.61482,,,4,99325.61482,0.0,1435.125825,85848.48073,88151.98529,81544.13397,
10.825,804.62231,+,37328.09056,,,4,31201.52956,0.0,499.2841184,34008.02764,37328.09056,35777.76844,
10.826,746.57031,+,3816636.036,PE 18:1_18:0,PE,7,3816636.036,2061.851724,6098.130967,2265647.508,2284171.045,2313397.098,
10.826,605.54987,+,258997.9862,,,4,187660.3429,0.0,973.3031569,234248.8546,254919.4081,258997.9862,
10.826,790.5321,+,89461.01995,PC 37:7,PC,4,89461.01995,0.0,878.2346865,69015.38132,80914.82596,80118.88398,
10.839,652.45135,+,28088.82809,,,4,28088.82809,0.0,1217.454899,26986.78612,25973.50665,27157.01163,
10.863,662.54926,-,44667.27102,,,2,17907.01526,2822.240788,0.0,44667.27102,24605.89856,22210.98373,
10.881,802.63293,+,23085.91918,,,4,23085.91918,0.0,1222.395762,22809.77526,21804.86539,21146.7978,
10.891,756.63599,-,31712.95253,,,4,29247.57486,7186.130389,0.0,31712.95253,30871.79076,28843.82854,
10.914,1007.34351,+,298500.8654,,,5,298500.8654,0.0,63841.06898,238352.9259,271053.6968,275273.9217,
10.914,966.31726,+,167725.2798,,,5,167725.2798,0.0,38486.05533,127514.1263,134274.5909,133341.5597,
10.942,705.56445,+,31965.78424,,,4,31965.78424,0.0,1739.536316,26772.86646,28901.51611,26896.90951,
10.959,773.51563,-,19841.44292,,,2,9812.570556,898.1434458,0.0,19841.44292,16960.65955,9785.17172,
10.986,566.58716,+,128367.617,,,4,125597.989,0.0,1288.48592,120219.204,124127.8006,128367.617,
11.015,409.40469,-,118265.8387,,,6,38263.21491,19126.42127,0.0,118265.8387,39996.0699,109326.1551,
11.078,656.6828,+,59994.11515,,,4,59994.11515,0.0,375.6067114,58731.96229,55399.75215,57858.46013,
11.087,753.65234,+,18770.09824,,,4,15736.05536,0.0,231.8256401,17408.54801,17082.61727,18770.09824,
11.094,529.46191,-,726642.9739,,,5,559898.1683,173193.9977,0.0,726642.9739,669158.9664,593203.6008,
11.126,652.55231,+,43946.26392,,,4,43946.26392,0.0,2218.035828,34272.79274,30848.97855,31251.59403,
