MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
127,0.586,1,Ether-PC O-16:0_22:6 [M+H]+;,792.596,792.5907,6.6869,5,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,184.0733 | 
128,0.59,1,LysoPC 21:0 [M+H]+;,566.428,566.4186,16.5955,704,737,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
148,0.664,1,LysoPC 10:0 [M+H]+;,412.246,412.2464,-0.9703,878,885,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
171,0.755,1,LysoPC 12:0 [M+H]+;,440.278,440.2777,0.6814,729,732,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
188,0.822,1,LysoPC 14:1 [M+H]+;,466.293,466.2934,-0.8578,730,745,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
233,0.985,1,LysoPC 14:0 [M+H]+;,468.308,468.309,-2.1353,729,732,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
251,1.053,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,729,732,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
258,1.078,1,LysoPE 16:1 [M+H]+;,452.277,452.2777,-1.5477,549,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,311.2581 | 434.2666 | 
269,1.121,1,LysoPC 14:0 [M+H]+;,468.308,468.309,-2.1353,958,996,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
289,1.193,1,LysoPC 16:1 [M+H]+;,494.323,494.3247,-3.439,978,986,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
291,1.2,1,LysoPE 20:4 [M+H]+;,502.291,502.2934,-4.7781,862,1000,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,361.2737 | 484.2823 | 
294,1.211,1,LysoPE 16:1 [M+H]+;,452.276,452.2777,-3.7588,993,994,0,,false,true,Coon_Lab_HCD_Acetate_20171009.msp,311.2581 | 434.2666 | 
295,1.214,1,LysoPC 18:4 [M+H]+;,516.305,516.309,-7.7473,59,994,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
