MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
158,0.636,1,LysoPI 10:0 [M-H]-;,487.198,487.1944,7.3892,75,964,100,LysoPI 10:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 171.1391 | 223.0013 | 241.0119 | 315.0487 | 333.0619 | 
169,0.675,1,LysoPI 12:0 [M-H]-;,515.227,515.2257,2.5232,905,955,100,LysoPI 12:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 199.1704 | 223.0013 | 241.0119 | 315.0487 | 333.0619 | 
178,0.711,1,LysoPC 10:0 [M+Ac-H]-;,470.251,470.2519,-1.9139,841,849,100,LysoPC 10:0 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 171.1391 | 224.0693 | 241.0721 | 396.2157 | 
196,0.779,1,LysoPC 12:0 [M+Ac-H]-;,498.283,498.2832,-0.4014,906,906,100,LysoPC 12:0 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 199.1704 | 224.0693 | 241.0721 | 424.247 | 
197,0.782,1,LysoPI 16:1 [M-H]-;,569.272,569.2727,-1.2296,861,861,100,LysoPI 16:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 253.2173 | 315.0487 | 333.0619 | 
203,0.804,1,LysoPI 14:0 [M-H]-;,543.257,543.257,0.0,851,927,100,LysoPI 14:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 227.2017 | 241.0119 | 315.0487 | 333.0619 | 
211,0.834,1,LysoPC 14:1 [M+Ac-H]-;,524.298,524.2988,-1.5258,946,947,100,LysoPC 14:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 225.186 | 241.0721 | 450.2626 | 
223,0.88,1,LysoPI 20:4 [M-H]-;,619.288,619.2883,-0.4844,824,888,100,LysoPI 20:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
248,0.971,1,LysoPI 16:0 [M-H]-;,571.287,571.2883,-2.2756,359,845,100,LysoPI 16:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 255.233 | 315.0487 | 333.0619 | 
262,1.025,1,LysoPI 18:1 [M-H]-;,597.304,597.304,0.0,846,879,100,LysoPI 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 281.2486 | 315.0487 | 333.0619 | 
271,1.058,1,LysoPC 14:0 [M+Ac-H]-;,526.314,526.3145,-0.95,686,687,100,LysoPC 14:0 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 227.2017 | 241.0721 | 452.2783 | 
272,1.062,1,LysoPC 16:1 [M+Ac-H]-;,552.33,552.3301,-0.1811,979,980,100,LysoPC 16:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 253.2173 | 478.2939 | 
277,1.08,1,LysoPE 16:1 [M-H]-;,450.261,450.2621,-2.443,997,997,100,LysoPE 16:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 253.2173 | 
279,1.087,1,LysoPE 14:0 [M-H]-;,424.246,424.2464,-0.9428,996,996,100,LysoPE 14:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 227.2017 | 
285,1.11,1,LysoPI 16:0 [M-H]-;,571.288,571.2883,-0.5251,834,943,100,LysoPI 16:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 255.233 | 315.0487 | 333.0619 | 
300,1.164,1,LysoPI 18:1 [M-H]-;,597.303,597.304,-1.6742,868,885,100,LysoPI 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 281.2486 | 315.0487 | 333.0619 | 
307,1.192,1,LysoPE 20:4 [M-H]-;,500.277,500.2777,-1.3992,996,996,100,LysoPE 20:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 259.2431 | 303.233 | 
310,1.202,1,LysoPC 16:1 [M+Ac-H]-;,552.329,552.3301,-1.9916,751,752,100,LysoPC 16:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 253.2173 | 478.2939 | 
315,1.22,1,LysoPE 16:1 [M-H]-;,450.262,450.2621,-0.2221,997,997,100,LysoPE 16:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 253.2173 | 
327,1.267,1,LysoPE 22:6 [M-H]-;,524.277,524.2777,-1.3352,618,621,100,LysoPE 22:6 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 283.2431 | 327.233 | 
333,1.29,1,LysoPC 20:4 [M+Ac-H]-;,602.346,602.3458,0.332,427,1000,100,LysoPC 20:4 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 303.233 | 528.3096 | 
343,1.329,1,LysoPE 22:5 [M-H]-;,526.293,526.2934,-0.76,995,997,100,LysoPE 22:5 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 285.2588 | 329.2486 | 
345,1.339,1,LysoPE 20:4 [M-H]-;,500.278,500.2777,0.5997,995,995,100,LysoPE 20:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 259.2431 | 303.233 | 
346,1.343,1,LysoPC 16:1 [M+Ac-H]-;,552.33,552.3301,-0.1811,502,513,100,LysoPC 16:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 253.2173 | 478.2939 | 
352,1.368,1,LysoPG 18:1 [M-H]-;,509.288,509.2879,0.1964,986,1000,100,LysoPG 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,152.9958 | 281.2486 | 
353,1.372,1,LysoPE 16:1 [M-H]-;,450.262,450.2621,-0.2221,136,1000,100,LysoPE 16:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 253.2173 | 
356,1.385,1,LysoPC 17:1 [M+Ac-H]-;,566.346,566.3458,0.3531,35,1000,100,LysoPC 17:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 267.233 | 492.3096 | 
363,1.411,1,LysoPI 18:0 [M-H]-;,599.32,599.3196,0.6674,636,714,100,LysoPI 18:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 283.2643 | 315.0487 | 333.0619 | 
368,1.431,1,LysoPC 16:0 [M+Ac-H]-;,554.346,554.3458,0.3608,985,998,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
370,1.443,1,LysoPE 16:0 [M-H]-;,452.279,452.2777,2.8743,969,998,100,LysoPE 16:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 255.233 | 
376,1.466,1,LysoPE 22:5 [M-H]-;,526.294,526.2934,1.14,992,998,100,LysoPE 22:5 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 285.2588 | 329.2486 | 
395,1.544,1,LysoPI 18:0 [M-H]-;,599.32,599.3196,0.6674,850,906,100,LysoPI 18:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 283.2643 | 315.0487 | 333.0619 | 
400,1.564,1,LysoPC 16:0 [M+Ac-H]-;,554.346,554.3458,0.3608,773,774,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
402,1.57,1,LysoPE 18:1 [M-H]-;,478.293,478.2934,-0.8363,997,998,100,LysoPE 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 281.2486 | 
403,1.574,1,LysoPE 20:3 [M-H]-;,502.293,502.2934,-0.7963,956,1000,100,LysoPE 20:3 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 261.2588 | 305.2486 | 
405,1.583,1,LysoPE 16:0 [M-H]-;,452.278,452.2777,0.6633,996,998,100,LysoPE 16:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 255.233 | 
407,1.59,1,LysoPC 18:1 [M+Ac-H]-;,580.361,580.3614,-0.6892,987,987,100,LysoPC 18:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 281.2486 | 506.3252 | 
427,1.668,1,LysoPE 18:1 [M-H]-;,478.293,478.2934,-0.8363,120,1000,100,LysoPE 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 281.2486 | 
429,1.674,1,LysoPE 22:4 [M-H]-;,528.308,528.309,-1.8928,958,999,100,LysoPE 22:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 287.2744 | 331.2643 | 
435,1.701,1,LysoPC 16:0 [M+Ac-H]-;,554.345,554.3458,-1.4431,573,573,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
440,1.721,1,LysoPC 18:1 [M+Ac-H]-;,580.361,580.3614,-0.6892,986,986,100,LysoPC 18:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 281.2486 | 506.3252 | 
441,1.724,1,LysoPE 16:0 [M-H]-;,452.277,452.2777,-1.5477,498,1000,100,LysoPE 16:0 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 255.233 | 
460,1.799,1,LysoPE 18:1 [M-H]-;,478.293,478.2934,-0.8363,998,998,100,LysoPE 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 281.2486 | 
466,1.821,1,LysoPE 22:4 [M-H]-;,528.309,528.309,0.0,981,987,100,LysoPE 22:4 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 287.2744 | 331.2643 | 
468,1.828,1,PS 11:0_16:0 [M-H]-;,664.419,664.419,0.0,223,1000,0,,true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 152.9958 | 185.1547 | 255.233 | 321.1472 | 391.2255 | 577.3875 | 
475,1.859,1,LysoPC 18:1 [M+Ac-H]-;,580.361,580.3614,-0.6892,718,719,100,LysoPC 18:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 281.2486 | 506.3252 | 
495,1.94,1,LysoPE 18:1 [M-H]-;,478.293,478.2934,-0.8363,993,1000,100,LysoPE 18:1 [M-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 281.2486 | 
510,1.999,1,LysoPC 18:1 [M+Ac-H]-;,580.362,580.3614,1.0338,672,684,100,LysoPC 18:1 [M+Ac-H]-(100),true,true,Coon_Lab_HCD_Acetate_20171009.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 281.2486 | 506.3252 | 
